event_id	loci	Proximal_Site	TCGA-77-8008-01A-21R-2187-07	TCGA-51-4081-01A-01R-1100-07	TCGA-90-6837-01A-11R-1949-07	TCGA-56-8201-01A-11R-2247-07	TCGA-77-7138-01A-41R-2045-07	TCGA-22-5482-01A-01R-1635-07	TCGA-51-4079-01A-01R-1100-07	TCGA-56-8083-01A-11R-2247-07	TCGA-77-7338-01A-11R-2045-07	TCGA-56-7731-01A-11R-2125-07	TCGA-77-7335-01A-11R-2045-07	TCGA-33-6737-01A-11R-1820-07	TCGA-58-8386-01A-11R-2296-07	TCGA-56-8623-01A-11R-A28V-07	TCGA-85-7710-01A-11R-2125-07	TCGA-22-4609-01A-21R-2125-07	TCGA-43-6647-01A-11R-1820-07	TCGA-22-5472-01A-01R-1635-07	TCGA-77-7337-01A-21R-2045-07	TCGA-43-7657-01A-31R-2125-07	TCGA-22-5481-01A-31R-1949-07	TCGA-22-5478-01A-01R-1635-07	TCGA-22-5483-01A-01R-1820-07	TCGA-22-5489-01A-01R-1635-07	TCGA-77-7142-01A-11R-2045-07	TCGA-43-7658-01A-11R-2125-07	TCGA-56-7582-01A-11R-2045-07	TCGA-43-6143-01A-11R-1820-07	TCGA-39-5040-01A-21R-2125-07	TCGA-43-3394-01A-01R-0980-07	TCGA-56-8309-01A-11R-2296-07	TCGA-22-5491-01A-01R-1635-07	TCGA-90-7767-01A-11R-2125-07	TCGA-92-7340-01A-21R-2045-07	TCGA-43-6773-01A-41R-1949-07	TCGA-56-7730-01A-11R-2125-07	TCGA-34-8454-01A-11R-2326-07	TCGA-33-4587-01A-11R-2125-07	TCGA-43-6771-01A-11R-1820-07	TCGA-60-2709-01A-21R-1820-07	TCGA-56-7580-01A-11R-2045-07	TCGA-77-8007-01A-11R-2187-07	TCGA-56-7823-01B-11R-2247-07	TCGA-51-4080-01A-01R-1100-07	TCGA-43-5670-01A-21R-2125-07	TCGA-22-4593-01A-21R-1820-07	TCGA-56-7579-01A-11R-2045-07	TCGA-22-5471-01A-01R-1635-07	TCGA-34-7107-01A-11R-1949-07	TCGA-56-8082-01A-11R-2247-07	TCGA-56-7222-01A-11R-2045-07
NM_022739|SMURF2|chr17|-	chr17:62538410-62542065	62541561	0.29	0.41	0.32	0.24	0.19	0.25	0.36	0.32	0.39	0.31	0.28	0.25	0.34	0.49	0.33	0.40	0.29	0.43	0.21	0.36	0.29	0.23	0.44	0.34	0.37	0.47	0.42	0.19	0.36	0.28	0.47	0.27	0.25	0.23	0.30	0.29	0.32	0.34	0.32	0.37	0.32	0.25	0.27	0.31	0.12	0.38	0.24	0.18	0.35	0.35	0.42
NM_012095|AP3M1|chr10|-	chr10:75880037-75883668	75881574	0.16	0.15	0.22	0.22	0.15	0.16	0.19	0.12	0.21	0.24	0.35	0.17	0.22	0.27	0.12	0.17	0.18	0.19	0.10	0.22	0.18	0.18	0.12	0.17	0.10	0.20	0.13	0.10	0.16	0.17	0.19	0.08	0.12	NA	0.19	0.19	0.24	0.17	0.14	0.21	0.17	0.18	0.15	0.09	0.16	0.22	0.23	0.15	0.11	0.09	0.11
NM_003826|NAPG|chr18|+	chr18:10550073-10552765	10550297	0.51	0.56	0.43	0.63	0.56	0.44	0.63	0.49	0.54	0.46	0.39	0.33	0.38	0.71	0.53	0.49	0.50	0.57	0.40	0.55	0.38	0.39	0.42	0.38	0.46	0.49	0.50	0.22	0.50	0.46	0.61	0.35	0.46	0.41	0.62	0.50	0.49	0.47	0.42	0.50	0.55	0.47	0.31	0.55	0.35	0.41	0.50	0.36	0.33	0.55	0.54
NM_172128|CAMK2D|chr4|-	chr4:114372194-114375671	114373618	0.41	0.24	0.41	0.62	0.33	0.42	0.29	0.34	0.51	0.52	0.54	NA	0.47	0.75	NA	0.38	0.31	0.45	0.32	NA	0.58	0.28	0.18	0.55	0.36	0.32	0.35	0.41	0.24	0.41	0.51	0.30	0.36	0.40	0.36	0.45	0.69	NA	0.33	0.65	0.53	0.49	0.24	0.40	NA	0.47	0.37	0.71	0.40	0.13	0.19
NM_005482|PIGK|chr1|-	chr1:77554685-77558175	77557576	0.36	0.47	0.51	0.38	0.19	NA	0.41	0.41	0.42	0.36	0.34	0.39	0.50	0.57	NA	0.57	0.32	0.55	0.29	0.48	NA	0.62	0.41	0.66	0.30	0.55	0.47	0.38	NA	0.50	0.36	0.53	0.51	0.38	0.44	0.61	0.47	0.40	NA	0.60	0.39	0.47	0.37	0.48	0.26	0.48	0.26	0.57	0.46	0.45	0.41
NM_007348|ATF6|chr1|+	chr1:161928235-161933839	161928645	0.18	0.17	0.16	0.19	0.11	0.16	0.15	0.11	0.25	0.12	0.13	0.10	0.22	0.26	0.16	0.19	0.20	0.24	0.11	0.21	0.11	0.10	0.16	0.18	0.15	0.23	0.27	0.09	0.23	0.14	0.21	0.08	0.12	0.12	0.17	0.12	0.26	0.16	0.12	0.25	0.14	0.20	0.14	0.16	0.08	0.20	0.11	0.08	0.16	0.12	0.17
NM_012463|ATP6V0A2|chr12|+	chr12:124242473-124246267	124242709	0.24	0.30	0.17	0.32	0.20	0.21	0.18	0.27	0.27	0.28	0.32	0.18	0.36	0.44	0.27	0.28	0.24	0.24	0.25	0.30	0.40	0.24	0.27	0.29	0.32	0.44	0.25	0.21	NA	0.21	0.32	0.18	0.22	0.20	0.29	0.27	0.34	0.28	NA	0.30	0.41	0.26	0.22	0.28	0.16	0.29	0.19	0.23	0.25	NA	0.25
NM_181698|CCNY|chr10|+	chr10:35857981-35860773	35858539	0.38	0.65	0.43	0.46	0.58	0.50	0.67	0.36	0.83	0.63	0.68	0.46	0.48	0.58	0.50	0.61	0.46	0.55	0.46	0.51	0.23	0.30	0.56	0.56	0.63	0.59	0.72	0.35	0.51	0.54	0.58	0.48	0.38	0.62	0.48	0.67	0.60	0.42	0.44	0.53	0.73	0.58	0.44	0.61	0.47	0.55	0.49	0.47	0.54	0.40	0.79
NR_016021|TBRG1|chr11|+	chr11:124501988-124505389	124502233	0.28	0.33	0.22	0.32	0.22	0.29	0.37	0.22	0.52	0.34	0.34	0.16	0.46	0.43	0.24	0.43	0.36	0.43	0.21	0.26	0.23	0.20	0.32	0.39	0.41	0.27	0.43	0.11	0.30	0.21	0.34	0.21	0.29	0.35	0.38	0.28	0.39	0.24	0.31	0.34	0.33	0.34	0.34	0.36	0.19	0.45	0.20	0.18	0.39	0.32	0.41
NM_001134232|TMEM106B|chr7|+	chr7:12271462-12276900	12272490	0.46	0.54	0.52	0.42	0.31	0.55	0.61	0.34	0.48	0.33	0.17	0.20	0.47	0.64	0.59	0.57	0.55	0.61	0.27	0.32	0.25	0.37	0.35	0.50	0.41	0.56	0.50	0.24	0.55	0.46	0.56	0.34	0.29	0.31	0.50	0.32	0.50	0.40	0.37	0.52	0.38	0.51	0.29	0.37	0.17	0.40	0.33	0.24	0.42	0.56	0.54
NM_001202556|CD44|chr11|+	chr11:35250675-35253954	35250943	0.38	0.45	0.37	0.44	0.33	0.27	0.39	0.41	0.51	0.38	0.40	0.26	0.29	0.42	0.30	0.42	0.34	0.48	0.25	0.34	0.32	0.30	0.31	0.43	0.41	0.47	0.40	0.22	0.44	0.30	0.37	0.29	0.33	0.25	0.46	0.37	0.31	0.42	0.33	0.43	0.42	0.38	0.37	0.42	0.22	0.38	0.37	0.37	0.31	0.33	0.33
NM_007292|ACOX1|chr17|-	chr17:73937611-73942876	73941860	0.53	0.41	0.58	0.56	0.50	0.65	0.33	0.51	0.57	0.57	0.58	0.40	0.55	0.62	0.37	0.37	0.59	0.66	0.34	0.55	0.58	0.51	0.49	0.47	0.41	0.53	0.45	0.40	0.48	0.39	0.66	0.32	0.40	0.41	0.40	0.51	0.68	0.39	0.34	0.63	0.65	0.47	0.46	0.37	0.62	0.51	0.47	0.51	0.62	0.35	0.37
NM_018156|VPS13D|chr1|+	chr1:12568946-12572103	12570342	0.30	0.33	0.41	0.52	0.29	0.37	0.44	0.35	0.44	0.41	0.31	0.22	0.56	0.64	0.39	0.38	0.50	0.55	0.26	0.54	0.31	0.40	NA	0.51	0.36	0.31	NA	0.36	0.28	0.41	0.48	NA	0.20	0.29	0.61	0.30	0.55	0.31	0.33	0.53	0.45	0.47	0.28	NA	0.28	0.58	0.22	0.35	0.44	0.30	0.35
NM_017902|HIF1AN|chr10|+	chr10:102307849-102313969	102309698	0.48	0.33	0.37	0.19	0.58	0.36	0.27	0.43	0.48	0.34	0.22	0.44	0.51	0.63	0.53	0.43	0.37	0.46	0.38	0.53	0.55	0.23	0.36	0.25	0.30	0.41	0.41	0.40	0.56	0.36	0.43	0.21	0.25	0.29	0.40	0.25	0.43	0.60	0.47	0.37	0.34	0.46	0.24	0.29	0.30	0.46	0.35	0.19	0.38	0.31	0.42
NM_002486|NCBP1|chr9|+	chr9:100433367-100436252	100433778	0.37	0.40	0.36	0.46	0.25	0.40	0.30	0.42	0.45	0.39	0.32	0.24	0.46	0.46	0.30	0.39	0.41	0.35	0.36	0.57	0.50	0.34	0.31	0.34	0.38	0.52	0.37	0.33	0.37	0.35	0.41	0.34	0.38	0.41	0.40	0.31	0.41	0.39	0.28	0.43	0.43	0.41	0.27	0.37	0.37	0.50	0.37	0.28	0.35	0.43	0.42
NM_003198|TCEB3|chr1|+	chr1:24086001-24088550	24086244	0.47	0.64	0.57	0.45	0.36	0.67	0.57	0.46	0.58	0.41	0.52	0.48	0.54	0.66	0.40	0.49	0.45	0.63	0.32	0.46	0.42	0.50	0.60	0.57	0.60	0.62	0.60	0.28	0.43	0.52	0.69	0.55	0.33	0.33	0.64	0.59	0.61	0.45	0.40	0.61	0.52	0.55	0.37	0.58	0.28	0.63	0.38	0.35	0.39	0.58	0.50
NM_018373|SYNJ2BP|chr14|-	chr14:70833209-70839848	70839405	0.52	0.58	NA	0.39	0.40	0.41	0.46	0.38	0.58	0.30	0.22	0.31	0.49	0.58	0.48	0.57	NA	0.50	0.36	0.42	NA	0.40	0.51	NA	0.39	0.67	0.56	0.41	0.65	0.37	0.48	0.30	0.39	0.38	NA	0.37	0.46	0.60	0.41	NA	0.56	0.48	0.33	0.40	0.27	0.39	0.31	0.19	0.42	0.45	0.57
NM_014286|NCS1|chr9|+	chr9:132995268-132999476	132995571	0.53	0.45	0.43	0.33	0.59	0.50	0.47	0.40	0.65	0.44	0.28	0.39	0.45	0.50	0.39	0.50	0.47	0.53	0.32	0.59	0.55	0.51	0.50	0.36	0.33	0.65	0.40	0.39	0.57	0.36	0.46	0.39	0.36	0.29	0.59	0.27	0.54	0.49	0.54	0.42	0.49	0.44	0.26	0.35	0.27	0.56	0.45	0.29	0.49	0.21	0.45
NM_002577|PAK2|chr3|+	chr3:196555189-196559365	196557555	0.55	0.61	0.73	0.70	0.46	0.53	0.52	0.39	0.61	0.57	0.63	0.47	0.59	0.76	0.35	0.53	0.46	0.54	0.28	0.70	0.53	0.43	0.55	0.41	0.35	0.54	0.62	0.31	0.52	0.48	0.73	0.50	0.43	0.42	0.75	0.74	0.56	0.48	0.43	0.63	0.77	0.52	0.53	0.51	0.46	0.58	0.50	0.56	0.57	0.47	0.52
NM_001185127|VAMP4|chr1|-	chr1:171669292-171673674	171673081	0.42	0.36	NA	0.40	0.22	0.41	0.41	NA	0.44	NA	0.26	NA	0.33	0.55	0.33	0.42	0.41	0.45	0.25	0.41	NA	NA	0.37	0.38	0.38	0.50	0.47	0.41	NA	0.38	0.40	0.33	0.37	0.29	0.47	0.52	0.44	0.33	0.28	0.50	NA	0.39	0.36	0.52	NA	0.39	0.31	0.31	0.44	0.35	NA
NM_017813|IMPAD1|chr8|-	chr8:57870471-57876623	57875492	0.42	0.54	0.49	0.59	0.52	0.50	0.55	0.36	0.62	0.44	0.47	0.47	0.50	0.68	0.50	0.58	0.43	0.56	0.35	0.65	0.61	0.36	0.47	0.40	0.54	0.44	0.70	0.28	0.62	0.46	0.49	0.38	0.42	0.42	0.57	0.64	0.48	0.50	0.50	0.66	0.69	0.65	0.45	0.71	0.18	0.49	0.44	0.38	0.45	0.47	0.58
NM_015459|ATL3|chr11|-	chr11:63391534-63396877	63396646	0.52	0.64	0.26	0.38	0.47	0.48	0.53	0.54	0.61	0.44	0.26	0.13	0.26	0.62	0.52	0.53	0.52	0.60	0.45	0.35	0.33	0.42	0.49	0.38	0.52	0.66	0.58	0.33	0.54	0.47	0.60	0.46	0.48	0.30	0.52	0.11	0.50	0.47	0.28	0.45	0.45	0.40	0.43	0.50	0.14	0.51	0.34	0.22	0.49	0.56	0.42
NM_174907|PPP4R2|chr3|+	chr3:73114547-73118343	73116294	0.33	0.31	0.29	0.29	0.23	0.27	0.20	0.21	0.34	0.31	0.43	0.19	0.27	0.42	0.21	0.28	0.27	0.26	0.16	0.29	0.24	0.24	0.22	0.24	0.24	0.24	0.32	0.10	0.23	0.29	0.33	0.22	0.20	0.26	0.32	0.40	0.29	0.21	0.21	0.23	0.49	0.20	0.20	0.44	0.19	0.25	0.20	0.23	0.21	0.26	0.24
NM_020728|ESYT2|chr7|-	chr7:158523673-158526943	158526568	0.64	0.55	0.53	0.59	0.38	0.63	0.56	0.47	0.77	0.66	0.75	0.37	0.53	0.87	0.50	0.61	0.58	0.70	0.43	0.64	0.68	0.43	0.49	0.57	0.52	0.62	0.60	0.31	0.52	0.50	0.57	0.41	0.68	0.70	0.67	0.68	0.58	0.50	0.45	0.69	0.77	0.52	0.45	0.65	0.46	0.54	0.47	0.52	0.55	0.48	0.57
NM_001253771|SYNCRIP|chr6|-	chr6:86318009-86322641	86321091	0.17	0.42	0.21	0.34	0.12	0.35	0.46	0.42	0.34	0.34	0.23	0.25	0.35	0.42	0.38	0.38	0.34	0.27	0.43	0.61	0.31	0.21	0.38	0.37	0.44	0.70	0.44	0.33	0.55	0.45	0.25	0.27	0.38	0.32	0.26	0.55	0.28	0.36	0.21	0.53	0.38	0.26	0.36	0.53	0.20	0.34	0.20	0.35	0.30	0.57	0.69
NM_001142648|SAR1A|chr10|-	chr10:71909949-71912348	71912198	0.61	0.59	0.46	0.60	0.63	0.50	0.47	0.62	0.72	0.58	0.49	0.33	0.52	0.72	0.52	0.61	0.54	0.65	0.53	0.65	0.58	0.50	0.49	0.56	0.57	0.63	0.54	0.45	0.70	0.39	0.66	0.38	0.54	0.54	0.60	0.47	0.58	0.62	0.50	0.60	0.61	0.59	0.32	0.54	0.57	0.55	0.64	0.33	0.45	0.56	0.64
NM_001178142|TFDP2|chr3|-	chr3:141663293-141671538	141671352	0.24	0.29	0.19	0.19	0.12	0.21	0.18	0.13	0.28	0.14	0.06	0.12	0.32	0.33	0.27	0.27	NA	0.38	0.14	0.14	0.10	0.16	0.30	0.17	0.28	0.29	0.33	0.16	0.18	0.14	0.32	0.13	0.07	0.10	0.32	0.12	0.30	0.21	0.18	0.26	0.17	0.22	0.16	0.14	0.07	0.32	0.16	0.07	0.35	0.18	0.16
NM_012216|MID2|chrX|+	chrX:107169900-107174848	107170387	NA	0.47	0.50	0.59	NA	NA	0.46	0.34	0.60	0.42	0.38	NA	0.45	NA	NA	0.54	NA	0.54	0.38	0.58	NA	0.25	NA	NA	0.37	NA	0.55	NA	NA	0.41	0.68	0.24	0.38	0.33	NA	0.30	0.51	NA	0.31	0.69	0.62	NA	0.39	0.58	0.26	NA	0.33	0.25	NA	0.44	0.50
NM_005870|SAP18|chr13|+	chr13:21721324-21722832	21721577	0.20	0.17	0.18	0.22	0.18	0.22	0.16	0.21	0.24	0.19	0.18	0.13	0.25	0.39	0.20	0.20	0.24	0.28	0.16	0.17	0.23	0.25	0.23	0.20	0.19	0.33	0.20	0.17	0.16	0.14	0.26	0.17	0.24	0.18	0.21	0.15	0.29	0.20	0.17	0.27	0.25	0.17	0.14	0.19	0.26	0.21	0.14	0.12	0.20	0.20	0.16
NM_022754|SFXN1|chr5|+	chr5:174953640-174956739	174955500	0.39	0.42	NA	0.50	0.46	0.40	0.27	0.36	0.38	0.40	0.58	0.41	0.29	0.51	0.22	0.48	0.46	0.33	0.22	0.43	0.53	0.43	0.29	0.39	0.24	0.46	0.29	0.27	0.46	0.31	0.54	0.26	0.26	0.29	0.41	0.44	0.40	0.28	0.39	0.47	0.34	0.21	0.28	0.38	0.33	0.40	0.28	0.54	0.30	0.25	0.24
NM_003161|RPS6KB1|chr17|+	chr17:58023911-58027779	58024641	0.30	0.40	0.30	0.37	0.35	0.34	0.46	0.48	0.49	0.38	0.43	0.34	0.41	0.50	0.36	0.34	0.34	0.34	0.33	0.58	0.29	0.30	0.41	0.39	0.34	0.33	0.41	0.25	0.37	0.54	0.40	0.35	0.36	0.29	0.35	0.42	0.33	0.44	0.31	0.38	0.40	0.38	0.42	0.42	0.33	0.35	0.44	0.29	0.33	0.42	0.55
NM_005339|UBE2K|chr4|+	chr4:39779979-39784362	39780234	0.18	0.36	0.23	0.36	0.22	0.29	0.37	0.30	0.38	0.22	0.23	0.17	0.37	0.43	0.34	0.38	0.26	0.30	0.27	0.30	0.26	0.18	0.28	0.31	0.35	0.48	0.38	0.22	0.32	0.30	0.29	0.25	0.24	0.19	0.31	0.27	0.38	0.29	0.25	0.35	0.35	0.31	0.28	0.44	0.16	0.37	0.22	0.19	0.25	0.42	0.43
NM_197960|DPP8|chr15|-	chr15:65734789-65739344	65737361	0.84	0.78	NA	0.97	0.80	0.86	0.92	0.47	0.89	NA	NA	0.50	0.85	1.00	0.73	0.86	0.94	1.00	0.50	NA	NA	0.81	0.90	0.76	0.62	0.89	0.74	0.44	0.66	0.78	1.00	0.46	0.82	0.74	0.90	0.94	1.00	0.68	NA	0.99	0.71	0.83	0.36	0.53	0.36	1.00	NA	NA	0.67	0.69	0.57
NM_001113402|AMN1|chr12|-	chr12:31823816-31825311	31825161	NA	0.42	NA	NA	0.26	NA	0.36	0.43	0.51	0.53	0.44	0.34	0.40	0.72	0.39	0.43	0.32	0.57	0.37	0.49	0.44	0.33	0.34	0.47	0.40	0.60	NA	0.26	0.46	0.46	0.76	0.36	0.49	0.53	0.38	0.56	0.49	0.56	NA	NA	0.50	0.32	0.36	0.53	NA	NA	0.34	0.35	NA	0.42	0.31
NR_024247|MUM1|chr19|+	chr19:1376517-1378430	1376864	0.76	0.49	0.66	0.86	0.40	0.54	0.74	0.67	0.85	0.66	0.57	0.30	0.69	0.61	0.52	0.43	0.63	0.51	NA	0.79	0.35	0.47	NA	0.60	0.50	0.68	0.68	0.38	0.59	0.97	0.84	NA	0.58	0.46	0.66	0.55	0.66	0.60	0.70	0.84	0.74	0.39	0.85	0.42	0.56	0.73	0.70	0.63	0.60	0.29	0.51
NM_020772|NUFIP2|chr17|-	chr17:27582854-27591609	27589842	0.78	0.70	0.73	0.78	0.75	0.73	0.54	0.56	0.66	0.65	0.56	0.62	0.65	0.83	0.66	0.64	0.73	0.79	0.48	0.65	0.53	0.60	0.47	0.52	0.39	0.57	0.57	0.49	0.61	0.54	0.87	0.38	0.45	0.50	0.74	0.64	0.68	0.55	0.77	0.74	0.65	0.75	0.48	0.58	0.39	0.67	0.51	0.56	0.53	0.62	0.39
NM_001256420|MAPRE2|chr18|+	chr18:32720258-32723406	32721530	0.35	0.34	0.36	0.28	0.36	0.24	0.34	0.24	0.37	0.34	0.58	0.27	0.28	0.43	0.25	0.27	0.31	0.32	0.26	0.34	0.26	0.23	0.22	0.28	0.35	0.33	0.31	0.17	0.31	0.22	0.42	0.16	0.32	0.32	0.35	0.26	0.27	0.32	0.29	0.26	0.51	0.27	NA	0.22	NA	0.37	NA	0.37	0.31	0.25	NA
NM_001142389|PNPLA4|chrX|-	chrX:7867278-7868858	7868708	0.09	0.25	0.17	0.10	0.03	0.11	0.24	0.04	0.23	0.13	0.08	0.09	NA	0.41	0.12	0.19	0.11	0.23	0.08	0.11	0.11	0.12	0.12	0.24	NA	NA	0.16	NA	NA	0.09	0.30	0.07	0.11	0.10	0.20	0.16	0.21	0.14	0.08	0.34	0.12	0.27	0.07	0.09	0.07	0.14	0.14	0.06	0.19	0.20	0.09
NM_138386|NAF1|chr4|-	chr4:164045727-164050500	164050230	NA	0.43	NA	0.27	0.23	0.31	0.30	0.31	NA	0.28	0.21	0.22	0.33	0.41	0.33	0.31	0.42	0.38	0.25	0.21	0.19	0.23	0.24	0.33	0.30	0.29	NA	0.19	0.29	0.23	0.32	NA	0.24	NA	0.37	0.22	0.35	0.25	0.31	0.30	0.29	0.30	0.13	0.32	0.15	0.30	0.16	0.15	0.32	NA	0.27
NM_014781|RB1CC1|chr8|-	chr8:53535031-53536419	53535523	0.31	0.42	0.15	0.36	0.47	0.17	0.44	0.33	0.43	0.47	0.54	0.25	0.49	0.73	0.29	0.35	0.28	0.40	0.21	0.42	0.15	0.15	0.48	0.28	0.31	0.63	0.44	0.27	0.30	0.40	0.46	0.24	0.49	0.31	0.30	0.42	0.42	0.38	0.31	0.55	0.61	0.26	0.40	0.51	0.44	0.31	0.39	0.31	0.30	0.42	0.37
NM_003463|PTP4A1|chr6|+	chr6:64289961-64293357	64291324	0.31	0.39	0.25	0.35	0.31	0.28	0.29	0.38	0.41	0.47	0.40	0.24	0.34	0.69	0.25	0.37	0.30	0.31	0.27	0.38	0.27	0.29	0.24	0.32	0.29	0.39	0.39	0.24	0.30	0.24	0.34	0.20	0.31	0.42	0.29	0.26	0.36	0.32	0.19	0.42	0.57	0.30	0.22	0.26	0.21	0.26	0.20	0.23	0.23	0.36	0.18
NM_145254|TMEM170A|chr16|-	chr16:75477133-75481586	75481158	NA	NA	NA	0.57	0.41	0.51	0.39	0.63	0.55	NA	0.36	0.40	NA	0.65	0.46	0.52	0.50	0.73	0.37	0.37	0.42	0.58	0.35	0.51	0.56	0.71	0.61	0.41	0.65	0.45	NA	0.43	NA	0.30	0.58	0.54	0.63	0.67	NA	0.71	0.64	0.53	0.40	0.57	0.36	0.52	NA	0.38	0.54	0.64	0.64
NM_002936|RNASEH1|chr2|-	chr2:3589003-3593461	3593241	0.41	0.34	0.26	0.32	0.20	0.39	0.26	0.44	0.46	0.26	0.12	0.15	0.35	0.42	0.31	0.35	0.34	0.45	0.29	0.33	0.26	0.25	0.22	0.37	0.27	0.39	0.32	0.21	0.34	0.22	0.46	0.17	0.30	0.21	0.38	0.15	0.51	0.34	0.20	0.35	0.32	0.34	0.14	0.30	0.21	0.42	0.20	0.07	0.27	0.35	0.28
NM_005759|ABI2|chr2|+	chr2:204291899-204296913	204292161	0.57	0.58	NA	0.59	0.39	0.58	0.50	0.58	0.56	0.49	0.30	0.42	0.53	0.80	0.54	0.64	0.56	0.58	0.32	0.48	0.39	0.38	0.40	0.47	0.42	0.79	0.51	0.32	0.57	0.43	0.57	0.35	0.30	0.48	NA	0.42	0.74	0.70	0.57	0.65	0.41	0.48	0.38	0.39	0.35	0.64	0.35	0.23	0.42	0.41	0.41
NM_003818|CDS2|chr20|+	chr20:5170747-5178518	5170962	0.18	0.19	0.12	0.10	0.15	0.15	0.12	0.15	0.25	0.12	0.08	0.13	0.24	0.22	0.22	0.21	0.19	0.19	0.13	0.13	0.17	0.15	0.14	0.12	0.15	0.23	0.18	0.13	0.19	0.09	0.17	0.08	0.12	0.09	0.20	0.10	0.22	0.20	0.21	0.12	0.16	0.16	0.10	0.17	0.08	0.21	0.13	0.07	0.15	0.13	0.14
NM_022830|TUT1|chr11|-	chr11:62341461-62343716	62342550	0.61	0.36	0.57	0.36	0.47	0.51	0.44	0.54	NA	0.74	NA	0.27	0.27	0.43	0.14	0.48	0.60	0.47	NA	NA	0.39	0.58	0.28	0.26	NA	0.18	NA	0.28	0.65	0.67	0.26	0.42	0.28	NA	0.24	0.37	0.29	0.24	NA	0.48	0.39	0.26	0.28	0.37	0.49	0.44	0.46	0.38	0.32	0.26	0.20
NM_058243|BRD4|chr19|-	chr19:15346362-15349256	15347673	0.25	0.22	0.41	0.28	0.24	0.17	0.20	0.07	0.28	0.19	0.40	0.21	0.34	0.24	0.14	0.19	0.24	0.26	0.16	0.25	0.12	0.18	0.19	0.20	0.22	0.24	0.16	0.10	0.16	0.12	0.22	0.14	0.09	0.18	0.27	0.24	0.21	0.17	0.24	0.20	0.32	0.32	0.12	0.12	0.36	0.43	0.19	0.26	0.26	0.11	0.23
NM_183323|PAIP1|chr5|-	chr5:43526383-43527571	43527316	0.18	0.42	0.18	0.33	0.25	0.22	0.59	0.44	0.37	0.30	0.24	0.17	0.32	0.24	0.40	0.36	0.20	0.51	0.28	0.22	0.26	0.21	0.44	0.40	0.30	0.74	0.28	0.17	0.28	0.38	0.26	0.41	0.23	0.27	0.32	0.43	0.31	0.53	0.17	0.38	0.46	0.22	0.34	0.62	0.26	0.40	0.28	0.21	0.28	0.59	0.28
NM_002140|HNRNPK|chr9|-	chr9:86583040-86584355	86583866	0.49	0.55	0.58	0.53	0.39	0.40	0.57	0.49	0.63	0.56	0.61	0.47	0.46	0.62	0.39	0.54	0.44	0.50	0.45	0.54	0.39	0.39	0.45	0.50	0.45	0.39	0.46	0.35	0.46	0.58	0.42	0.43	0.43	0.56	0.52	0.43	0.43	0.44	0.40	0.56	0.63	0.51	0.48	0.49	0.38	0.47	0.49	0.41	0.45	0.50	0.50
NM_004330|BNIP2|chr15|-	chr15:59951338-59956319	59955124	0.38	0.32	0.32	0.24	0.19	0.41	0.11	0.21	0.33	0.23	0.11	0.19	0.38	0.27	0.28	0.32	0.33	0.39	0.19	0.27	0.22	0.36	0.17	0.37	0.16	0.18	0.26	0.22	0.20	0.22	0.26	0.19	0.18	0.16	0.39	0.19	0.27	0.20	0.22	0.26	0.29	0.27	0.13	0.21	0.15	0.36	0.19	0.25	0.28	0.18	0.16
NM_024941|C5orf44|chr5|+	chr5:64960330-64961955	64960511	0.36	0.54	0.43	0.50	0.30	0.43	0.51	0.54	0.63	0.54	0.59	0.34	0.53	0.63	0.48	0.48	NA	0.54	0.48	NA	0.48	0.33	0.50	0.39	0.49	0.60	NA	NA	0.49	0.42	0.56	0.38	0.41	0.51	0.59	0.52	0.59	0.46	0.30	0.54	0.77	0.42	0.37	0.59	0.40	0.41	0.39	0.40	0.43	0.64	0.53
NM_177438|DICER1|chr14|-	chr14:95552543-95557000	95556707	0.58	0.64	0.52	0.72	0.55	0.58	0.74	0.49	0.74	0.49	0.28	0.38	0.58	0.76	0.54	0.67	0.53	0.69	0.36	0.78	0.41	0.47	0.64	NA	0.62	0.72	0.56	0.49	0.59	0.69	0.71	0.43	0.51	0.50	NA	0.57	0.59	0.63	0.44	NA	0.65	0.54	0.53	0.66	0.27	0.67	0.43	0.42	0.47	0.48	0.67
NM_017660|GATAD2A|chr19|+	chr19:19616152-19619741	19617835	0.24	0.27	0.30	0.29	0.37	0.20	0.36	0.15	0.34	0.32	0.51	0.27	0.24	0.43	0.26	0.27	0.22	0.32	0.21	0.29	0.30	0.20	0.25	0.24	0.34	0.46	0.22	0.15	0.29	0.29	0.31	0.26	0.23	0.20	0.25	0.24	0.23	0.34	0.25	0.24	0.35	0.21	0.19	0.25	0.33	0.25	0.30	0.25	0.20	0.15	0.35
NM_004239|TRIP11|chr14|-	chr14:92432356-92436237	92435937	0.18	0.26	0.22	0.20	0.20	0.27	0.28	0.24	0.30	0.18	0.16	0.16	0.35	0.50	0.19	0.33	NA	0.31	0.22	0.30	0.14	0.19	0.35	NA	0.29	0.39	0.31	0.17	0.26	0.37	NA	0.26	0.22	0.12	NA	0.22	0.32	0.23	0.15	NA	0.25	0.28	0.19	0.29	0.13	0.31	0.23	0.16	0.28	0.22	0.30
