event_id	loci	Proximal_Site	TCGA-38-4627-01A-01R-1206-07	TCGA-49-4512-01A-21R-1858-07	TCGA-55-6983-01A-11R-1949-07	TCGA-55-6978-01A-11R-1949-07	TCGA-73-4676-01A-01R-1755-07	TCGA-91-6828-01A-11R-1858-07	TCGA-44-2655-01A-01R-0946-07	TCGA-44-2657-01A-01R-1107-07	TCGA-50-5933-01A-11R-1755-07	TCGA-55-6984-01A-11R-1949-07	TCGA-91-6829-01A-21R-1858-07	TCGA-44-2668-01A-01R-A278-07	TCGA-44-2668-01B-02R-A277-07	TCGA-44-2668-01A-01R-0946-07	TCGA-44-6777-01A-11R-1858-07	TCGA-91-6831-01A-11R-1858-07	TCGA-50-5932-01A-11R-1755-07	TCGA-49-6744-01A-11R-1858-07	TCGA-50-5931-01A-11R-1755-07	TCGA-44-2662-01B-02R-A277-07	TCGA-44-2662-01A-01R-A278-07	TCGA-44-2662-01A-01R-0946-07	TCGA-44-6778-01A-11R-1858-07	TCGA-38-4632-01A-01R-1755-07	TCGA-44-6146-01A-11R-1755-07	TCGA-44-6146-01A-11R-A278-07	TCGA-44-6146-01B-04R-A277-07	TCGA-44-3396-01A-01R-1206-07	TCGA-50-6595-01A-12R-1858-07	TCGA-55-6979-01A-11R-1949-07	TCGA-55-6975-01A-11R-1949-07	TCGA-44-2661-01A-01R-1107-07	TCGA-50-5935-01A-11R-1755-07	TCGA-55-6986-01A-11R-1949-07	TCGA-38-4625-01A-01R-1206-07	TCGA-49-6742-01A-11R-1858-07	TCGA-44-5645-01B-04R-A277-07	TCGA-44-5645-01A-01R-A278-07	TCGA-44-5645-01A-01R-1628-07	TCGA-44-6148-01A-11R-1755-07	TCGA-91-6849-01A-11R-1949-07	TCGA-49-6743-01A-11R-1858-07	TCGA-44-2665-01A-01R-0946-07	TCGA-44-2665-01B-06R-A277-07	TCGA-44-2665-01A-01R-A278-07	TCGA-50-5939-01A-11R-1628-07	TCGA-55-6969-01A-11R-1949-07	TCGA-55-6980-01A-11R-1949-07	TCGA-49-6745-01A-11R-1858-07	TCGA-49-6761-01A-31R-1949-07	TCGA-55-6981-01A-11R-1949-07	TCGA-44-6145-01A-11R-1755-07	TCGA-55-6971-01A-11R-1949-07	TCGA-44-6776-01A-11R-1858-07	TCGA-50-5930-01A-11R-1755-07	TCGA-91-6847-01A-11R-1949-07	TCGA-49-4490-01A-21R-1858-07	TCGA-44-6147-01A-11R-1755-07	TCGA-44-6147-01B-06R-A277-07	TCGA-44-6147-01A-11R-A278-07	TCGA-55-6985-01A-11R-1949-07	TCGA-55-6982-01A-11R-1949-07	TCGA-55-6968-01A-11R-1949-07	TCGA-91-6835-01A-11R-1858-07	TCGA-55-6970-01A-11R-1949-07	TCGA-55-6972-01A-11R-1949-07	TCGA-50-5936-01A-11R-1628-07	TCGA-91-6836-01A-21R-1858-07	TCGA-38-4626-01A-01R-1206-07
NM_014294|TRAM1|chr8|-	chr8:71485651-71487240	71487012	0.78	1.00	0.93	0.83	0.89	0.74	0.81	0.85	0.83	0.87	0.77	0.70	0.78	0.75	0.72	0.76	0.79	0.82	0.82	0.94	0.77	0.56	0.73	0.82	0.76	0.76	0.91	0.75	0.78	0.91	0.90	0.87	0.94	0.89	0.81	0.92	0.92	0.76	0.81	0.85	0.87	0.73	0.67	0.83	0.88	0.85	0.93	0.89	0.81	0.95	0.82	0.84	0.75	0.86	0.83	0.93	0.95	0.77	0.83	0.74	0.83	0.87	0.84	0.69	0.77	0.94	0.81	0.70	0.79
NM_001204864|TCEB1|chr8|-	chr8:74857972-74859055	74858884	0.15	0.12	0.19	0.18	0.16	0.15	0.12	0.19	0.17	0.13	0.14	0.12	0.22	0.13	0.09	0.11	0.17	0.12	0.09	0.40	0.16	0.13	0.15	0.17	0.12	0.12	0.45	0.17	0.11	0.14	0.13	0.15	0.16	0.19	0.18	0.10	NA	0.15	0.14	0.20	0.15	0.11	0.17	NA	0.16	0.16	0.20	0.17	0.18	0.15	0.12	0.13	0.18	0.15	0.13	0.17	0.13	0.13	0.41	0.13	0.18	0.18	0.17	0.13	0.20	0.15	0.13	0.11	0.17
NM_001256313|STK3|chr8|-	chr8:99466811-99468228	99467447	0.53	0.98	0.81	0.73	0.70	0.54	0.61	0.61	0.51	0.90	0.50	NA	NA	0.45	0.54	0.48	0.58	0.72	0.63	NA	0.50	0.44	0.53	0.66	0.57	NA	NA	0.54	0.69	0.90	0.78	0.85	0.90	0.72	0.55	0.81	NA	0.66	0.69	0.62	0.95	0.46	0.39	NA	0.64	0.58	0.84	0.82	0.47	0.91	0.79	0.67	0.70	0.74	0.76	0.84	1.00	0.67	NA	0.57	0.90	0.85	0.80	0.57	0.62	1.00	0.52	0.55	0.58
NM_002164|IDO1|chr8|+	chr8:39785348-39786286	39785851	0.25	0.35	0.32	0.33	NA	0.27	NA	0.27	NA	NA	NA	0.15	NA	0.26	0.27	0.29	NA	0.25	0.30	NA	NA	0.20	0.27	NA	NA	NA	NA	0.22	0.24	0.32	NA	0.20	0.32	NA	0.25	NA	NA	0.16	0.27	NA	NA	0.19	0.19	NA	0.21	NA	0.30	0.28	0.34	0.29	0.32	0.33	0.21	0.39	0.22	NA	0.52	0.25	NA	0.24	0.29	0.33	0.40	0.20	0.24	NA	NA	NA	0.19
NM_006765|TUSC3|chr8|+	chr8:15621711-15623345	15621959	0.24	0.19	0.10	0.16	0.16	0.14	0.18	0.17	0.18	NA	0.20	NA	NA	0.12	0.20	0.16	NA	0.21	0.14	NA	0.19	0.24	0.12	0.19	0.12	NA	NA	0.16	0.15	0.14	0.12	0.18	0.14	0.16	0.20	0.12	NA	0.23	0.17	0.14	NA	0.16	0.29	NA	0.24	0.10	0.12	0.20	0.21	NA	0.13	0.13	0.14	0.21	0.06	0.10	0.18	0.16	NA	0.18	0.12	0.17	0.11	0.15	NA	0.13	0.22	0.13	0.17
NM_014781|RB1CC1|chr8|-	chr8:53534605-53536419	53535521	0.19	0.45	0.32	0.20	0.25	0.23	0.24	0.31	0.14	0.32	0.12	NA	NA	0.21	0.20	0.17	0.27	0.22	0.25	NA	0.12	0.13	0.22	0.30	0.19	NA	0.28	0.25	0.17	0.28	0.24	0.39	0.41	0.30	0.38	0.29	0.34	0.17	0.26	0.38	0.41	0.18	0.16	NA	0.18	0.19	0.33	0.31	0.17	0.37	0.18	0.23	0.30	0.28	0.21	0.30	0.29	0.28	0.27	0.14	0.26	0.32	0.38	0.24	0.23	0.57	0.28	0.17	0.26
NM_001042510|ZNF706|chr8|-	chr8:102208405-102211467	102211266	0.06	0.04	0.06	0.05	0.03	0.04	0.03	0.05	0.04	0.05	0.06	0.06	0.17	0.02	0.05	0.06	0.06	0.06	0.05	0.29	0.09	0.03	0.05	0.03	0.05	0.10	0.29	0.03	0.04	0.03	0.04	0.04	0.04	0.07	0.04	0.04	0.51	0.19	0.05	0.08	0.03	0.03	0.05	NA	0.25	0.05	0.05	0.06	0.07	0.05	0.04	0.04	0.04	0.08	0.03	0.04	0.05	0.05	0.25	0.17	0.05	0.08	0.06	0.03	0.06	0.05	0.05	0.03	0.04
NM_004225|MFHAS1|chr8|-	chr8:8640862-8643565	8643402	0.73	NA	0.78	0.76	0.72	0.70	0.73	0.72	0.72	0.76	0.72	NA	NA	0.71	0.72	0.69	0.72	0.70	0.72	NA	NA	0.73	0.73	0.74	0.65	NA	NA	0.72	0.66	0.74	0.76	0.69	0.72	NA	NA	0.75	NA	0.67	0.71	NA	0.77	0.64	0.75	NA	NA	0.74	NA	0.70	0.74	NA	0.68	0.76	0.75	0.72	0.72	NA	NA	NA	NA	NA	0.74	0.70	0.75	0.69	0.72	0.72	0.76	0.70	0.72
NM_015713|RRM2B|chr8|-	chr8:103216712-103220513	103218441	0.82	NA	NA	0.97	NA	0.88	0.91	0.93	0.92	NA	0.84	NA	NA	NA	0.92	NA	0.82	0.94	NA	NA	0.61	0.64	0.90	0.93	0.82	NA	NA	0.79	NA	NA	NA	0.96	NA	1.00	NA	NA	NA	0.54	0.97	0.88	1.00	NA	0.80	NA	0.85	0.95	0.99	NA	0.87	NA	1.00	0.93	0.92	0.96	NA	NA	NA	0.92	NA	0.53	0.98	0.98	1.00	0.75	0.80	NA	0.77	0.82	0.90
NM_025151|RAB11FIP1|chr8|-	chr8:37716434-37720631	37720260	0.91	0.98	0.96	0.93	0.92	0.85	0.92	0.92	0.85	0.91	0.83	NA	NA	0.75	0.82	0.87	0.86	0.92	0.92	NA	0.58	0.78	0.84	0.91	0.83	0.57	0.72	0.90	0.85	0.95	0.91	0.92	0.93	0.96	0.88	0.96	0.72	0.57	0.89	0.86	0.94	0.82	0.83	NA	0.52	0.87	0.95	0.95	0.88	0.96	0.88	0.93	0.83	0.93	0.92	0.97	0.99	0.90	0.72	0.56	0.94	0.92	0.93	0.82	0.86	0.93	0.81	0.83	0.88
NM_014629|ARHGEF10|chr8|+	chr8:1904914-1906807	1905159	0.74	NA	0.92	0.88	0.84	NA	0.82	NA	NA	0.83	0.66	NA	NA	NA	0.78	0.85	0.78	0.87	NA	NA	NA	0.59	0.77	NA	0.67	NA	NA	0.75	0.85	NA	NA	NA	0.66	NA	NA	NA	NA	NA	0.73	0.72	NA	0.69	0.78	NA	NA	0.72	NA	0.84	0.78	NA	NA	0.77	0.79	0.86	0.80	NA	NA	NA	NA	NA	0.79	NA	0.86	0.68	0.75	0.87	NA	0.81	0.75
NM_014066|COMMD5|chr8|-	chr8:146074264-146076780	146075919	0.07	0.13	0.08	0.08	0.08	0.05	0.09	0.08	0.08	0.12	0.10	0.08	NA	0.07	0.07	0.10	0.06	0.09	0.09	NA	0.09	0.09	0.11	0.08	0.08	NA	NA	0.10	0.11	0.10	0.09	0.09	0.10	0.12	0.07	0.09	NA	0.12	0.09	0.07	0.08	0.08	0.09	NA	0.17	0.07	0.06	0.10	0.09	0.09	0.07	0.12	0.10	0.11	0.13	0.13	0.12	0.06	NA	0.13	0.10	0.09	0.15	0.08	0.09	0.09	0.12	0.08	0.08
NM_023080|C8orf33|chr8|+	chr8:146279403-146281418	146279720	0.81	0.68	0.75	0.75	0.88	0.83	0.88	0.75	0.71	0.72	0.85	0.56	NA	0.57	0.65	0.88	0.85	0.72	0.93	NA	0.64	0.77	0.89	0.81	0.79	NA	NA	0.74	0.83	0.81	0.86	0.83	0.83	0.83	0.75	0.89	NA	0.67	0.84	0.80	0.87	0.68	0.71	NA	0.68	0.84	0.91	0.89	0.83	0.80	0.92	0.85	0.87	0.85	0.79	0.76	0.97	0.87	NA	0.61	0.74	0.82	0.79	0.79	0.80	0.87	0.71	0.74	0.76
NM_198120|EBAG9|chr8|+	chr8:110576667-110577354	110577006	0.61	0.75	0.81	0.59	0.62	0.49	0.50	0.45	0.55	0.50	0.46	NA	NA	0.52	0.60	0.57	0.59	0.61	0.50	NA	0.57	0.39	0.53	0.58	0.41	NA	NA	0.60	0.66	0.72	0.54	0.65	0.64	0.55	0.51	0.65	NA	0.39	0.67	0.62	0.68	0.56	0.47	NA	0.64	0.55	0.63	0.76	0.53	0.71	0.68	0.52	0.60	0.59	0.64	0.68	0.72	0.61	NA	0.52	0.61	0.63	0.72	0.51	0.59	0.74	0.56	0.63	0.54
NM_017884|PINX1|chr8|-	chr8:10622628-10623426	10623276	0.90	NA	0.95	0.79	0.79	NA	0.80	0.90	NA	0.88	0.71	NA	NA	NA	NA	0.73	0.64	0.78	0.77	NA	NA	NA	0.72	0.76	NA	NA	NA	0.84	0.71	0.90	0.74	0.73	0.60	0.77	NA	0.86	NA	NA	0.83	NA	0.87	NA	0.74	NA	0.57	NA	NA	0.89	0.73	NA	NA	NA	0.71	0.88	NA	NA	NA	NA	NA	NA	NA	NA	0.83	0.66	0.79	0.89	0.72	0.67	NA
NM_194291|TMEM65|chr8|-	chr8:125321081-125326302	125323712	0.05	NA	0.09	0.08	0.05	0.09	NA	NA	0.05	0.11	0.10	NA	NA	0.05	0.09	0.22	0.07	0.11	0.11	NA	0.13	0.11	0.15	NA	NA	NA	NA	0.09	0.05	0.06	0.07	NA	0.13	NA	0.08	0.07	NA	NA	0.19	NA	NA	NA	0.08	NA	0.23	0.06	0.09	0.09	0.06	0.09	0.08	0.14	0.12	NA	NA	0.09	0.10	0.10	0.30	0.20	0.06	0.12	0.06	0.14	0.06	NA	NA	0.05	NA
NM_003821|RIPK2|chr8|+	chr8:90802306-90803653	90802609	0.13	0.23	0.22	0.20	0.18	0.19	0.13	0.22	0.18	0.15	0.18	0.08	0.15	0.10	0.13	0.17	0.20	0.13	0.19	NA	0.13	0.10	0.23	0.14	0.16	NA	NA	0.12	0.16	0.17	0.16	0.15	0.18	0.19	0.15	0.20	NA	NA	0.20	0.24	0.22	0.14	0.10	NA	NA	0.17	0.24	0.20	0.17	0.20	0.16	0.17	0.17	0.19	0.12	0.19	0.24	0.15	NA	0.10	0.19	0.19	0.20	0.19	0.22	0.20	0.15	0.14	0.15
NM_001134671|DERL1|chr8|-	chr8:124025527-124027825	124027539	0.76	0.62	0.78	0.78	0.74	0.85	0.90	0.66	0.71	0.75	0.86	0.66	0.98	0.71	0.68	0.87	0.81	0.68	0.93	NA	0.74	0.85	0.86	0.61	0.78	0.85	NA	0.65	0.78	0.59	0.63	0.93	0.86	0.81	0.81	0.57	NA	0.78	0.94	0.85	0.70	0.77	0.89	NA	0.94	0.69	0.71	0.77	0.78	0.74	0.68	0.83	0.73	0.89	0.73	0.88	0.69	0.75	NA	0.74	0.70	0.73	0.84	0.85	0.81	0.92	0.85	0.89	0.73
NM_022783|DEPTOR|chr8|+	chr8:121061814-121068908	121062722	0.14	0.14	0.17	0.27	0.11	0.26	0.16	0.21	0.21	NA	0.30	NA	NA	NA	0.22	NA	0.16	0.24	NA	NA	NA	0.25	NA	0.17	0.27	NA	NA	0.28	NA	0.12	NA	0.19	0.17	0.22	0.20	0.11	NA	0.29	0.26	0.26	0.18	NA	0.18	NA	0.22	NA	0.19	0.19	0.27	NA	0.18	0.26	NA	0.22	0.13	0.16	0.10	0.17	0.26	0.20	0.16	0.19	NA	0.19	0.17	0.20	0.21	0.12	0.25
NM_148174|AZIN1|chr8|-	chr8:103838282-103840906	103840378	0.64	0.78	0.67	0.70	0.62	0.58	0.56	0.67	0.53	0.73	0.62	0.58	0.61	0.62	0.58	0.74	0.56	0.61	0.79	0.56	0.47	0.54	0.60	0.48	0.53	0.57	0.66	0.58	0.60	0.62	0.71	0.61	0.75	0.68	0.73	0.76	0.71	0.66	0.73	0.75	0.68	0.56	0.67	NA	0.49	0.60	0.63	0.74	0.72	0.87	0.62	0.60	0.73	0.68	0.56	0.66	0.72	0.69	0.90	0.58	0.69	0.71	0.71	0.57	0.61	0.74	0.67	0.65	0.66
NM_001145838|MTFR1|chr8|+	chr8:66621210-66622958	66621977	0.77	1.00	0.97	0.88	0.85	0.80	0.89	NA	0.85	0.94	0.77	NA	NA	0.71	0.91	0.86	0.86	0.88	0.92	NA	0.79	0.71	0.91	0.93	0.66	NA	NA	0.74	0.80	0.96	0.94	0.83	0.95	0.95	0.79	0.97	NA	NA	0.84	NA	0.97	0.79	0.79	NA	1.00	0.84	0.99	1.00	0.75	0.98	0.87	0.91	0.79	0.99	1.00	0.99	NA	0.91	NA	0.73	0.94	0.92	0.91	0.81	0.87	1.00	0.77	0.89	0.79
NM_199003|THAP1|chr8|-	chr8:42691805-42693479	42693058	0.54	NA	0.70	0.49	0.64	0.36	0.49	0.42	0.51	0.54	0.43	NA	NA	0.38	0.44	0.48	0.42	0.61	0.48	NA	0.31	0.41	0.46	0.56	0.42	NA	NA	0.41	0.48	NA	0.64	0.60	0.55	NA	0.50	NA	NA	0.37	0.49	0.50	NA	0.37	0.40	NA	0.29	0.46	0.64	0.79	0.55	NA	0.47	0.64	0.55	0.65	NA	NA	NA	0.49	NA	0.34	0.66	0.69	0.56	0.40	0.54	NA	0.47	0.39	NA
NM_018482|ASAP1|chr8|-	chr8:131064327-131067051	131066850	0.84	NA	0.94	0.95	0.90	0.86	NA	0.89	0.92	NA	0.87	NA	NA	0.87	0.86	0.88	0.81	0.93	0.91	NA	NA	0.78	0.86	0.86	0.85	NA	NA	0.85	0.93	0.92	0.98	0.86	0.96	0.94	NA	NA	NA	NA	0.93	0.85	0.92	0.87	0.89	NA	NA	0.92	0.98	0.95	0.79	NA	0.88	0.89	0.83	NA	0.93	0.97	0.94	0.92	NA	NA	0.96	0.92	0.97	0.86	0.96	NA	0.85	0.86	0.87
NM_014265|ADAM28|chr8|+	chr8:24211896-24216026	24212253	0.11	NA	0.16	0.16	0.10	NA	0.12	0.17	NA	0.15	0.15	NA	NA	NA	0.13	NA	NA	0.11	NA	NA	0.14	0.14	0.16	NA	0.19	0.19	0.45	0.10	NA	0.12	0.08	0.14	0.17	0.15	NA	0.17	0.50	0.21	0.16	0.19	0.10	NA	0.16	NA	0.19	0.11	0.13	0.14	0.17	NA	0.10	0.16	0.15	NA	0.18	NA	0.12	0.18	NA	NA	0.15	0.17	0.15	0.20	NA	NA	0.21	NA	NA
NM_006749|SLC20A2|chr8|-	chr8:42273989-42275485	42275132	0.96	0.99	0.99	1.00	1.00	0.99	1.00	0.96	0.96	0.97	0.95	NA	NA	0.94	0.98	0.94	1.00	1.00	0.97	NA	0.90	0.96	0.98	NA	0.96	NA	NA	0.96	1.00	NA	1.00	0.99	1.00	1.00	0.91	0.95	NA	0.95	0.98	0.94	1.00	0.96	0.93	NA	NA	0.93	1.00	1.00	0.99	NA	1.00	0.98	0.93	1.00	0.95	1.00	0.96	0.97	NA	0.86	0.98	0.98	1.00	0.96	0.96	NA	0.95	0.95	0.92
NM_138496|CYHR1|chr8|-	chr8:145674955-145676153	145675584	0.43	0.68	0.71	0.47	0.37	0.50	0.39	0.40	0.26	0.63	0.41	NA	NA	0.35	0.38	0.55	0.53	0.48	0.54	NA	0.51	0.36	0.49	0.37	0.46	NA	NA	0.54	0.51	0.55	0.39	0.34	0.43	0.43	0.40	0.54	NA	0.33	0.50	0.46	0.48	0.43	0.33	NA	NA	0.53	0.55	0.59	0.30	0.59	0.50	0.48	0.59	0.51	0.58	0.45	0.70	0.56	NA	0.41	0.60	0.45	0.40	0.42	0.57	0.68	0.42	0.53	0.46
NM_001099412|KAT6A|chr8|-	chr8:41786973-41792385	41791666	0.86	NA	0.90	0.83	NA	0.68	NA	NA	0.77	0.80	0.70	NA	NA	0.66	0.73	0.77	0.79	0.78	0.83	NA	0.46	0.72	0.68	NA	0.68	NA	NA	0.84	0.85	NA	0.84	NA	0.90	0.84	0.76	NA	NA	0.47	0.78	0.79	NA	0.74	0.83	NA	NA	0.78	0.88	0.89	0.77	NA	0.84	0.74	0.76	0.86	0.83	0.83	NA	0.78	NA	0.44	0.87	0.80	0.74	0.66	0.69	NA	0.80	0.75	0.76
NM_017444|CHRAC1|chr8|+	chr8:141525224-141527244	141525605	0.68	0.88	0.86	0.77	0.80	0.62	0.69	0.72	0.78	0.84	0.76	0.52	NA	0.67	0.71	0.74	0.72	0.70	0.78	NA	0.50	0.57	0.67	0.69	0.66	0.53	NA	0.66	0.77	0.88	0.82	0.74	0.81	0.79	0.65	0.81	NA	NA	0.78	0.73	0.90	0.60	0.57	NA	NA	0.70	0.84	0.84	0.70	0.87	0.77	0.78	0.74	0.81	0.77	0.84	0.87	0.78	NA	0.42	0.83	0.77	0.83	0.69	0.68	0.82	0.72	0.77	0.72
NM_002717|PPP2R2A|chr8|+	chr8:26227649-26230273	26228530	0.14	0.25	0.21	0.19	0.15	0.17	0.15	0.15	0.11	0.20	0.13	0.10	NA	0.09	0.15	0.14	0.14	0.18	0.14	NA	0.14	0.12	0.15	0.13	0.18	0.17	0.38	0.14	0.14	0.15	0.13	0.20	0.21	0.21	0.17	0.18	0.40	0.19	0.20	0.22	0.19	0.12	0.17	NA	0.23	0.16	0.18	0.16	0.22	0.21	0.18	0.22	0.19	0.23	0.14	0.22	0.16	0.18	NA	0.21	0.16	0.19	0.24	0.14	0.18	0.18	0.23	0.08	0.19
NM_018246|CCDC25|chr8|-	chr8:27590839-27593762	27592650	0.62	NA	0.44	0.36	0.36	0.44	0.52	0.55	0.35	0.52	0.44	NA	NA	0.36	0.46	0.38	0.44	0.53	0.31	NA	NA	0.46	0.39	NA	0.62	NA	NA	0.61	0.33	0.38	0.31	0.55	0.41	0.46	NA	0.40	NA	0.47	0.52	0.71	0.34	0.40	0.47	NA	NA	0.49	0.50	0.42	0.45	NA	0.36	0.46	0.42	0.56	0.40	NA	0.40	0.54	NA	NA	0.52	0.41	0.43	0.46	0.37	NA	0.34	0.14	0.52
NM_006197|PCM1|chr8|+	chr8:17885145-17887449	17885295	0.27	0.24	0.16	0.16	0.10	0.21	0.14	0.31	0.21	0.18	0.22	NA	NA	0.12	0.22	0.19	0.28	0.19	0.16	NA	NA	0.13	0.33	NA	0.41	NA	0.43	0.23	0.16	0.10	0.16	0.30	0.26	0.26	0.34	0.12	0.52	0.26	0.32	0.37	0.12	0.12	0.27	NA	0.25	0.24	0.24	0.18	0.33	NA	0.13	0.26	0.15	0.25	0.15	0.22	0.20	0.28	NA	0.31	0.20	0.19	0.17	0.25	0.14	0.23	0.11	0.08	0.30
NM_007198|PROSC|chr8|+	chr8:37635490-37637274	37635640	0.98	0.97	0.97	0.97	0.97	0.95	0.95	0.95	0.89	0.98	0.95	NA	NA	0.92	0.92	0.92	0.83	0.96	0.96	NA	0.84	0.88	0.92	0.95	0.90	0.77	NA	0.92	0.98	0.95	0.94	0.89	0.98	0.96	0.93	0.98	NA	0.81	0.93	0.87	0.96	0.87	0.94	NA	0.93	0.94	0.98	0.93	0.93	NA	0.93	0.97	0.88	0.95	0.94	NA	0.98	0.90	NA	0.90	0.96	0.96	0.96	0.84	0.96	0.97	0.93	0.93	0.94
NM_018024|WDYHV1|chr8|+	chr8:124453545-124454542	124454121	0.16	0.37	0.28	0.30	0.17	0.30	0.31	0.19	0.13	0.26	0.24	NA	NA	0.17	0.17	0.25	0.22	0.29	0.24	NA	0.10	0.22	0.24	0.16	NA	NA	NA	0.29	0.18	0.33	0.17	0.18	0.20	0.26	0.20	NA	NA	NA	NA	NA	NA	0.28	0.16	NA	0.10	0.27	0.26	0.26	0.16	0.27	0.31	0.37	0.24	0.29	0.11	0.30	NA	0.17	NA	NA	0.21	0.25	0.19	0.27	0.23	0.30	0.22	0.24	NA
NM_178812|MTDH|chr8|+	chr8:98736827-98742497	98738494	0.19	0.36	0.30	0.18	0.15	0.21	0.28	0.20	0.13	0.33	0.34	0.16	0.16	0.14	0.25	0.29	0.20	0.26	0.34	0.15	0.20	0.22	0.26	0.12	0.29	0.29	0.19	0.20	0.20	0.20	0.17	0.17	0.35	0.30	0.17	0.35	0.19	0.29	0.25	0.29	0.22	0.21	0.20	NA	0.17	0.21	0.22	0.24	0.27	0.27	0.21	0.24	0.27	0.34	0.23	0.30	0.37	0.20	0.15	0.23	0.21	0.21	0.21	0.25	0.19	0.15	0.23	0.11	0.31
NM_015024|XPO7|chr8|+	chr8:21862505-21864417	21862668	0.73	0.90	0.91	0.93	0.90	0.89	0.85	0.85	0.90	0.89	0.84	NA	NA	0.82	0.88	0.83	0.89	0.90	0.88	NA	0.74	0.80	0.85	0.88	0.79	NA	NA	0.81	0.85	0.93	0.87	0.84	0.89	0.95	0.84	0.89	NA	0.72	0.86	0.87	0.92	0.80	0.84	NA	0.81	0.87	0.91	0.92	0.88	0.92	0.89	0.89	0.83	0.91	0.82	0.95	0.90	0.86	NA	NA	0.94	0.86	0.90	0.78	0.91	0.95	0.75	0.78	0.82
NM_003350|UBE2V2|chr8|+	chr8:48973241-48977267	48974057	0.15	0.24	0.19	0.12	0.09	0.16	0.12	0.20	0.07	0.15	0.14	0.08	0.16	0.08	0.16	0.25	0.19	0.16	0.16	0.22	0.12	0.11	0.14	0.09	0.18	NA	0.29	0.08	0.09	0.12	0.08	0.16	0.24	0.16	0.13	0.15	NA	0.22	0.20	0.25	0.15	0.09	0.16	NA	0.21	0.10	0.10	0.16	0.16	0.20	0.11	0.14	0.19	0.21	0.09	0.12	0.14	0.16	0.26	0.19	0.12	0.21	0.11	0.15	0.16	0.15	0.15	0.07	0.15
NM_183419|RNF19A|chr8|-	chr8:101268981-101271474	101270594	0.96	1.00	1.00	0.94	0.97	0.82	1.00	0.96	0.94	0.91	0.82	0.69	1.00	0.86	0.85	0.89	0.78	0.95	0.93	NA	0.85	0.80	0.83	0.98	0.78	0.68	1.00	0.96	0.93	1.00	0.99	0.97	1.00	1.00	0.93	1.00	1.00	0.71	0.94	0.89	0.98	0.77	0.90	NA	0.86	0.90	0.98	0.98	0.90	1.00	0.96	0.89	0.88	0.98	0.94	0.98	1.00	0.94	NA	0.72	0.96	0.97	0.99	0.80	0.94	1.00	0.88	0.90	0.84
NM_005079|TPD52|chr8|-	chr8:80947103-80950470	80948889	0.06	0.20	0.09	0.08	0.04	0.08	0.10	0.09	0.05	0.12	0.07	0.04	0.10	0.03	0.07	0.15	0.08	0.10	0.14	NA	0.07	0.05	0.09	0.04	0.13	0.11	0.27	0.05	0.07	0.08	0.07	0.07	0.10	0.10	0.06	0.12	NA	0.11	0.10	0.12	0.10	0.05	0.06	NA	0.05	0.09	0.15	0.10	0.09	0.11	0.07	0.12	0.07	0.11	0.07	0.13	0.21	0.06	0.18	0.07	0.09	0.11	0.09	0.05	0.07	0.12	0.06	0.04	0.09
NM_007013|WWP1|chr8|+	chr8:87479022-87481053	87479899	0.20	0.40	0.33	0.26	0.29	0.24	0.21	0.20	0.21	0.31	0.19	NA	0.42	0.22	0.23	0.21	0.23	0.22	0.23	NA	0.24	0.12	0.24	0.33	0.29	NA	0.55	0.23	0.23	0.29	0.33	0.35	0.27	0.29	0.29	0.25	NA	0.33	0.28	0.29	0.35	0.21	0.14	NA	NA	0.24	0.31	0.27	0.22	0.33	0.28	0.20	0.23	0.27	0.25	0.22	0.30	0.26	NA	0.30	0.28	0.27	0.24	0.20	0.30	0.34	0.20	0.22	0.25
NM_172037|RDH10|chr8|+	chr8:74235147-74237542	74236757	0.62	NA	0.80	NA	0.46	0.49	0.75	0.59	NA	0.65	0.44	NA	NA	NA	0.44	0.60	0.51	0.69	0.75	0.71	0.45	0.60	0.40	0.60	0.48	0.34	0.89	0.43	0.61	0.82	0.63	0.80	0.79	0.78	0.40	0.95	0.90	0.41	0.74	0.53	0.54	0.47	0.53	NA	0.35	0.60	0.65	0.78	0.57	0.79	0.54	0.75	0.43	0.82	0.47	0.89	0.94	0.57	NA	0.40	0.66	0.62	0.46	0.63	0.50	NA	0.58	NA	0.61
NM_001126111|OSGIN2|chr8|+	chr8:90936730-90940129	90938832	0.46	NA	0.90	0.61	0.50	0.52	0.39	NA	0.42	0.62	0.52	0.35	NA	0.36	0.54	0.44	0.46	0.46	0.67	NA	0.44	0.25	0.41	0.58	0.39	NA	NA	0.36	0.61	0.77	0.69	NA	0.90	0.59	0.46	0.85	NA	0.41	0.59	0.52	0.76	0.40	NA	NA	NA	0.55	0.81	0.77	0.38	0.88	0.61	0.70	0.61	0.47	0.63	0.68	NA	0.57	NA	NA	0.66	0.73	0.59	0.33	0.47	NA	0.43	0.49	0.50
NM_018091|ELP3|chr8|+	chr8:28047165-28048664	28047570	0.56	0.37	0.48	0.49	0.38	0.53	0.58	0.60	0.46	0.50	0.65	NA	NA	0.31	0.48	0.47	0.52	0.55	0.57	NA	NA	0.50	0.53	0.37	0.58	NA	NA	0.48	0.53	0.46	0.40	0.48	0.58	0.67	0.50	0.44	NA	0.47	0.57	0.64	0.46	0.31	0.54	NA	0.35	0.53	0.62	0.56	0.52	0.63	0.37	0.57	0.48	0.63	0.54	NA	0.46	0.43	NA	NA	0.33	0.52	0.50	0.42	0.56	0.53	0.49	0.32	0.58
