event_id	loci	Proximal_Site	TCGA-E9-A1RC-01A-11R-A157-07	TCGA-BH-A18N-01A-11R-A12D-07	TCGA-E9-A1R7-01A-11R-A14M-07	TCGA-GI-A2C9-01A-11R-A21T-07	TCGA-BH-A0AZ-01A-21R-A12P-07	TCGA-BH-A0DH-01A-11R-A084-07	TCGA-BH-A0B8-01A-21R-A056-07	TCGA-BH-A1EV-01A-11R-A137-07	TCGA-E9-A1RH-01A-21R-A169-07	TCGA-E9-A1NA-01A-11R-A144-07	TCGA-BH-A0BM-01A-11R-A056-07	TCGA-E2-A1L7-01A-11R-A144-07	TCGA-BH-A0BV-01A-11R-A00Z-07	TCGA-BH-A18S-01A-11R-A12D-07	TCGA-BH-A0DP-01A-21R-A056-07	TCGA-BH-A0BZ-01A-31R-A12P-07	TCGA-BH-A0H9-01A-11R-A056-07	TCGA-BH-A18P-01A-11R-A12D-07	TCGA-BH-A18U-01A-21R-A12D-07	TCGA-BH-A0BT-01A-11R-A12P-07	TCGA-BH-A0E1-01A-11R-A056-07	TCGA-AC-A23H-01A-11R-A157-07	TCGA-BH-A209-01A-11R-A157-07	TCGA-BH-A0DK-01A-21R-A056-07	TCGA-E9-A1RF-01A-11R-A157-07	TCGA-BH-A203-01A-12R-A169-07	TCGA-BH-A18L-01A-32R-A12D-07	TCGA-A7-A0DC-01A-11R-A00Z-07	TCGA-A7-A0DC-01B-04R-A22O-07	TCGA-AC-A2FF-01A-11R-A17B-07	TCGA-BH-A0AY-01A-21R-A00Z-07	TCGA-BH-A1FC-01A-11R-A13Q-07	TCGA-E2-A153-01A-12R-A12D-07	TCGA-BH-A0BA-01A-11R-A056-07	TCGA-BH-A0E0-01A-11R-A056-07	TCGA-BH-A0DT-01A-21R-A12D-07	TCGA-BH-A18R-01A-11R-A12D-07	TCGA-E9-A1N9-01A-11R-A14D-07	TCGA-E2-A15I-01A-21R-A137-07	TCGA-AC-A2FB-01A-11R-A17B-07	TCGA-BH-A0BQ-01A-21R-A115-07	TCGA-BH-A0B7-01A-12R-A115-07	TCGA-BH-A0C3-01A-21R-A12P-07	TCGA-BH-A18Q-01A-12R-A12D-07	TCGA-E9-A1N6-01A-11R-A144-07	TCGA-BH-A18J-01A-11R-A12D-07	TCGA-E2-A1LB-01A-11R-A144-07	TCGA-A7-A0DB-01A-11R-A277-07	TCGA-A7-A0DB-01A-11R-A00Z-07	TCGA-A7-A0DB-01C-02R-A277-07	TCGA-BH-A1F2-01A-31R-A13Q-07	TCGA-A7-A13G-01B-04R-A22O-07	TCGA-A7-A13G-01A-11R-A13Q-07	TCGA-BH-A0B5-01A-11R-A12P-07	TCGA-BH-A18V-01A-11R-A12D-07	TCGA-BH-A1EN-01A-11R-A13Q-07	TCGA-BH-A18M-01A-11R-A12D-07	TCGA-BH-A0BS-01A-11R-A12P-07	TCGA-BH-A0HA-01A-11R-A12P-07	TCGA-BH-A0DL-01A-11R-A115-07	TCGA-BH-A204-01A-11R-A157-07	TCGA-BH-A1FU-01A-11R-A14D-07	TCGA-A7-A0CE-01A-11R-A00Z-07	TCGA-E2-A15M-01A-11R-A12D-07	TCGA-E9-A1RD-01A-11R-A157-07	TCGA-BH-A0BJ-01A-11R-A056-07	TCGA-BH-A0BW-01A-11R-A115-07	TCGA-BH-A0C0-01A-21R-A056-07	TCGA-BH-A18K-01A-11R-A12D-07	TCGA-E9-A1ND-01A-11R-A144-07	TCGA-BH-A0BC-01A-22R-A084-07	TCGA-BH-A1EU-01A-11R-A137-07	TCGA-A7-A0CH-01A-21R-A00Z-07	TCGA-E9-A1RB-01A-11R-A157-07	TCGA-BH-A208-01A-11R-A157-07	TCGA-BH-A0H5-01A-21R-A115-07	TCGA-BH-A0HK-01A-11R-A056-07	TCGA-E2-A1LS-01A-12R-A157-07	TCGA-E2-A1BC-01A-11R-A12P-07	TCGA-A7-A0D9-01A-31R-A056-07	TCGA-BH-A0DO-01B-11R-A12D-07	TCGA-BH-A0H7-01A-13R-A056-07	TCGA-A7-A13F-01A-11R-A12P-07	TCGA-A7-A13E-01A-11R-A277-07	TCGA-A7-A13E-01B-06R-A277-07	TCGA-A7-A13E-01A-11R-A12P-07	TCGA-BH-A0DZ-01A-11R-A00Z-07	TCGA-E9-A1RI-01A-11R-A169-07	TCGA-E2-A15K-01A-11R-A12P-07	TCGA-BH-A0DG-01A-21R-A12P-07	TCGA-E9-A1NF-01A-11R-A14D-07	TCGA-E2-A1IG-01A-11R-A144-07	TCGA-E2-A158-01A-11R-A12D-07	TCGA-BH-A0AU-01A-11R-A12P-07	TCGA-BH-A1FN-01A-11R-A13Q-07	TCGA-BH-A0DQ-01A-11R-A084-07	TCGA-BH-A0DV-01A-21R-A12P-07	TCGA-E9-A1N5-01A-11R-A14D-07	TCGA-BH-A0DD-01A-31R-A12P-07	TCGA-E2-A1LH-01A-11R-A14D-07	TCGA-E9-A1NG-01A-21R-A14M-07	TCGA-BH-A1EO-01A-11R-A137-07	TCGA-E9-A1N4-01A-11R-A14M-07	TCGA-BH-A1FB-01A-11R-A13Q-07	TCGA-GI-A2C8-01A-11R-A16F-07
NM_015132|SNX13|chr7|-	chr7:17830391-17833916	17833117	0.23	0.56	0.35	0.50	0.50	0.26	0.26	0.31	0.20	0.17	0.80	0.45	0.28	0.38	0.47	0.45	0.57	0.34	0.39	0.40	0.31	0.31	0.13	0.30	0.37	0.38	0.36	0.44	NA	0.44	0.16	0.29	0.38	0.49	0.22	0.44	0.29	0.46	0.55	0.37	0.24	0.30	0.28	0.45	0.33	0.22	0.32	0.33	0.34	NA	0.44	0.31	0.39	0.29	0.24	0.37	0.35	0.39	0.53	0.25	0.40	0.23	0.21	0.28	0.31	0.31	0.37	0.32	0.38	0.33	0.44	0.51	0.46	0.19	0.35	0.37	0.42	0.51	0.41	0.17	0.41	0.29	0.53	0.20	NA	0.18	NA	0.62	0.47	0.20	0.38	0.52	0.44	0.50	0.39	0.50	0.30	0.37	0.38	0.60	0.36	0.42	0.46	0.48	0.46
NM_001122956|DBNL|chr7|+	chr7:44100375-44110315	44101178	0.07	0.05	0.07	0.03	0.03	0.03	0.03	0.05	0.01	0.02	0.02	0.05	0.03	0.02	0.06	0.01	0.02	0.08	0.03	0.04	0.02	0.02	0.05	0.02	0.05	0.04	0.02	0.05	0.32	0.03	0.02	0.03	0.03	0.07	0.02	0.03	0.05	0.02	0.06	0.05	0.02	0.05	0.08	0.05	0.02	0.03	0.01	0.09	0.04	NA	0.05	0.35	0.10	0.06	0.02	0.02	0.02	0.01	0.02	0.02	0.02	0.02	0.06	0.04	0.05	0.02	0.03	0.05	0.02	0.02	0.01	0.10	0.03	0.07	0.02	0.04	0.03	0.04	0.03	0.03	0.06	0.04	0.03	0.25	NA	0.17	0.01	0.03	0.06	0.03	0.03	0.05	0.05	0.07	0.06	0.02	0.02	0.09	0.08	0.04	0.01	0.02	0.02	0.04	0.04
NM_000786|CYP51A1|chr7|-	chr7:91741380-91743157	91742851	0.88	0.84	0.83	0.94	0.89	0.93	0.79	0.88	0.85	0.85	0.92	NA	0.87	0.90	0.88	0.91	0.89	0.81	0.88	0.98	0.85	0.83	0.92	0.90	0.93	0.96	0.86	0.79	NA	0.79	0.88	0.89	0.93	0.83	0.92	0.90	0.79	0.84	0.86	0.88	0.87	0.86	0.81	0.84	0.90	0.92	0.94	0.65	0.87	0.70	0.86	NA	0.85	0.87	0.81	0.83	0.78	0.79	0.96	0.87	0.78	0.78	0.85	0.80	0.91	0.80	0.77	0.80	0.91	0.91	0.88	0.79	0.90	0.92	0.85	0.88	0.83	0.92	0.86	0.84	0.88	0.90	0.87	0.65	0.75	0.88	0.85	0.89	0.93	0.87	0.93	0.90	0.84	0.85	0.88	0.92	0.87	0.79	0.82	0.93	0.92	0.87	0.78	0.80	0.90
NM_001145354|MKLN1|chr7|+	chr7:131172365-131181532	131172665	0.38	0.44	0.38	0.32	0.28	0.26	0.28	0.40	0.32	0.22	0.20	0.31	0.37	0.30	0.41	0.18	0.45	0.29	0.47	0.08	0.24	0.27	0.30	0.20	0.19	0.20	0.40	0.39	0.27	0.48	0.15	0.18	0.28	0.45	0.15	0.36	0.44	0.56	0.52	0.42	0.19	0.33	0.40	0.46	0.29	0.23	0.10	0.58	0.24	1.00	0.30	0.25	0.33	0.37	0.26	0.24	0.40	0.33	0.09	0.15	0.51	0.35	0.32	0.36	0.25	0.35	0.37	0.24	0.15	0.18	0.20	0.52	0.30	0.30	0.32	0.31	0.33	0.18	0.37	0.40	0.44	0.26	0.33	0.49	1.00	0.24	0.31	0.45	0.19	0.27	0.18	0.38	0.31	0.56	0.36	0.28	0.25	0.45	0.56	0.10	0.35	0.53	0.51	0.44	0.53
NM_001166355|LFNG|chr7|+	chr7:2566779-2569131	2568037	0.02	0.02	0.02	NA	0.02	0.02	0.02	0.01	NA	0.03	0.05	0.04	0.02	0.02	0.03	0.03	0.02	0.03	NA	0.02	0.02	0.03	NA	0.02	0.04	0.06	0.02	0.02	0.53	0.03	0.00	NA	0.02	0.02	NA	0.02	0.04	0.02	0.03	0.02	0.02	0.03	0.03	0.03	0.02	0.03	0.02	0.06	0.02	NA	0.03	NA	0.02	0.03	NA	0.04	0.03	0.02	0.06	NA	0.03	0.04	NA	0.05	0.03	0.02	NA	0.03	0.04	0.02	0.03	0.04	0.04	NA	0.03	0.02	0.02	NA	0.01	0.02	0.03	0.02	0.01	NA	NA	NA	0.02	0.03	0.03	0.02	0.03	0.02	NA	0.02	0.01	0.02	0.02	0.02	0.02	0.08	0.02	0.03	0.03	0.05	0.04
NM_006854|KDELR2|chr7|-	chr7:6500714-6502806	6502595	0.29	0.53	0.58	0.42	0.41	0.45	0.29	0.37	0.36	0.30	0.44	0.63	0.38	0.50	0.49	0.58	0.63	0.46	0.43	0.63	0.33	0.33	0.38	0.29	0.49	0.44	0.50	0.47	0.31	0.54	0.31	0.47	0.45	0.46	0.32	0.53	0.54	0.55	0.72	0.60	0.33	0.50	0.31	0.48	0.54	0.46	0.54	0.57	0.62	0.88	0.46	0.33	0.46	0.37	0.58	0.74	0.54	0.52	0.60	0.26	0.58	0.33	0.35	0.42	0.67	0.39	0.42	0.38	0.35	0.33	0.39	0.59	0.66	0.42	0.48	0.48	0.62	0.65	0.48	0.59	0.55	0.43	0.43	0.38	0.89	0.27	0.64	0.69	0.65	0.33	0.59	0.53	0.48	0.50	0.39	0.48	0.46	0.52	0.43	0.50	0.47	0.59	0.51	0.63	0.62
NM_153236|GIMAP7|chr7|+	chr7:150217021-150218136	150217713	NA	0.85	0.87	NA	0.74	0.78	0.76	NA	NA	NA	1.00	0.88	0.75	NA	0.85	0.89	NA	NA	NA	0.96	0.66	NA	0.76	0.77	0.80	0.99	0.79	NA	NA	0.83	0.82	0.80	NA	0.88	NA	0.93	0.76	0.76	0.98	0.78	0.67	0.83	0.88	0.87	NA	NA	0.36	NA	0.77	NA	1.00	NA	NA	0.83	0.86	NA	0.87	0.89	0.91	0.94	NA	0.69	0.60	0.93	0.86	0.50	0.95	0.84	NA	0.94	0.88	0.90	NA	NA	0.78	0.83	0.88	NA	0.80	NA	0.92	NA	0.92	NA	NA	NA	NA	0.86	0.93	0.73	0.54	0.83	NA	0.82	NA	0.72	0.63	0.54	NA	0.81	0.70	0.98	0.85	0.85	0.72
NM_001102595|DTX2|chr7|+	chr7:76134690-76135582	76135204	NA	0.21	NA	0.20	NA	0.18	0.21	0.28	0.16	0.21	0.33	0.27	0.26	0.23	0.21	0.21	0.20	0.16	NA	0.20	0.21	0.15	0.22	0.24	0.21	0.15	NA	0.20	NA	NA	0.21	0.18	0.20	0.18	0.24	0.18	0.15	0.15	0.20	0.14	0.23	0.22	0.25	0.31	0.20	0.20	0.26	NA	0.23	NA	NA	NA	0.23	0.25	0.18	0.21	0.25	0.25	0.21	0.26	NA	0.19	0.19	0.21	0.17	0.17	0.26	0.18	0.22	0.25	0.22	NA	0.20	0.19	0.21	0.20	0.28	NA	0.22	0.22	0.25	0.24	0.21	0.30	NA	0.25	0.19	0.18	0.28	0.16	0.24	0.27	0.30	0.32	NA	0.28	0.18	0.19	NA	0.32	0.20	NA	0.17	0.16	0.30
NM_001244606|IMMP2L|chr7|-	chr7:110302881-110303777	110303427	NA	0.24	0.30	0.32	NA	0.15	0.11	NA	0.22	0.25	0.41	NA	0.19	0.23	0.29	NA	0.34	NA	0.26	0.32	0.15	0.21	0.19	0.10	NA	0.39	0.30	0.27	NA	0.24	NA	0.32	0.27	0.28	0.26	0.25	0.29	0.31	0.33	0.20	0.22	0.24	0.22	0.35	0.24	0.26	NA	NA	0.31	NA	0.34	NA	NA	0.25	NA	0.23	0.25	0.22	0.41	NA	0.23	NA	0.21	0.33	0.24	0.28	0.25	0.14	0.28	0.21	0.28	0.27	0.29	0.27	NA	0.30	0.15	0.34	0.19	0.12	0.27	0.21	0.21	0.19	NA	0.23	NA	0.34	NA	0.14	0.24	0.36	0.27	0.30	0.28	0.30	0.17	NA	0.26	NA	0.24	0.37	0.29	0.27	NA
NM_152703|SAMD9L|chr7|-	chr7:92759344-92765304	92764945	NA	NA	NA	0.92	NA	NA	NA	NA	NA	0.91	NA	0.94	0.86	NA	0.98	NA	NA	0.99	0.99	0.91	NA	NA	0.95	0.75	NA	NA	0.97	NA	NA	0.90	NA	0.92	NA	0.97	NA	0.99	NA	NA	0.92	0.89	0.90	0.89	0.91	0.94	NA	NA	NA	0.85	0.97	0.83	NA	0.45	NA	0.91	0.91	NA	0.94	0.87	NA	0.96	NA	NA	0.95	1.00	0.99	0.93	0.92	0.92	NA	0.93	0.89	0.96	0.86	NA	NA	0.95	NA	NA	NA	NA	0.99	NA	NA	0.78	0.72	NA	NA	0.99	0.98	NA	NA	NA	NA	NA	NA	NA	0.94	0.92	0.90	NA	0.97	0.96	0.92	0.95	NA
NM_152740|HIBADH|chr7|-	chr7:27564997-27565991	27565771	0.86	0.84	0.99	0.97	0.81	0.90	0.76	0.96	0.97	0.78	1.00	0.87	0.80	0.92	0.86	0.91	0.96	0.96	0.98	1.00	0.79	0.92	0.94	0.84	0.95	1.00	0.91	0.88	NA	0.93	0.95	0.91	0.95	0.94	0.93	0.95	0.91	0.91	0.94	0.85	0.96	0.93	0.89	0.86	0.90	0.94	0.86	0.85	0.98	NA	0.96	0.86	0.85	0.85	0.95	0.84	0.91	0.89	1.00	0.95	0.92	0.90	0.85	0.99	0.92	0.85	0.89	0.91	1.00	0.95	0.86	0.92	0.98	0.95	0.92	0.94	0.87	0.98	0.98	0.81	0.97	0.89	0.94	0.81	NA	0.94	0.95	0.97	0.99	0.87	0.94	0.88	0.92	0.84	0.89	0.97	0.83	0.84	0.90	1.00	0.99	0.95	0.96	0.86	0.87
NM_000466|PEX1|chr7|-	chr7:92116282-92116855	92116698	0.12	0.19	0.15	0.39	NA	0.25	NA	0.21	0.42	0.09	0.24	0.43	0.16	0.17	0.48	0.21	0.49	0.18	0.24	0.20	0.20	0.10	0.21	0.23	0.16	0.27	0.17	0.09	NA	0.36	0.39	0.31	0.20	0.38	0.21	0.26	0.22	0.10	0.50	0.32	0.24	0.16	0.21	0.20	0.23	0.20	0.10	0.54	0.75	NA	0.34	NA	0.18	0.15	0.15	0.31	0.27	0.24	0.18	0.26	0.14	NA	0.08	0.14	0.08	0.13	0.28	0.59	0.21	0.38	0.54	0.46	0.62	0.13	NA	0.23	0.58	0.24	0.15	0.24	0.19	0.19	0.22	0.22	0.82	0.18	0.77	0.39	0.22	0.26	0.25	0.18	0.20	0.19	0.53	0.22	0.15	0.16	0.19	0.30	0.09	0.49	0.31	0.36	0.34
NM_030796|VOPP1|chr7|-	chr7:55535696-55540738	55538312	0.02	0.01	0.09	0.02	0.01	0.00	0.02	0.05	0.01	0.01	0.02	0.01	0.02	0.01	0.01	0.00	0.02	0.04	0.02	0.01	0.01	0.02	0.01	0.01	0.01	0.02	0.01	0.03	NA	0.02	0.01	0.01	0.01	0.02	0.02	0.02	0.03	0.02	0.04	0.02	0.01	0.02	0.01	0.04	0.01	0.01	0.01	0.11	0.02	NA	0.02	0.64	0.03	0.02	0.02	0.01	0.03	0.02	0.01	0.01	0.03	0.02	0.02	0.03	0.02	0.02	0.01	0.01	0.01	0.01	0.01	0.05	0.05	0.02	0.01	0.01	0.02	NA	0.02	0.03	0.03	0.01	0.01	0.13	NA	0.03	0.00	0.03	0.02	0.02	0.01	0.01	NA	0.01	0.04	0.02	0.01	0.02	0.04	0.01	0.02	0.04	0.04	0.04	0.02
NM_005000|NDUFA5|chr7|-	chr7:123181060-123182274	123182048	0.40	0.60	0.57	0.73	0.55	0.71	0.21	0.63	0.64	0.56	0.75	0.80	0.34	0.63	0.72	0.69	0.85	0.56	0.67	0.75	0.32	0.54	0.58	0.26	0.58	0.74	0.68	0.49	0.13	0.65	0.30	0.66	0.69	0.76	0.49	0.73	0.61	0.57	0.75	0.66	0.51	0.62	0.59	0.60	0.62	0.65	0.61	0.70	0.89	0.90	0.88	0.18	0.63	0.52	0.57	0.67	0.64	0.65	0.74	0.61	0.56	0.54	0.49	0.63	0.58	0.57	0.68	0.89	0.72	0.67	0.81	0.75	0.82	0.59	0.54	0.61	0.47	0.73	0.71	0.28	0.68	0.52	0.66	0.52	0.98	0.58	0.63	0.80	0.68	0.50	0.73	0.62	0.65	0.65	0.72	0.76	0.51	0.53	0.64	0.74	0.53	0.81	0.68	0.71	0.67
NM_018264|TYW1|chr7|+	chr7:66703294-66704749	66704258	0.68	0.87	0.66	0.81	0.83	0.71	0.67	0.66	0.67	0.69	0.99	0.81	0.63	0.83	0.94	0.89	0.86	0.55	0.71	0.96	0.82	0.72	0.77	0.78	0.84	0.86	0.61	0.81	NA	0.82	0.85	0.80	0.78	0.72	0.94	0.81	0.66	0.74	0.71	0.77	0.89	0.76	0.72	0.69	0.82	0.84	0.96	0.84	0.94	NA	0.95	0.67	0.71	0.74	0.66	0.88	0.84	0.62	0.96	0.88	0.72	0.76	0.87	0.58	0.80	0.74	0.69	0.75	0.93	0.90	0.89	0.74	0.82	0.91	NA	0.80	0.72	0.98	0.79	0.61	0.83	0.74	0.68	0.74	NA	0.68	NA	0.84	0.69	0.88	0.87	0.87	0.77	0.68	0.90	0.90	0.83	0.77	0.64	0.96	0.69	0.83	0.80	0.80	0.71
NM_170606|MLL3|chr7|-	chr7:151831898-151834009	151833859	0.66	0.74	0.82	0.91	0.73	0.86	0.55	0.73	0.78	0.67	0.94	0.81	0.63	0.84	0.84	0.87	0.92	0.75	0.82	0.88	0.68	0.77	0.76	0.69	0.79	0.84	0.78	0.61	0.44	0.75	0.69	0.78	0.90	0.85	0.83	0.83	0.65	0.80	0.91	0.71	0.70	0.86	0.73	0.79	0.83	0.84	0.84	0.55	0.81	NA	0.98	0.52	0.65	0.62	0.71	0.68	0.70	0.75	0.88	0.86	0.76	0.76	0.62	0.80	0.75	0.64	0.79	0.81	0.88	0.86	0.82	0.79	0.79	0.83	0.83	0.83	0.76	0.92	0.89	0.68	0.77	0.66	0.86	0.56	NA	0.76	0.89	0.89	0.83	0.56	0.89	0.80	0.76	0.85	0.88	0.81	0.63	0.64	0.73	0.94	0.86	0.86	0.86	0.77	0.74
NM_172020|POM121|chr7|+	chr7:72416675-72425246	72418721	0.41	0.53	0.10	0.42	0.13	0.11	0.15	0.21	0.08	0.22	0.40	0.23	0.10	0.10	0.19	0.17	0.14	0.14	0.32	0.42	0.11	0.14	0.48	0.08	0.43	0.39	0.12	0.46	NA	0.23	0.23	0.41	0.23	0.29	0.20	0.25	0.17	0.12	0.51	0.16	0.15	0.21	0.21	0.48	0.27	0.15	0.36	NA	0.22	NA	0.21	0.69	0.26	0.36	0.29	0.11	0.20	0.10	0.23	0.36	0.28	0.12	0.25	0.32	0.42	0.13	0.29	0.20	0.50	0.22	0.11	0.39	0.26	0.35	0.15	0.19	0.18	0.48	0.33	0.47	0.27	0.15	0.11	0.62	NA	0.40	0.09	0.57	0.37	0.18	0.36	0.35	0.38	0.18	0.29	0.21	0.11	0.45	0.21	0.74	0.12	0.12	0.34	0.24	0.36
NM_001244585|LUC7L2|chr7|+	chr7:139106908-139108358	139107685	0.31	0.34	0.33	0.39	0.33	0.43	0.48	0.35	0.34	0.34	0.69	0.38	0.31	0.39	0.50	0.49	0.52	0.34	0.39	0.63	0.43	0.30	0.32	0.54	0.44	0.41	0.36	0.41	1.00	0.33	0.48	0.39	0.51	0.51	0.62	0.40	0.38	0.40	0.46	0.35	0.51	0.37	0.29	0.39	0.34	0.44	0.48	0.34	0.47	0.88	0.86	0.81	0.32	0.33	0.35	0.41	0.38	0.35	0.75	0.44	0.33	0.32	0.39	0.36	0.40	0.41	0.33	0.47	0.69	0.41	0.40	0.37	0.58	0.41	0.48	0.44	0.62	0.89	0.36	0.51	0.39	0.34	0.39	0.32	0.92	0.34	0.39	0.44	0.46	0.37	0.54	0.38	0.46	0.32	0.35	0.43	0.35	0.39	0.33	1.00	0.37	0.44	0.32	0.34	0.38
NM_018844|BCAP29|chr7|+	chr7:107258772-107263739	107260870	0.27	0.26	0.28	0.15	0.47	0.22	0.39	0.20	0.13	0.24	0.29	0.24	0.47	0.21	0.23	0.30	0.19	0.30	0.17	0.32	0.47	0.21	0.46	NA	0.38	0.26	0.25	0.47	NA	0.31	NA	0.16	0.34	0.17	0.32	0.28	0.23	0.30	0.17	0.34	0.31	0.33	0.27	0.36	0.27	0.28	0.24	0.14	0.26	NA	0.26	NA	0.28	0.32	0.19	0.29	0.26	0.22	0.28	0.27	0.20	0.28	0.76	0.21	0.25	0.19	0.15	0.27	0.29	0.23	0.19	0.18	0.17	0.41	0.38	0.24	0.35	0.68	0.15	0.51	0.23	0.37	0.29	0.16	0.19	0.29	0.19	0.21	0.39	0.37	0.30	0.43	0.32	0.30	0.28	0.31	0.33	0.36	0.23	0.52	0.28	0.16	0.19	0.24	0.26
NM_181349|SMURF1|chr7|-	chr7:98624122-98628306	98625350	0.38	0.46	0.46	0.48	0.50	0.42	0.34	0.55	0.47	0.34	0.77	NA	0.34	0.44	0.54	0.60	0.57	0.49	0.45	NA	0.39	0.40	0.49	0.39	0.58	0.64	0.36	0.42	NA	0.41	NA	0.43	0.42	0.59	0.62	0.50	0.37	0.46	0.56	0.43	0.47	0.41	0.30	0.46	0.50	0.52	NA	NA	0.64	NA	NA	NA	0.41	0.28	0.36	0.34	0.38	0.37	NA	0.45	0.49	0.48	0.36	0.46	0.54	0.35	0.37	0.67	0.70	0.53	0.62	0.47	0.68	0.50	0.50	0.47	0.46	NA	0.54	0.40	0.52	0.45	0.49	0.34	NA	0.33	NA	0.67	0.55	0.34	NA	0.49	0.46	0.41	0.61	0.59	0.36	0.34	0.29	0.93	0.49	0.60	0.38	0.47	0.46
NM_001031710|KLHL7|chr7|+	chr7:23213633-23215028	23213946	0.60	0.79	0.92	0.83	0.90	NA	0.59	0.86	0.90	0.67	1.00	0.88	0.62	0.89	0.78	0.91	0.97	NA	0.81	1.00	0.68	0.63	0.76	0.71	0.80	0.96	0.64	0.74	NA	0.71	0.53	0.78	0.95	0.98	0.79	0.95	0.92	0.89	0.91	0.82	1.00	0.82	0.85	0.95	0.92	0.88	NA	0.69	0.94	NA	1.00	NA	0.72	0.72	0.72	0.75	0.81	0.82	NA	0.95	0.79	0.76	0.73	0.87	0.79	0.90	0.85	0.87	0.98	0.89	0.96	0.82	0.95	0.87	0.84	0.84	NA	0.99	0.91	0.69	0.81	0.79	NA	0.75	NA	0.94	0.51	0.96	1.00	0.79	1.00	0.91	0.84	0.79	0.90	0.90	0.56	0.58	0.74	0.99	0.94	0.93	0.90	0.79	0.79
NM_178562|TSPAN33|chr7|+	chr7:128807613-128808769	128807814	0.93	0.98	0.85	0.97	0.93	NA	0.93	NA	NA	0.95	NA	0.93	0.97	NA	0.91	0.97	0.90	0.94	NA	NA	0.94	0.92	0.96	0.91	0.98	0.93	0.98	NA	NA	0.99	NA	0.95	1.00	NA	0.90	0.90	0.85	NA	0.93	0.95	0.95	0.98	0.99	0.93	1.00	0.96	NA	NA	0.98	NA	NA	NA	NA	NA	0.87	0.97	NA	0.92	0.97	0.93	0.64	0.99	0.95	0.91	0.89	0.99	0.95	0.93	0.94	0.98	0.95	0.83	0.98	0.89	NA	0.93	0.90	0.89	NA	0.90	NA	NA	0.96	0.90	NA	0.98	0.89	NA	0.98	0.94	0.95	0.98	0.93	0.94	0.91	0.95	NA	0.97	0.96	1.00	0.96	0.90	0.90	0.87	0.98
NM_001134232|TMEM106B|chr7|+	chr7:12271462-12276937	12271913	0.23	0.53	0.45	0.53	0.29	0.33	0.39	0.44	0.41	0.22	0.42	0.69	0.41	0.36	0.54	0.37	0.56	0.43	0.40	0.25	0.30	0.33	0.21	0.37	0.24	0.30	0.52	0.51	NA	0.61	0.36	0.41	0.39	0.51	0.25	0.59	0.48	0.46	0.69	0.71	0.38	0.35	0.38	0.53	0.35	0.32	0.23	0.54	0.53	0.59	0.52	0.27	0.54	0.40	0.34	0.48	0.46	0.52	0.34	0.41	0.35	0.35	0.30	0.35	0.30	0.40	0.37	0.53	0.28	0.35	0.47	0.65	0.59	0.33	0.36	0.55	0.54	0.40	0.56	0.49	0.63	0.45	0.45	0.43	0.81	0.33	0.44	0.57	0.45	0.26	0.35	0.45	0.59	0.50	0.52	0.46	0.44	0.44	0.48	0.21	0.35	0.70	0.56	0.66	0.52
NM_022750|PARP12|chr7|-	chr7:139723538-139724685	139724331	0.87	0.93	1.00	0.89	0.83	0.96	0.42	0.89	0.97	0.87	1.00	0.93	0.65	0.94	0.87	0.91	0.96	0.97	0.96	0.97	0.74	0.90	0.94	0.57	0.94	1.00	0.86	0.88	NA	0.86	0.56	0.98	0.96	0.85	NA	0.95	0.85	0.92	1.00	0.93	0.88	0.87	0.88	0.87	0.97	0.99	0.89	NA	0.99	NA	1.00	NA	0.83	0.83	0.95	0.94	0.94	0.87	1.00	1.00	0.99	0.93	0.79	1.00	0.98	0.85	0.96	0.92	0.99	1.00	0.96	1.00	0.96	0.98	0.78	0.95	0.58	1.00	1.00	0.51	0.94	0.85	0.94	0.89	NA	0.91	0.91	1.00	0.94	0.79	0.98	0.92	0.93	0.91	1.00	0.93	0.88	0.83	0.93	0.98	0.99	1.00	1.00	0.89	0.89
NR_029372|NT5C3|chr7|-	chr7:33053706-33054443	33054139	0.66	0.90	0.82	0.92	0.85	1.00	0.68	0.98	0.85	0.88	0.91	0.88	0.78	0.85	0.89	0.90	0.90	0.81	0.88	0.89	0.69	0.79	0.71	0.70	0.76	0.99	1.00	0.68	NA	0.99	0.84	0.91	0.89	0.89	0.92	0.97	0.88	0.79	0.92	0.96	0.93	0.89	0.94	0.94	0.86	0.89	0.84	NA	0.97	NA	1.00	NA	0.89	0.67	0.96	0.87	0.89	0.84	1.00	0.89	0.83	0.92	0.73	0.93	0.87	0.78	0.97	1.00	0.98	0.90	0.90	0.99	1.00	0.83	0.86	0.88	0.78	1.00	0.94	0.68	0.95	0.96	0.98	0.96	NA	0.84	0.91	0.97	0.90	0.75	0.86	0.94	0.92	0.81	0.93	0.97	0.77	0.92	0.90	0.92	0.74	0.95	0.88	0.90	0.94
