event_id	loci	Proximal_Site	TCGA-CV-7235-01A-11R-2016-07	TCGA-CV-6962-01A-11R-1915-07	TCGA-HD-A6I0-01A-11R-A31N-07	TCGA-CV-7255-01A-11R-2016-07	TCGA-CV-6935-01A-11R-1915-07	TCGA-CV-6939-01A-11R-1915-07	TCGA-CV-7250-01A-11R-2016-07	TCGA-CV-6936-01A-11R-1915-07	TCGA-CV-6938-01A-11R-1915-07	TCGA-CV-7440-01A-11R-2132-07	TCGA-CV-7425-01A-11R-2081-07	TCGA-CV-7177-01A-11R-2016-07	TCGA-CV-6933-01A-11R-1915-07	TCGA-CV-6955-01A-11R-2016-07	TCGA-CV-7091-01A-11R-2016-07	TCGA-CV-6960-01A-41R-2016-07	TCGA-CV-7261-01A-11R-2016-07	TCGA-CV-7432-01A-11R-2132-07	TCGA-CV-7252-01A-11R-2016-07	TCGA-CV-6934-01A-11R-1915-07	TCGA-CV-7434-01A-11R-2132-07	TCGA-CV-7183-01A-11R-2016-07	TCGA-CV-6956-01A-21R-2016-07	TCGA-HD-A6HZ-01A-12R-A31N-07	TCGA-CV-7438-01A-21R-2132-07	TCGA-CV-7103-01A-21R-2016-07	TCGA-CV-7097-01A-11R-2016-07	TCGA-CV-7101-01A-11R-2016-07	TCGA-CV-6959-01A-11R-1915-07	TCGA-CV-7437-01A-21R-2132-07	TCGA-HD-8635-01A-11R-2403-07	TCGA-CV-7424-01A-11R-2081-07	TCGA-CV-7242-01A-11R-2016-07	TCGA-CV-7406-01A-11R-2081-07	TCGA-WA-A7GZ-01A-11R-A34R-07	TCGA-H7-A6C4-01A-11R-A30B-07	TCGA-CV-7178-01A-21R-2016-07	TCGA-CV-7238-01A-11R-2016-07	TCGA-CV-7423-01A-11R-2081-07	TCGA-CV-7245-01A-11R-2016-07	TCGA-CV-6943-01A-11R-1915-07	TCGA-CV-7416-01A-11R-2081-07	TCGA-CV-6961-01A-21R-1915-07
NM_018638|ETNK1|chr12|+	chr12:22837815-22843602	22838114	0.40	0.33	0.20	0.43	0.38	0.58	0.43	NA	0.39	0.39	0.45	0.53	0.34	NA	0.46	0.38	0.40	0.34	0.29	0.61	NA	NA	0.60	0.50	NA	0.46	NA	0.43	NA	0.23	0.54	0.44	0.47	0.47	0.34	0.35	0.47	0.49	NA	0.39	NA	0.47	0.30
NM_001682|ATP2B1|chr12|-	chr12:89981831-89985072	89983683	0.37	0.29	NA	0.36	0.46	0.39	0.34	0.24	0.46	0.36	0.40	0.39	0.40	NA	0.39	0.42	0.22	0.43	0.26	0.37	0.29	NA	0.56	0.34	0.44	0.33	0.35	0.29	0.38	0.25	0.48	0.40	0.31	0.26	0.27	NA	0.28	0.27	0.30	0.30	0.47	0.38	0.26
NM_022491|SUDS3|chr12|+	chr12:118852139-118855828	118852481	0.99	0.92	NA	0.97	NA	0.99	0.98	0.97	0.98	0.98	NA	0.98	0.98	0.95	0.97	0.98	0.88	0.98	0.97	0.94	0.98	NA	1.00	0.97	0.99	0.93	0.95	0.97	0.94	0.97	0.97	0.99	0.99	0.99	0.97	NA	1.00	0.94	0.95	0.97	0.98	0.98	0.93
NM_003213|TEAD4|chr12|+	chr12:3149530-3154571	3149680	0.09	0.06	0.01	0.13	0.12	0.13	0.06	0.08	0.08	0.08	0.08	0.07	0.04	NA	0.06	0.03	0.06	0.07	0.12	0.08	0.09	NA	0.07	0.10	0.10	0.06	0.10	0.13	0.13	0.09	0.09	0.07	0.07	0.13	0.05	0.05	0.13	0.07	0.20	0.11	0.07	0.08	0.11
NM_018463|ITFG2|chr12|+	chr12:2933255-2934447	2933982	NA	0.33	NA	0.32	NA	0.39	0.39	0.28	NA	NA	NA	0.34	0.28	NA	0.32	0.37	0.26	NA	0.28	0.37	NA	NA	0.31	0.31	0.41	0.35	0.35	0.28	NA	0.39	0.46	0.40	0.23	0.25	0.26	NA	0.30	0.40	NA	NA	NA	0.31	NA
NM_015409|EP400|chr12|+	chr12:132561945-132565005	132563389	0.41	0.45	NA	0.51	NA	0.73	0.63	0.55	0.63	0.59	0.66	0.41	0.51	NA	NA	0.54	0.54	0.52	0.57	0.63	NA	NA	0.60	0.80	0.74	0.49	0.52	0.49	0.50	0.54	0.68	0.71	0.64	0.55	0.45	NA	0.59	0.61	0.53	0.48	0.61	0.67	0.53
NM_012063|DNM1L|chr12|+	chr12:32896287-32898495	32896525	0.64	0.53	0.12	0.67	0.86	0.83	0.80	0.90	0.67	0.67	0.72	0.75	0.66	0.69	0.80	0.58	0.68	0.75	0.63	0.81	0.74	0.69	0.71	0.74	0.75	0.76	0.76	0.76	0.60	0.56	0.69	0.71	0.68	0.91	0.58	0.73	0.75	0.71	0.72	0.68	0.79	0.72	0.69
NM_003622|PPFIBP1|chr12|+	chr12:27845728-27848538	27845878	0.68	0.56	NA	0.55	0.63	0.70	0.68	0.64	0.57	0.58	0.76	0.59	0.63	0.52	0.60	0.67	0.62	0.63	0.63	0.71	0.60	NA	0.63	0.65	0.63	0.67	0.64	0.62	0.52	0.61	0.62	0.65	0.64	0.62	0.67	0.73	0.59	0.72	0.61	0.57	0.57	0.56	0.52
NM_023928|AACS|chr12|+	chr12:125626637-125627865	125627418	0.85	0.87	1.00	0.74	0.78	0.82	0.93	0.78	0.86	0.77	0.87	0.82	0.80	0.70	0.81	0.92	0.85	0.87	0.89	0.91	0.85	0.86	0.90	0.85	0.86	0.93	0.82	0.89	0.70	0.83	0.66	0.96	0.91	0.82	0.82	0.93	0.75	0.94	0.76	0.76	0.75	0.79	0.68
NM_020374|C12orf4|chr12|-	chr12:4596907-4599065	4598776	NA	0.40	NA	0.62	NA	0.73	0.43	0.66	0.69	0.48	NA	0.55	0.36	NA	0.47	0.48	0.34	0.62	0.50	0.71	0.62	NA	NA	0.56	0.70	0.40	0.77	0.41	0.53	0.43	NA	0.40	0.60	0.61	0.40	NA	0.44	0.51	0.52	0.43	NA	0.42	0.56
NM_181578|RFC5|chr12|+	chr12:118468986-118470031	118469263	0.53	0.47	0.97	0.42	NA	0.65	0.59	0.50	0.53	0.52	0.61	0.50	0.47	NA	0.69	0.58	0.48	0.53	0.49	0.66	0.47	NA	0.56	0.71	0.57	0.59	0.51	0.50	0.41	0.68	0.59	0.62	0.59	0.53	0.58	0.76	0.56	0.51	0.53	0.51	0.56	0.48	0.46
NM_001037806|NCKAP5L|chr12|-	chr12:50184932-50185834	50185684	0.95	0.91	0.97	0.93	NA	0.99	0.90	0.91	0.93	0.97	NA	0.97	0.95	NA	0.92	1.00	1.00	NA	1.00	0.96	0.98	NA	0.88	1.00	0.98	0.90	0.91	0.93	0.93	0.99	0.85	0.96	0.98	0.93	0.91	1.00	0.91	0.98	NA	0.93	0.91	0.94	0.95
NM_032338|LLPH|chr12|-	chr12:66516842-66517798	66517478	0.58	0.51	0.71	0.52	0.74	0.69	0.64	0.67	0.72	0.52	0.72	0.70	0.60	0.71	0.60	0.69	0.47	0.59	0.54	0.74	0.68	0.70	0.62	0.73	0.79	0.65	0.49	0.63	0.51	0.53	0.72	0.50	0.68	0.70	0.62	0.77	0.58	0.73	0.62	0.62	0.53	0.56	0.52
NM_001135175|NEDD1|chr12|+	chr12:97345726-97347475	97345952	0.48	0.43	NA	0.55	0.56	0.60	0.55	0.57	0.68	0.45	0.62	0.86	0.55	NA	0.55	0.46	0.60	0.46	0.59	0.59	0.40	NA	0.58	0.62	0.46	0.57	0.62	0.44	0.43	0.42	0.54	0.60	0.74	0.56	0.44	0.65	0.52	0.63	0.50	0.62	0.47	0.41	0.44
NM_014999|RAB21|chr12|+	chr12:72179310-72184297	72180979	0.23	0.25	NA	0.19	0.25	0.36	0.26	0.21	0.32	0.23	0.20	0.32	0.25	0.32	0.33	0.25	0.26	0.24	0.20	0.32	0.18	0.25	0.27	0.32	0.28	0.28	0.29	0.22	0.25	0.14	0.24	0.29	0.34	0.26	0.18	0.26	0.17	0.23	0.15	0.24	0.23	0.24	0.15
NM_016399|TRIAP1|chr12|-	chr12:120881763-120882758	120882599	0.99	0.92	1.00	0.91	0.87	0.92	0.96	0.95	0.97	0.92	0.95	0.92	0.96	0.86	0.98	0.95	0.92	0.95	0.95	0.99	0.99	0.92	0.96	0.94	0.99	0.96	0.96	0.95	0.88	0.98	0.95	1.00	0.95	0.98	0.86	0.98	0.98	0.99	0.94	0.95	0.88	0.93	0.92
NM_014254|TMEM5|chr12|+	chr12:64202454-64203253	64202804	0.29	0.19	0.23	0.17	0.25	0.35	0.25	0.24	0.30	0.23	NA	0.22	0.23	NA	0.24	0.26	0.29	0.21	0.25	0.25	0.18	NA	0.20	0.21	0.25	0.24	0.31	0.25	0.22	0.20	0.22	0.20	0.36	0.32	0.18	0.32	0.24	0.32	0.23	0.23	0.22	0.14	0.19
NM_001032284|TMPO|chr12|+	chr12:98941350-98944126	98941650	0.83	0.79	0.49	0.88	NA	0.87	0.93	0.87	0.87	0.82	0.86	0.85	0.95	0.96	0.89	0.92	0.85	0.81	0.88	0.87	0.74	NA	0.95	0.95	0.65	0.89	0.85	0.82	0.83	0.72	0.92	0.91	0.92	0.88	0.88	NA	0.85	0.92	0.84	0.87	0.84	0.79	0.82
NM_003348|UBE2N|chr12|-	chr12:93802142-93803855	93803188	0.15	0.13	0.17	0.18	0.27	0.26	0.15	0.19	0.11	0.16	0.17	0.25	0.19	0.18	0.20	0.17	0.15	0.14	0.13	0.24	0.17	0.15	0.16	0.19	0.25	0.18	0.21	0.16	0.14	0.17	0.26	0.16	0.21	0.23	0.12	0.29	0.18	0.18	0.12	0.18	0.20	0.20	0.12
NM_139015|SPPL3|chr12|-	chr12:121200394-121202873	121202365	0.19	0.21	0.50	0.22	0.31	0.37	0.29	0.34	0.31	0.25	0.22	0.27	0.27	0.21	0.24	0.22	0.24	0.27	0.23	0.31	0.24	0.21	0.33	0.32	0.28	0.31	0.28	0.24	0.23	0.21	0.25	0.38	0.31	0.28	0.26	0.31	0.23	0.24	0.20	0.19	0.26	0.24	0.19
NM_001131025|PEX5|chr12|+	chr12:7362617-7364073	7363510	0.71	0.88	NA	0.74	0.79	0.85	0.80	0.90	0.93	0.80	0.81	0.80	0.91	NA	0.86	0.83	0.78	0.88	0.88	0.74	0.79	NA	0.88	0.94	0.78	0.81	0.81	0.70	0.65	0.86	0.81	0.96	0.85	0.81	0.93	0.96	0.83	0.88	0.75	0.78	NA	0.77	0.84
NM_018318|CCDC91|chr12|+	chr12:28701995-28703100	28702145	0.79	0.67	NA	0.78	0.76	0.74	0.89	0.83	0.87	0.75	0.79	0.80	0.82	NA	0.85	0.80	0.78	0.80	0.76	0.73	0.63	NA	0.80	0.88	0.69	0.82	0.76	0.72	0.76	0.63	0.80	0.82	0.88	0.75	0.67	0.83	0.72	0.82	0.83	0.66	0.74	0.68	0.62
NM_005230|ELK3|chr12|+	chr12:96660859-96665360	96663532	0.03	0.02	NA	0.01	0.01	0.02	0.03	0.02	0.03	0.01	0.03	0.02	0.02	0.02	0.02	0.02	0.01	0.01	0.02	0.02	0.01	0.02	0.04	0.02	0.01	0.03	0.02	0.02	0.01	0.02	0.02	0.03	0.02	0.01	0.02	0.03	0.02	0.04	0.01	0.02	0.01	0.01	0.01
NM_001975|ENO2|chr12|+	chr12:7031893-7032861	7032313	0.64	0.78	NA	0.74	0.75	0.84	0.75	0.76	NA	0.67	NA	0.72	0.89	NA	0.83	0.82	0.75	0.78	0.71	0.88	NA	NA	0.81	0.90	0.74	0.82	0.81	0.73	0.71	0.70	0.80	0.90	0.82	0.76	0.90	0.99	0.71	0.88	NA	0.75	0.74	0.67	0.69
NM_016072|GOLT1B|chr12|+	chr12:21668602-21671314	21669027	0.64	0.59	0.21	0.62	0.74	0.74	0.75	0.72	0.59	0.51	0.72	0.79	0.64	0.75	0.64	0.65	0.74	0.57	0.51	0.78	0.59	NA	0.83	0.68	0.66	0.66	0.79	0.62	0.68	0.45	0.63	0.71	0.79	0.70	0.63	0.66	0.63	0.59	0.54	0.62	0.62	0.58	0.48
NM_020142|NDUFA4L2|chr12|-	chr12:57628700-57629401	57629040	0.67	0.69	1.00	0.40	0.67	0.53	0.68	0.63	0.70	0.52	0.53	0.56	0.72	0.68	0.65	0.70	0.54	0.65	0.66	0.59	0.69	0.58	0.58	0.56	0.68	0.73	NA	0.60	0.53	0.65	0.57	0.66	0.64	0.69	0.71	NA	0.57	0.74	0.61	0.57	0.67	0.54	0.57
NM_001202233|NR4A1|chr12|+	chr12:52452471-52453279	52452917	0.97	0.95	1.00	0.89	0.79	0.96	0.81	0.87	NA	0.86	NA	0.79	0.85	NA	NA	0.94	0.88	0.91	1.00	0.94	0.80	NA	1.00	1.00	0.77	0.97	0.86	0.94	0.71	0.97	0.79	0.88	0.83	0.81	1.00	1.00	0.82	1.00	0.93	0.86	0.81	0.87	0.77
NM_003668|MAPKAPK5|chr12|+	chr12:112330770-112331429	112330993	0.20	0.20	0.21	0.19	NA	0.30	0.26	0.24	0.25	0.18	NA	0.15	0.35	NA	0.25	0.28	0.19	0.20	0.17	0.22	0.21	NA	0.26	0.28	0.17	0.24	0.28	0.17	0.23	0.15	0.13	0.22	0.33	0.23	0.24	0.24	0.22	0.22	0.21	0.20	NA	0.23	0.15
NM_003297|NR2C1|chr12|-	chr12:95415649-95416179	95415955	NA	0.57	1.00	NA	NA	0.77	0.52	0.65	0.77	0.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.60	NA	NA	0.72	0.78	0.74	0.69	NA	NA	NA	0.61	0.81	0.79	0.79	0.64	0.80	NA	0.61	0.77	NA	NA	NA	0.65	0.53
NM_005419|STAT2|chr12|-	chr12:56735357-56737315	56736389	0.91	0.93	NA	0.79	0.93	0.85	0.93	0.91	0.98	0.84	0.88	0.89	0.95	0.83	0.95	1.00	0.75	0.94	0.97	0.97	0.93	0.83	0.92	0.94	0.94	0.98	0.84	0.89	0.79	0.91	0.89	1.00	0.94	0.94	0.87	0.97	0.88	0.99	0.94	0.90	0.85	0.84	0.77
NM_001164095|COPS7A|chr12|+	chr12:6840165-6841026	6840503	0.97	1.00	1.00	0.96	0.97	0.95	0.97	0.97	0.98	0.95	0.94	0.95	0.98	0.97	0.98	0.98	0.98	0.96	0.97	0.98	0.97	1.00	0.99	0.98	1.00	0.98	0.98	0.95	0.94	1.00	0.97	1.00	1.00	0.97	0.98	0.99	0.97	1.00	0.98	0.96	0.96	0.96	0.96
NM_020936|DDX55|chr12|+	chr12:124104510-124105464	124104890	0.39	0.57	0.56	0.36	NA	0.36	0.38	0.56	0.47	0.32	0.39	NA	0.55	NA	0.38	0.35	0.41	0.42	0.33	0.72	0.34	NA	0.32	0.41	0.28	0.41	0.42	0.38	0.55	0.33	0.35	0.36	0.42	0.36	0.39	0.39	0.34	0.44	NA	0.32	NA	0.34	0.46
NM_001098673|C12orf44|chr12|+	chr12:52470569-52471275	52470934	0.97	0.94	1.00	0.87	0.95	0.90	1.00	0.93	1.00	0.91	0.87	0.89	0.99	0.95	0.98	1.00	0.83	0.90	0.99	0.95	0.96	0.91	0.99	0.98	0.99	1.00	0.90	0.90	0.85	0.97	0.92	1.00	0.94	0.94	0.85	0.97	0.91	1.00	0.88	0.85	0.84	0.92	0.81
NM_001170544|PGAM5|chr12|+	chr12:133297263-133299322	133297821	0.48	0.63	0.99	0.50	0.64	0.64	0.64	0.59	0.68	0.52	0.72	0.51	0.66	0.64	0.59	0.69	0.63	0.62	0.60	0.70	0.57	0.57	0.69	0.83	0.65	0.63	0.54	0.59	0.49	0.53	0.62	0.83	0.70	0.57	0.64	0.68	0.52	0.63	0.54	0.59	0.49	0.55	0.56
NM_001166279|PAN2|chr12|-	chr12:56710718-56711427	56711169	0.77	0.76	1.00	0.83	NA	0.87	NA	1.00	NA	0.77	NA	0.96	1.00	NA	0.93	0.93	0.94	NA	NA	1.00	NA	NA	1.00	0.94	0.86	0.92	NA	0.70	0.71	NA	0.85	1.00	0.92	0.88	0.99	NA	0.77	1.00	NA	0.83	NA	0.85	0.67
NM_019012|PLEKHA5|chr12|+	chr12:19528464-19529335	19528785	0.92	0.86	NA	0.89	0.70	0.86	0.83	0.93	1.00	NA	NA	1.00	0.92	0.82	0.84	1.00	0.82	NA	0.98	0.79	NA	NA	0.91	0.97	0.83	0.94	NA	0.94	0.79	0.87	NA	0.96	0.96	0.79	0.80	NA	0.96	NA	0.88	NA	0.75	0.84	0.76
NM_152437|ZNF664|chr12|+	chr12:124496092-124500000	124498614	0.91	0.92	NA	0.91	0.94	0.90	0.94	0.94	0.94	0.86	0.88	0.87	0.94	0.92	0.90	0.92	0.92	0.91	0.91	0.92	0.89	NA	0.94	0.94	0.86	0.92	0.92	0.84	0.88	0.90	0.90	0.94	0.92	0.88	0.95	0.95	0.93	0.92	0.88	0.93	0.92	0.79	0.93
NM_175066|DDX51|chr12|-	chr12:132621141-132623843	132623500	0.29	0.32	0.15	0.39	NA	0.53	0.36	0.46	0.43	0.21	NA	0.27	0.28	NA	0.25	0.25	0.41	0.22	0.43	0.52	NA	NA	0.23	0.42	0.37	0.28	NA	0.42	0.33	0.25	0.25	0.45	0.38	0.33	0.39	NA	0.48	0.37	0.31	0.30	NA	0.36	0.26
NM_006549|CAMKK2|chr12|-	chr12:121675476-121678672	121678471	0.94	0.91	NA	0.89	NA	0.98	0.92	0.92	0.90	0.87	NA	0.92	0.97	NA	0.93	0.96	0.98	0.95	0.93	0.92	0.95	NA	0.90	0.95	0.85	0.98	0.96	0.94	0.90	0.75	0.88	0.98	0.93	0.93	0.95	NA	0.92	0.92	0.93	0.91	0.92	0.93	0.93
NM_001126104|RACGAP1|chr12|-	chr12:50382947-50384126	50383808	0.63	0.76	1.00	0.74	0.69	0.69	0.68	0.76	0.77	0.62	0.70	0.61	0.81	0.76	0.70	0.70	0.69	0.73	0.64	0.69	0.68	0.65	0.84	0.82	0.73	0.68	0.72	0.65	0.67	0.74	0.73	0.85	0.77	0.61	0.88	0.93	0.73	0.71	0.72	0.68	0.71	0.62	0.69
NM_003920|TIMELESS|chr12|-	chr12:56810855-56811570	56811256	0.57	0.72	1.00	0.62	0.73	0.57	0.67	0.63	0.84	0.58	0.66	0.58	0.69	0.94	0.71	0.73	0.68	0.58	0.61	0.87	0.64	NA	0.75	0.83	0.78	0.70	0.63	0.66	0.56	0.70	0.56	0.73	0.73	0.63	0.77	0.81	0.61	0.72	0.62	0.61	0.59	0.62	0.57
NM_201613|IKBIP|chr12|-	chr12:99007182-99008118	99007569	0.95	NA	NA	0.95	NA	0.89	0.92	1.00	1.00	0.94	NA	0.94	NA	NA	0.96	0.96	1.00	NA	0.93	0.98	0.88	NA	1.00	0.98	0.94	0.93	0.98	1.00	0.88	0.97	0.78	0.99	1.00	0.90	0.97	NA	1.00	0.99	NA	0.97	0.92	0.88	0.95
NM_152438|DDX11|chr12|+	chr12:31256740-31257728	31256900	0.78	0.97	NA	0.81	0.66	0.87	0.90	0.85	0.96	0.86	NA	0.90	0.87	NA	0.85	0.85	0.85	0.91	0.74	0.85	0.84	NA	0.81	0.84	0.77	0.95	0.77	0.84	0.83	0.89	0.88	0.98	0.89	0.73	0.80	0.88	0.79	0.84	NA	0.69	0.84	0.90	0.86
NM_006166|NFYB|chr12|-	chr12:104510995-104513547	104513367	0.13	0.16	0.12	0.18	0.26	0.28	0.26	0.18	0.22	0.19	0.25	0.28	0.19	0.25	0.32	0.18	0.16	0.18	0.22	0.23	0.15	NA	0.19	0.27	0.19	0.27	0.26	0.25	0.17	0.16	0.22	0.22	0.24	0.25	0.14	0.19	0.19	0.21	0.17	0.20	0.25	0.21	0.12
NM_006170|NOP2|chr12|-	chr12:6666038-6666808	6666392	0.91	0.93	1.00	0.93	0.94	0.87	0.97	0.91	1.00	0.90	0.85	0.94	0.98	0.92	0.91	0.97	0.94	0.93	0.90	0.98	0.98	0.86	0.95	0.96	0.98	0.98	0.89	0.91	0.94	0.98	0.86	0.96	0.98	0.96	0.95	1.00	0.91	1.00	0.96	0.92	0.87	0.95	0.93
NM_031954|KCTD10|chr12|-	chr12:109886448-109889618	109887820	0.36	0.34	NA	0.63	0.63	0.72	0.73	0.58	0.59	0.56	0.61	0.58	0.44	0.57	0.60	0.47	0.43	0.52	0.46	0.68	0.57	0.65	0.82	0.76	0.79	0.74	0.57	0.46	0.46	0.41	0.63	0.85	0.54	0.54	0.40	0.70	0.55	0.74	0.47	0.51	0.50	0.50	0.36
NM_016281|TAOK3|chr12|-	chr12:118587628-118588963	118588364	0.74	0.72	NA	0.65	NA	0.69	0.66	0.80	0.82	0.55	0.65	0.66	0.76	0.80	0.72	0.71	0.70	0.72	0.72	0.77	0.58	NA	0.81	0.89	0.56	0.74	0.70	0.60	0.61	0.59	0.61	0.79	0.75	0.62	0.83	0.85	0.74	0.86	0.62	0.77	0.71	0.53	0.57
NM_001143668|AMIGO2|chr12|-	chr12:47468021-47472848	47470381	0.01	NA	NA	0.02	0.02	NA	0.02	0.03	0.04	0.01	NA	0.02	0.02	NA	NA	0.03	NA	0.02	0.02	0.02	0.01	NA	0.03	NA	0.02	0.03	0.02	0.02	0.01	0.01	0.01	0.04	NA	NA	0.01	0.03	NA	0.02	0.01	0.02	0.02	0.01	NA
NM_178040|ERC1|chr12|+	chr12:1599258-1607367	1605060	0.04	0.01	NA	0.01	0.02	0.02	0.04	NA	0.04	0.01	0.02	0.02	0.03	NA	0.01	0.01	0.02	0.02	0.02	0.02	0.01	0.02	0.02	0.02	0.04	0.03	0.01	0.01	0.01	0.01	0.03	NA	0.03	0.02	NA	NA	0.01	NA	0.01	0.01	0.01	0.01	0.01
NM_025140|CCDC92|chr12|-	chr12:124420929-124422377	124421951	0.96	0.99	NA	0.92	0.97	0.92	0.96	0.94	1.00	0.87	0.97	0.96	0.99	NA	0.96	0.98	1.00	0.94	0.98	0.97	0.97	0.91	0.85	0.96	1.00	1.00	0.92	0.97	0.98	0.96	0.95	1.00	1.00	1.00	0.94	0.95	0.94	0.99	0.97	0.93	0.98	0.94	0.98
NM_006836|GCN1L1|chr12|-	chr12:120565061-120565778	120565624	0.88	0.94	1.00	0.92	0.94	0.92	0.83	0.93	0.95	0.97	0.90	0.92	0.96	0.86	0.89	0.88	0.86	0.97	0.95	0.94	0.91	0.89	0.92	1.00	0.97	0.96	0.82	0.82	0.82	0.94	0.87	0.94	0.96	0.85	0.92	1.00	0.85	0.98	0.92	0.82	0.89	0.82	0.92
NM_002272|KRT4|chr12|-	chr12:53200331-53201034	53200759	0.95	0.87	NA	0.79	0.77	0.79	0.80	NA	0.83	NA	NA	0.81	NA	0.90	0.87	0.87	NA	0.82	0.82	NA	NA	0.80	0.99	NA	0.98	1.00	NA	0.75	0.81	0.86	0.81	0.93	0.85	0.82	0.87	0.98	0.97	NA	0.94	0.82	0.85	NA	NA
NM_014925|R3HDM2|chr12|-	chr12:57647543-57648896	57648014	0.94	0.94	NA	0.84	0.72	0.92	1.00	0.82	1.00	0.75	1.00	0.87	0.88	NA	0.98	1.00	0.94	0.85	0.94	1.00	0.85	NA	1.00	1.00	0.93	1.00	0.88	0.92	0.76	0.90	1.00	1.00	0.98	1.00	0.86	0.92	0.90	1.00	1.00	0.84	0.87	0.87	0.82
NM_001145199|C12orf75|chr12|+	chr12:105764411-105765284	105764730	0.28	0.23	0.85	0.22	0.25	0.30	0.26	0.26	0.33	0.25	0.38	0.26	0.24	0.25	0.29	0.28	0.28	0.23	0.36	0.29	0.25	0.38	0.28	0.26	0.27	0.27	0.32	0.27	0.20	0.34	0.27	0.35	0.38	0.24	0.18	0.27	0.24	0.30	0.27	0.28	0.25	0.21	0.27
NM_017612|ZCCHC8|chr12|-	chr12:122957395-122958822	122957881	0.79	0.66	NA	0.70	NA	0.81	0.72	0.76	0.93	0.59	0.90	0.85	0.83	NA	0.74	0.88	0.80	0.67	0.78	0.83	0.68	NA	0.86	0.92	0.73	0.82	0.71	0.65	0.69	0.64	0.71	0.91	0.78	0.61	0.86	0.94	0.82	0.88	0.75	0.70	0.69	0.57	0.66
NM_001009894|C12orf29|chr12|+	chr12:88442010-88443934	88442160	0.42	0.30	0.14	0.56	NA	0.81	0.58	0.66	0.63	0.44	0.52	0.64	0.40	0.46	NA	0.49	0.46	0.53	0.49	0.76	NA	0.35	0.54	0.67	0.62	0.50	0.67	0.51	0.43	0.49	0.67	0.63	0.69	0.65	0.46	0.51	0.51	0.38	0.37	0.34	NA	0.62	0.42
NM_004077|CS|chr12|-	chr12:56665480-56667038	56666829	0.90	0.84	0.69	0.84	0.84	0.87	0.94	0.90	0.93	0.91	0.99	0.89	0.92	0.84	0.91	0.95	0.82	0.96	0.90	0.98	0.97	0.90	0.92	0.85	0.92	0.94	0.88	0.83	0.80	0.88	0.94	0.99	0.95	0.93	0.83	0.90	0.88	0.93	0.91	0.84	0.92	0.93	0.80
NM_014938|MLXIP|chr12|+	chr12:122626237-122631917	122628168	0.95	0.84	NA	0.76	NA	0.93	0.83	0.89	0.96	0.75	NA	0.88	0.78	NA	0.86	0.73	0.84	0.92	0.96	0.87	0.93	NA	0.84	0.98	0.96	0.95	0.85	0.95	0.73	0.93	0.87	1.00	0.83	0.95	0.65	0.99	0.89	0.93	0.90	0.71	0.74	0.72	0.72
NM_005768|LPCAT3|chr12|-	chr12:7085325-7086053	7085783	0.81	0.75	1.00	0.70	0.85	0.68	0.79	0.81	0.88	0.80	0.88	0.71	0.87	0.81	0.89	0.84	0.78	0.77	0.77	0.97	0.83	0.71	0.83	0.79	0.91	0.92	0.76	0.72	0.78	0.88	0.98	0.97	0.84	0.86	0.80	0.86	0.71	0.94	0.83	0.78	0.85	0.77	0.76
NM_001414|EIF2B1|chr12|-	chr12:124105568-124106467	124106317	0.96	1.00	1.00	0.95	0.91	0.98	1.00	0.96	0.98	0.99	1.00	0.96	0.98	0.99	0.99	0.98	0.94	0.98	0.95	0.93	0.96	0.96	0.99	0.99	0.97	0.98	0.90	0.97	0.93	0.97	0.94	1.00	1.00	0.98	0.96	0.97	0.98	0.99	0.95	0.93	0.93	0.90	0.96
NM_001130967|ZNF385A|chr12|-	chr12:54762909-54764270	54764025	0.86	0.93	1.00	0.99	0.91	0.94	0.87	0.97	0.95	0.98	0.93	0.95	0.95	0.95	0.89	0.89	0.96	0.94	0.90	0.96	0.91	0.99	0.99	0.95	0.91	0.89	0.99	0.87	0.92	0.96	0.94	0.93	0.90	0.89	0.93	0.98	0.97	0.87	0.97	0.96	0.90	0.92	0.90
NM_014865|NCAPD2|chr12|+	chr12:6640492-6641119	6640642	0.74	0.69	1.00	0.71	0.69	0.69	0.75	0.68	0.77	0.64	0.67	0.64	0.72	0.76	0.71	0.75	0.65	0.75	0.80	0.86	0.72	0.75	0.78	0.75	0.71	0.84	0.68	0.73	0.62	0.70	0.80	0.80	0.81	0.77	0.74	0.76	0.69	0.81	0.70	0.69	0.69	0.72	0.68
NM_182742|TXNRD1|chr12|+	chr12:104742130-104744071	104742889	0.87	0.83	NA	0.81	0.73	0.84	0.89	0.85	1.00	0.77	NA	0.77	0.88	0.85	0.89	0.89	0.81	0.83	0.86	0.87	0.76	NA	0.91	0.93	0.82	0.88	0.84	0.79	0.75	0.76	0.80	0.98	0.90	0.85	0.85	0.97	0.87	0.94	0.85	0.83	0.81	0.73	0.77
NM_001080855|PXN|chr12|-	chr12:120648236-120650383	120650180	0.96	0.84	0.94	0.90	0.84	0.93	0.92	0.86	0.98	0.93	0.97	0.89	0.89	0.91	0.96	0.97	0.92	0.97	0.95	0.94	0.94	0.96	0.96	0.98	0.94	0.96	0.94	0.89	0.86	0.92	0.94	0.91	0.97	0.88	0.94	0.98	0.94	0.97	0.94	0.87	0.89	0.94	0.90
