event_id	loci	Proximal_Site	TCGA-DI-A2QU-01A-11R-A18M-07	TCGA-AX-A2HC-01A-11R-A17B-07	TCGA-E6-A1M0-01A-11R-A144-07	TCGA-AX-A2HD-01A-21R-A17B-07	TCGA-AX-A1CK-01A-11R-A137-07	TCGA-AX-A2HA-01A-12R-A18M-07	TCGA-AX-A1CI-01A-11R-A137-07	TCGA-BK-A0CB-01A-32R-A104-07	TCGA-BG-A2AD-01A-21R-A16F-07	TCGA-AX-A0J0-01A-11R-A109-07	TCGA-AJ-A3NH-01A-11R-A22K-07	TCGA-BK-A4ZD-01A-11R-A27V-07	TCGA-AX-A1CF-01A-11R-A137-07	TCGA-DI-A2QY-01A-12R-A19W-07	TCGA-AJ-A3NC-01A-11R-A22K-07	TCGA-BG-A3EW-01A-11R-A22K-07	TCGA-AJ-A3NE-01A-11R-A22K-07	TCGA-BK-A13C-01A-11R-A118-07	TCGA-AX-A2H8-01A-11R-A17B-07	TCGA-AX-A05Y-01A-11R-A00V-07	TCGA-AX-A0IZ-01A-11R-A118-07	TCGA-BG-A3PP-01A-11R-A22K-07	TCGA-AJ-A2QL-01A-11R-A18M-07
NM_006528|TFPI2|chr7|-	chr7:93514767-93516208	93515792	NA	NA	NA	0.25	0.32	0.45	0.29	NA	0.36	NA	NA	0.28	NA	0.24	0.35	NA	0.31	0.40	0.26	NA	0.37	0.26	0.33
NM_001040457|RHBDD2|chr7|+	chr7:75517309-75518249	75517544	0.96	0.76	0.88	0.75	1.00	1.00	1.00	0.90	0.88	0.86	0.98	0.97	0.75	1.00	1.00	0.82	0.86	0.89	0.94	0.58	0.99	1.00	0.96
NM_017994|C7orf42|chr7|+	chr7:66420488-66423555	66421045	0.25	0.72	0.47	0.30	0.15	0.29	0.25	0.37	0.34	0.30	0.45	0.53	0.29	0.20	0.51	0.49	0.47	0.49	0.47	0.26	0.31	0.49	0.35
NM_033023|PDGFA|chr7|-	chr7:536508-538211	537654	0.46	NA	0.38	NA	NA	NA	0.57	0.58	NA	0.18	0.38	NA	NA	NA	0.40	0.28	NA	0.27	0.35	0.58	NA	0.42	NA
NR_002217|PMS2CL|chr7|+	chr7:6790879-6793509	6791029	0.51	0.64	0.44	0.51	0.38	NA	0.42	0.31	0.57	0.35	0.66	NA	0.24	0.41	0.61	0.76	NA	0.54	0.32	0.22	0.32	0.53	0.60
NM_005751|AKAP9|chr7|+	chr7:91739435-91739983	91739633	NA	NA	NA	NA	NA	1.00	1.00	NA	NA	NA	0.68	0.58	NA	1.00	0.72	0.66	0.55	1.00	NA	NA	1.00	0.90	0.95
NM_030798|WBSCR16|chr7|-	chr7:74456282-74457217	74457067	1.00	0.94	1.00	1.00	1.00	0.98	1.00	1.00	1.00	0.84	1.00	1.00	0.98	1.00	1.00	0.92	0.98	0.98	0.99	0.50	1.00	0.97	0.98
NM_152740|HIBADH|chr7|-	chr7:27565059-27565991	27565784	1.00	0.66	NA	0.95	0.86	1.00	NA	0.75	0.84	0.83	1.00	1.00	0.67	1.00	1.00	0.98	0.98	0.81	0.99	0.45	1.00	1.00	0.99
NM_014888|FAM3C|chr7|-	chr7:120988076-120990604	120989025	0.14	0.07	0.10	0.04	0.20	0.15	0.37	0.09	0.09	0.08	0.16	0.10	0.10	0.39	0.17	0.06	0.08	0.09	0.12	0.05	0.24	0.16	0.12
NM_015610|WIPI2|chr7|+	chr7:5270465-5273439	5271290	0.11	0.11	0.14	0.21	0.10	0.18	0.16	0.17	0.20	0.17	0.21	0.12	0.07	0.13	0.16	0.19	0.18	0.17	0.19	0.17	0.09	0.17	0.12
NM_013446|MKRN1|chr7|-	chr7:140152838-140154529	140154301	0.92	0.82	0.76	0.69	0.99	1.00	0.99	0.87	0.92	0.57	0.92	0.86	0.67	0.89	0.90	0.67	0.79	0.87	0.95	0.31	0.98	0.82	0.99
NM_005631|SMO|chr7|+	chr7:128851864-128853388	128852598	NA	1.00	NA	1.00	NA	NA	NA	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	0.99	NA	NA	0.97	1.00	1.00	NA	NA
NM_015969|MRPS17|chr7|+	chr7:56022601-56024193	56022900	0.32	0.29	0.26	0.33	0.19	0.25	0.21	0.20	0.28	0.23	0.27	0.22	0.20	0.25	0.24	0.28	0.16	0.19	0.38	0.25	0.16	0.16	0.25
NM_018951|HOXA10|chr7|-	chr7:27210176-27211792	27210925	0.96	0.77	0.99	0.63	1.00	1.00	NA	0.86	0.73	NA	NA	NA	0.60	0.99	1.00	0.87	0.93	NA	NA	0.20	1.00	1.00	NA
NM_020186|ACN9|chr7|+	chr7:96810323-96811076	96810473	0.68	0.44	0.50	0.41	0.66	0.86	1.00	0.39	0.60	0.60	0.72	0.59	0.46	1.00	0.76	0.59	0.62	0.61	0.94	0.09	0.99	0.81	0.70
NM_002787|PSMA2|chr7|-	chr7:42956495-42957289	42957047	0.13	0.08	0.09	0.09	0.08	0.11	0.11	0.11	0.10	0.07	0.12	0.12	0.06	0.16	0.12	0.11	0.12	0.12	0.06	0.10	0.16	0.09	0.12
NM_152755|CNPY4|chr7|+	chr7:99722347-99723129	99722577	NA	1.00	NA	NA	NA	NA	1.00	1.00	NA	0.95	0.92	0.90	NA	1.00	1.00	0.87	0.91	NA	NA	0.60	1.00	1.00	NA
NM_032959|POLR2J2|chr7|-	chr7:102277152-102278080	102277538	0.10	0.21	0.09	0.08	0.06	0.18	0.05	0.15	0.11	0.11	0.11	0.12	0.08	0.16	0.13	0.09	0.09	0.06	0.07	0.06	0.08	0.10	0.10
NM_006904|PRKDC|chr8|-	chr8:48685660-48686938	48686250	1.00	0.70	0.78	0.65	1.00	1.00	NA	0.85	0.79	0.90	1.00	0.94	0.64	1.00	1.00	0.89	1.00	0.89	0.94	0.32	1.00	1.00	1.00
NM_001042510|ZNF706|chr8|-	chr8:102209311-102211467	102211268	0.09	0.11	0.06	0.08	0.04	0.06	0.06	0.04	0.10	0.07	0.05	0.06	0.06	0.03	0.06	0.06	0.04	0.10	0.08	0.05	0.05	0.04	0.09
NM_004225|MFHAS1|chr8|-	chr8:8640851-8643565	8643403	NA	0.63	0.55	0.61	NA	NA	NA	NA	0.69	0.67	0.72	0.74	0.56	NA	0.72	0.68	0.70	NA	NA	0.26	NA	NA	NA
NM_020130|C8orf4|chr8|+	chr8:40010986-40013137	40012167	NA	0.11	0.09	0.07	0.19	0.32	0.33	0.05	0.10	NA	0.18	0.14	NA	0.50	0.26	0.12	0.15	0.16	0.22	0.00	0.32	0.30	NA
NM_023080|C8orf33|chr8|+	chr8:146279403-146281426	146279716	NA	1.00	0.73	0.91	NA	0.57	NA	0.72	0.83	0.88	0.87	0.94	0.87	0.35	0.70	0.76	0.76	0.93	0.59	0.82	0.61	0.77	0.89
NM_018091|ELP3|chr8|+	chr8:28047165-28048678	28047590	0.52	0.79	0.42	0.43	0.19	0.44	0.41	0.43	0.60	0.58	0.54	0.50	0.40	0.37	0.45	0.51	0.51	0.52	0.85	0.48	0.33	0.40	0.55
NM_014754|PTDSS1|chr8|+	chr8:97345684-97346785	97345920	1.00	1.00	0.94	1.00	1.00	1.00	1.00	1.00	0.98	0.82	0.96	0.87	1.00	1.00	0.91	0.84	0.85	0.94	1.00	0.84	1.00	0.98	1.00
NM_001111097|LYN|chr8|+	chr8:56922466-56924539	56923850	0.56	NA	NA	0.17	NA	0.74	NA	NA	0.44	0.55	0.31	0.24	NA	NA	0.49	0.20	0.26	NA	0.20	NA	NA	NA	0.51
NM_152284|CHMP4C|chr8|+	chr8:82670714-82671758	82671149	NA	NA	NA	0.78	NA	0.79	NA	NA	0.86	0.78	0.84	0.78	NA	NA	0.95	0.73	0.85	NA	NA	NA	0.95	1.00	0.85
NM_003821|RIPK2|chr8|+	chr8:90802306-90803292	90802631	0.36	NA	0.22	0.21	0.25	0.30	0.50	0.14	0.22	0.18	0.37	0.20	0.13	0.43	0.27	0.20	0.22	0.33	0.32	0.08	0.29	0.15	0.26
NR_033334|TMEM70|chr8|+	chr8:74893389-74895008	74893875	0.24	0.15	0.16	0.10	0.22	0.12	NA	NA	0.13	0.24	0.21	0.18	0.11	0.47	0.21	0.15	0.13	0.14	0.17	0.09	0.26	0.27	0.18
NM_148174|AZIN1|chr8|-	chr8:103838531-103840906	103840267	0.60	0.67	0.74	0.57	0.77	0.57	0.88	0.53	0.61	0.78	0.87	0.72	0.59	0.71	0.69	0.70	0.79	0.68	0.61	0.43	0.64	0.72	0.54
NR_033403|BMP1|chr8|+	chr8:22069106-22069841	22069256	1.00	0.73	0.79	0.76	0.96	NA	NA	0.84	0.91	0.57	0.98	NA	NA	1.00	NA	0.87	0.93	NA	1.00	0.54	0.99	NA	NA
NM_004331|BNIP3L|chr8|+	chr8:26267879-26270655	26268401	0.43	0.62	0.64	0.46	0.29	0.40	0.42	0.37	0.61	0.76	0.60	0.71	0.39	0.33	0.66	0.65	0.48	0.71	0.52	0.38	0.45	0.48	0.52
NM_145043|NEIL2|chr8|+	chr8:11643471-11644863	11643937	1.00	0.83	0.97	0.90	NA	NA	NA	NA	0.84	0.96	1.00	1.00	0.88	NA	1.00	1.00	0.97	NA	1.00	0.51	NA	1.00	1.00
NM_017778|WHSC1L1|chr8|-	chr8:38173939-38175556	38174462	0.76	0.48	NA	NA	NA	NA	NA	NA	NA	0.42	0.53	0.40	NA	0.83	0.64	0.49	0.52	NA	NA	NA	0.77	0.55	0.69
NM_005526|HSF1|chr8|+	chr8:145537787-145538990	145538357	0.08	0.07	0.08	0.08	0.18	0.14	0.15	0.08	0.05	0.08	0.06	0.06	0.03	0.11	0.08	0.08	0.05	0.06	0.05	0.13	0.05	0.08	0.07
NM_025232|REEP4|chr8|-	chr8:21995529-21996065	21995892	0.91	1.00	0.95	0.93	1.00	0.99	1.00	1.00	1.00	0.80	1.00	1.00	0.87	1.00	1.00	1.00	1.00	0.96	0.66	0.98	1.00	1.00	1.00
NM_002164|IDO1|chr8|+	chr8:39785348-39786304	39785863	0.54	NA	NA	0.19	0.28	0.80	0.43	0.44	NA	0.23	0.32	NA	NA	0.60	0.36	0.23	0.27	NA	0.26	NA	0.39	0.38	0.34
NM_002346|LY6E|chr8|+	chr8:144102982-144103832	144103132	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	1.00	1.00	1.00	1.00
NM_183419|RNF19A|chr8|-	chr8:101269257-101271474	101271324	NA	NA	NA	0.73	0.84	NA	NA	NA	0.97	0.72	0.96	NA	0.63	NA	NA	0.81	0.85	0.82	0.80	0.19	NA	0.99	0.96
NM_032869|NUDCD1|chr8|-	chr8:110253220-110255530	110254945	0.10	0.30	0.18	0.15	NA	NA	NA	NA	0.11	0.18	0.17	0.18	NA	0.07	0.18	0.18	0.19	NA	0.05	NA	0.17	0.08	0.16
NM_014066|COMMD5|chr8|-	chr8:146075554-146076780	146075999	NA	0.90	0.91	0.80	1.00	NA	NA	0.97	0.94	0.82	0.70	0.74	0.70	1.00	0.94	0.65	0.68	0.90	NA	0.59	1.00	0.76	1.00
NM_172037|RDH10|chr8|+	chr8:74235147-74237771	74236705	0.97	0.65	NA	0.48	NA	0.99	1.00	NA	NA	NA	0.97	0.70	0.64	NA	0.99	0.76	0.78	0.90	0.58	0.92	1.00	NA	0.77
NR_033698|FNTA|chr8|+	chr8:42940302-42940934	42940470	1.00	1.00	0.96	0.96	1.00	0.98	1.00	1.00	0.93	1.00	1.00	0.92	0.99	1.00	1.00	1.00	1.00	1.00	0.95	0.98	0.99	1.00	1.00
NM_001722|POLR3D|chr8|+	chr8:22107908-22112880	22108644	0.11	0.27	0.09	0.26	NA	NA	NA	0.09	0.17	0.11	0.16	NA	0.13	NA	0.17	0.13	0.17	NA	0.20	0.06	NA	0.07	0.14
NM_032902|PPP1R16A|chr8|+	chr8:145726902-145727507	145727160	NA	0.95	0.91	1.00	0.88	1.00	0.97	1.00	0.99	1.00	0.77	0.78	0.99	1.00	0.91	0.79	0.79	0.93	0.98	1.00	1.00	0.98	1.00
NM_001009552|PPP2CB|chr8|-	chr8:30643125-30643823	30643465	0.99	0.63	0.78	0.59	1.00	0.95	1.00	0.82	0.81	1.00	1.00	0.93	0.81	1.00	1.00	0.94	0.98	0.94	1.00	0.38	1.00	1.00	0.78
NM_001693|ATP6V1B2|chr8|+	chr8:20077773-20079213	20077923	0.85	0.93	0.97	0.89	0.81	0.92	NA	0.93	0.91	0.88	0.93	0.86	0.84	NA	0.97	0.89	0.90	0.85	0.94	0.89	0.83	0.88	0.83
NM_024300|CHCHD7|chr8|+	chr8:57129889-57131239	57130039	0.48	0.93	1.00	NA	0.74	0.55	NA	NA	0.71	0.95	0.85	0.51	0.75	0.46	0.55	0.53	0.58	NA	0.27	NA	0.80	0.25	0.87
NM_022783|DEPTOR|chr8|+	chr8:121061814-121063199	121062629	0.99	0.50	0.50	0.46	0.81	NA	NA	0.64	0.51	0.57	0.51	0.61	NA	1.00	0.78	0.49	0.50	NA	0.68	0.19	0.79	0.84	0.79
NM_003580|NSMAF|chr8|-	chr8:59496059-59496759	59496609	NA	NA	1.00	NA	1.00	NA	1.00	1.00	NA	1.00	1.00	1.00	NA	1.00	1.00	1.00	1.00	1.00	NA	0.85	1.00	1.00	0.94
NM_002998|SDC2|chr8|+	chr8:97621612-97624056	97622827	0.33	0.30	0.32	0.28	0.40	0.37	NA	0.46	NA	NA	0.32	0.24	0.36	0.63	0.26	0.24	0.30	0.29	0.27	NA	0.51	0.25	NA
NM_015902|UBR5|chr8|-	chr8:103264511-103266742	103265642	0.19	0.20	0.22	0.22	0.45	0.27	0.43	0.16	0.25	0.14	0.20	0.26	0.26	0.17	0.27	0.22	0.23	0.40	0.18	0.05	0.22	0.17	0.28
NM_152758|YTHDF3|chr8|+	chr8:64122240-64125363	64122540	NA	0.76	0.83	0.68	NA	NA	NA	NA	0.81	0.79	0.91	0.88	0.69	NA	0.92	0.72	0.79	0.75	NA	NA	NA	0.93	0.92
NM_138496|CYHR1|chr8|-	chr8:145674947-145676153	145675388	NA	0.20	NA	0.18	0.69	NA	NA	0.52	0.20	0.25	0.33	0.40	0.15	0.86	0.40	0.34	0.30	0.36	NA	0.22	0.51	0.36	0.25
NM_005775|SORBS3|chr8|+	chr8:22432179-22433013	22432446	1.00	1.00	0.84	1.00	1.00	1.00	1.00	1.00	1.00	0.74	1.00	0.93	1.00	1.00	1.00	NA	0.99	1.00	1.00	0.61	1.00	NA	1.00
NR_040009|IKBKB|chr8|+	chr8:42188431-42190034	42189379	0.93	NA	NA	0.80	0.97	NA	1.00	NA	NA	NA	0.83	NA	NA	1.00	1.00	0.87	NA	NA	NA	0.26	1.00	0.88	1.00
NM_014109|ATAD2|chr8|-	chr8:124332093-124333415	124332779	0.46	0.27	0.30	0.16	0.52	NA	NA	NA	0.34	NA	0.58	0.51	0.17	NA	NA	NA	0.40	NA	NA	NA	0.50	0.48	NA
NM_178812|MTDH|chr8|+	chr8:98736827-98742505	98738522	NA	0.62	0.37	0.36	NA	0.40	NA	NA	0.36	0.21	0.27	0.24	NA	NA	0.40	0.30	0.28	0.37	0.26	NA	NA	0.23	0.32
NM_003909|CPNE3|chr8|+	chr8:87570515-87573743	87570724	NA	0.70	0.83	0.78	0.65	NA	NA	NA	0.86	0.85	0.79	0.81	0.64	0.37	0.86	0.79	0.73	0.79	0.89	0.42	0.54	0.83	0.74
NM_005079|TPD52|chr8|-	chr8:80947062-80950470	80948885	0.16	0.14	0.14	0.05	NA	0.17	NA	NA	0.08	0.11	0.11	0.09	0.15	0.38	0.11	0.06	0.08	0.16	0.05	0.09	NA	0.10	0.10
NM_017444|CHRAC1|chr8|+	chr8:141525224-141527255	141525585	NA	0.66	0.70	0.68	NA	NA	NA	NA	0.67	0.58	0.81	0.80	0.61	NA	0.88	0.73	0.77	NA	0.88	NA	NA	NA	0.76
NM_018361|AGPAT5|chr8|+	chr8:6614683-6619032	6617134	NA	0.53	0.29	0.23	NA	NA	NA	NA	0.26	0.15	0.33	0.19	NA	NA	0.27	0.19	0.21	NA	0.16	NA	NA	0.17	0.37
NR_036472|ENY2|chr8|+	chr8:110355633-110358043	110355783	0.20	0.21	0.12	0.14	0.14	0.08	0.16	0.11	0.16	0.12	0.11	0.10	0.10	0.13	0.08	0.09	0.10	0.18	0.19	0.18	0.12	0.09	0.13
NM_001114139|EPB49|chr8|+	chr8:21938860-21940042	21939010	1.00	NA	0.98	1.00	NA	NA	NA	0.99	0.97	0.92	0.91	0.89	1.00	NA	0.85	0.84	0.91	0.97	NA	1.00	1.00	NA	0.96
NM_002380|MATN2|chr8|+	chr8:99047884-99048444	99048034	1.00	NA	0.91	0.72	NA	NA	1.00	0.99	0.83	0.90	0.80	NA	0.96	1.00	1.00	NA	0.74	NA	0.98	NA	1.00	NA	1.00
NM_016127|TMEM66|chr8|-	chr8:29920603-29921429	29921229	1.00	0.78	0.97	0.89	1.00	1.00	1.00	1.00	0.89	0.98	0.92	0.90	1.00	1.00	0.99	0.84	0.86	0.94	0.81	0.92	1.00	0.98	0.99
NM_003129|SQLE|chr8|+	chr8:126033994-126034527	126034195	0.74	0.45	0.65	0.39	0.87	0.82	0.90	0.49	0.44	0.58	0.63	0.65	0.42	1.00	0.84	0.58	0.65	0.51	0.64	0.23	0.83	0.82	0.61
NM_152272|CHMP7|chr8|+	chr8:23118050-23119519	23119025	1.00	0.61	1.00	0.83	NA	NA	NA	NA	0.65	1.00	0.98	0.93	1.00	NA	1.00	0.92	0.88	0.83	0.92	NA	NA	1.00	0.91
NM_005836|HRSP12|chr8|-	chr8:99114573-99115132	99114885	1.00	0.69	1.00	0.81	1.00	1.00	1.00	0.99	0.87	0.99	1.00	0.98	NA	1.00	1.00	0.92	1.00	1.00	0.66	NA	1.00	1.00	0.96
NM_001172087|PEX2|chr8|-	chr8:77893763-77896431	77895192	NA	0.34	0.27	0.23	NA	0.41	NA	NA	0.29	0.19	0.26	0.13	0.24	0.78	0.30	0.25	0.18	0.34	0.21	NA	NA	0.22	0.39
NM_001174066|FGFR1|chr8|-	chr8:38268670-38271322	38270530	0.62	0.52	0.54	0.25	0.45	0.49	0.43	0.28	0.63	0.34	0.33	0.51	0.39	0.49	0.47	0.22	0.41	0.21	0.31	0.20	0.54	0.59	0.36
NM_006749|SLC20A2|chr8|-	chr8:42273984-42275485	42275136	NA	0.87	NA	0.79	NA	NA	NA	0.93	0.81	0.83	1.00	1.00	0.64	NA	0.99	0.94	0.97	0.90	0.94	0.54	NA	1.00	0.94
NM_018407|LAPTM4B|chr8|+	chr8:98863624-98864840	98863774	0.99	0.82	0.97	0.85	1.00	1.00	0.98	0.87	0.87	0.92	0.99	0.99	0.74	1.00	0.99	0.98	0.98	0.90	0.96	0.44	1.00	1.00	0.98
NM_014294|TRAM1|chr8|-	chr8:71485495-71487240	71487012	0.95	0.75	0.93	0.75	0.90	1.00	1.00	0.85	0.78	0.81	0.93	0.92	0.71	1.00	0.97	0.83	0.91	0.91	0.78	0.59	1.00	0.81	0.98
NM_006421|ARFGEF1|chr8|-	chr8:68109897-68111333	68110850	NA	NA	0.92	0.67	0.98	NA	NA	NA	0.77	NA	0.96	0.91	0.69	NA	1.00	0.92	0.92	0.78	0.75	NA	NA	0.97	0.90
NM_001160372|TRAPPC9|chr8|-	chr8:140741433-140743471	140742621	0.02	0.21	0.07	0.04	0.06	NA	0.06	0.03	0.06	0.06	0.04	NA	0.04	0.04	0.07	0.05	0.04	0.05	0.02	0.02	0.02	NA	0.02
NM_001256763|FAM49B|chr8|-	chr8:130852842-130854451	130853767	NA	0.14	0.05	0.04	NA	0.02	0.05	NA	0.08	0.04	0.04	0.05	0.05	0.04	0.05	0.04	0.06	0.08	0.08	NA	0.06	0.05	0.04
NM_152415|VPS37A|chr8|+	chr8:17152495-17155492	17152773	0.09	0.31	0.13	0.15	0.13	0.11	0.22	0.13	0.16	0.13	0.17	0.25	NA	0.11	0.21	0.19	0.21	0.30	NA	NA	0.17	0.14	0.21
NM_001199649|PTK2|chr8|-	chr8:141668492-141669777	141669458	0.96	0.79	0.83	0.56	0.97	1.00	1.00	0.72	0.86	0.89	0.97	0.95	0.56	1.00	0.99	0.83	0.96	0.80	1.00	0.19	0.96	0.99	0.88
NM_015420|DCAF13|chr8|+	chr8:104455022-104455636	104455178	0.33	0.24	0.16	0.24	0.15	0.20	0.23	0.16	0.22	0.28	0.30	0.28	0.16	0.22	0.37	0.31	0.29	0.35	0.33	0.07	0.28	0.14	0.24
NM_001242318|PDE7A|chr8|-	chr8:66629900-66631730	66631580	NA	0.93	0.90	0.95	1.00	NA	NA	NA	0.96	0.98	0.99	0.92	0.88	NA	0.98	0.98	0.97	0.97	NA	0.73	NA	0.99	0.93
NM_022454|SOX17|chr8|+	chr8:55371617-55374847	55371767	0.31	0.31	0.28	0.27	0.38	0.33	0.32	0.45	0.31	0.21	0.37	0.38	0.30	0.36	0.41	0.32	0.32	0.36	0.42	0.13	0.35	0.44	0.48
NM_014265|ADAM28|chr8|+	chr8:24211896-24215954	24212251	NA	0.17	NA	0.20	0.18	0.13	0.16	0.27	NA	NA	0.11	0.11	NA	0.08	0.13	NA	0.15	NA	0.16	NA	0.11	NA	0.10
NM_001080394|KIAA0146|chr8|+	chr8:48647868-48648563	48648091	0.61	0.34	0.55	0.31	0.69	1.00	1.00	0.39	0.47	0.47	0.51	0.52	0.36	0.85	0.82	0.45	0.60	0.58	0.98	0.09	0.98	0.65	0.68
NM_006571|DCTN6|chr8|+	chr8:30040590-30041145	30040831	0.93	0.39	0.64	0.38	0.94	0.99	NA	0.38	0.51	0.46	0.64	0.59	0.39	1.00	0.88	0.52	0.62	0.60	0.60	0.13	1.00	0.68	0.73
NM_004901|ENTPD4|chr8|-	chr8:23286628-23290667	23289892	0.29	NA	NA	0.60	NA	NA	NA	NA	0.80	NA	0.71	0.93	NA	0.14	0.77	0.87	0.93	1.00	0.45	NA	0.47	0.38	0.55
NM_014175|MRPL15|chr8|+	chr8:55059941-55061173	55060436	0.02	0.31	0.03	0.04	0.04	0.03	0.03	0.03	0.04	0.02	0.06	0.04	0.05	0.03	0.05	0.06	0.03	0.07	0.03	0.05	0.02	0.03	0.05
NM_018246|CCDC25|chr8|-	chr8:27590817-27593762	27592613	0.37	0.91	NA	0.63	NA	NA	NA	NA	0.56	0.30	0.62	0.34	NA	NA	0.42	0.49	0.44	0.59	0.56	NA	NA	0.45	0.65
NM_006197|PCM1|chr8|+	chr8:17885145-17886530	17885348	0.06	0.34	0.10	0.16	0.06	0.07	0.07	0.04	0.13	0.10	0.12	0.11	0.11	0.06	0.10	0.15	0.14	0.12	0.14	0.03	0.04	0.06	0.09
NM_007198|PROSC|chr8|+	chr8:37635490-37637275	37636281	1.00	0.83	1.00	0.82	NA	NA	NA	NA	0.92	0.77	1.00	1.00	0.82	NA	1.00	0.95	0.98	NA	1.00	0.42	NA	NA	1.00
NM_032468|ASPH|chr8|-	chr8:62536904-62538839	62538689	NA	0.77	0.80	0.75	NA	0.95	NA	NA	NA	0.84	0.89	0.87	NA	NA	0.91	0.86	0.86	0.81	NA	0.36	NA	0.91	0.86
NM_006765|TUSC3|chr8|+	chr8:15621711-15623046	15621961	0.15	0.25	NA	0.19	0.16	0.14	0.15	0.19	NA	0.12	0.12	0.12	0.13	0.11	0.14	0.14	0.15	0.18	NA	NA	0.14	0.13	0.12
NM_014781|RB1CC1|chr8|-	chr8:53535021-53536419	53535521	0.62	0.48	0.50	NA	NA	0.92	NA	NA	0.42	0.40	0.46	0.41	0.42	0.99	0.66	0.31	0.48	0.57	0.15	NA	0.84	0.42	0.58
NM_018120|ARMC1|chr8|-	chr8:66514682-66516820	66516609	NA	0.73	0.89	0.58	NA	NA	NA	NA	0.77	0.82	0.96	0.93	0.56	NA	NA	0.84	0.89	0.83	NA	0.21	NA	NA	0.81
NM_015214|DDHD2|chr8|+	chr8:38118117-38120300	38118271	0.55	0.52	0.77	0.68	0.42	0.64	NA	NA	0.51	0.88	0.81	0.83	0.61	0.41	0.93	0.63	0.77	0.67	0.54	NA	NA	NA	0.74
NM_007013|WWP1|chr8|+	chr8:87479022-87480952	87479899	0.43	0.31	NA	0.19	0.56	0.31	0.52	NA	0.36	NA	0.33	0.26	NA	0.77	0.39	0.33	0.27	0.24	NA	NA	0.62	0.36	0.32
NM_002095|GTF2E2|chr8|-	chr8:30436024-30436554	30436330	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	0.93	0.86	0.79	1.00	1.00	0.86	0.86	0.84	1.00	0.85	NA	1.00	0.90	0.99
NM_000127|EXT1|chr8|-	chr8:118811601-118812136	118811941	0.99	0.84	0.92	0.90	1.00	1.00	1.00	0.97	0.95	0.85	0.92	0.81	0.72	1.00	0.98	0.82	0.87	NA	0.94	0.45	1.00	0.92	0.92
NM_001032282|KLF10|chr8|-	chr8:103661004-103662619	103662319	NA	0.67	0.85	0.67	NA	1.00	NA	0.64	0.75	0.74	0.95	0.93	0.46	NA	NA	0.83	0.89	0.82	0.93	0.14	NA	0.95	0.95
NM_017884|PINX1|chr8|-	chr8:10622486-10623426	10622874	NA	1.00	1.00	0.87	NA	NA	NA	NA	0.95	0.63	0.66	0.57	NA	NA	0.69	0.58	0.59	NA	NA	NA	0.90	0.68	NA
NM_001135694|VDAC3|chr8|+	chr8:42262888-42263416	42263046	1.00	0.98	0.97	0.97	1.00	0.99	1.00	0.99	0.97	1.00	0.84	0.65	0.98	1.00	0.80	0.77	0.78	0.99	0.97	0.85	1.00	0.83	0.99
NM_005605|PPP3CC|chr8|+	chr8:22398127-22398664	22398351	0.48	NA	0.61	0.31	0.60	0.94	NA	0.26	0.69	0.50	NA	0.42	NA	0.67	0.58	NA	0.39	NA	NA	NA	0.63	NA	NA
NM_178819|AGPAT6|chr8|+	chr8:41478411-41479700	41479242	0.81	0.73	1.00	0.65	0.92	0.90	0.92	0.85	0.64	0.48	0.73	0.68	0.60	0.89	0.74	0.71	0.71	0.70	0.48	0.67	0.88	0.78	0.85
NM_002485|NBN|chr8|-	chr8:90945559-90947840	90947690	0.62	0.77	0.69	0.79	NA	0.67	NA	NA	NA	NA	NA	0.77	NA	0.28	0.71	0.84	0.82	NA	NA	NA	0.36	0.72	0.73
NM_015344|LEPROTL1|chr8|+	chr8:29963261-29965575	29963478	0.56	0.49	0.32	0.38	0.12	0.44	0.26	0.23	0.47	0.41	0.43	0.47	0.20	0.16	0.46	0.39	0.41	0.45	0.44	0.19	0.22	0.24	0.40
NM_032789|PARP10|chr8|-	chr8:145051324-145051998	145051689	NA	0.76	0.83	0.73	0.96	1.00	1.00	0.87	NA	NA	0.92	NA	0.65	1.00	1.00	0.86	0.88	0.78	1.00	0.24	0.96	0.98	0.73
NM_152419|HGSNAT|chr8|+	chr8:43054530-43057988	43056920	NA	NA	NA	NA	0.76	NA	NA	NA	0.36	NA	0.39	0.62	0.26	NA	0.55	0.49	0.39	0.48	0.65	0.49	NA	0.61	0.52
NM_017813|IMPAD1|chr8|-	chr8:57870460-57876623	57875396	0.43	0.78	0.54	0.37	NA	0.57	NA	NA	0.51	0.41	0.39	0.60	0.64	0.29	0.57	0.57	0.59	0.74	0.46	NA	0.35	0.29	0.41
NM_002318|LOXL2|chr8|-	chr8:23154629-23155635	23155454	NA	0.95	NA	0.88	NA	NA	NA	0.98	0.97	0.98	1.00	NA	1.00	NA	1.00	1.00	0.99	NA	NA	NA	1.00	1.00	NA
NM_003184|TAF2|chr8|-	chr8:120743026-120744426	120744240	0.83	0.62	0.64	0.48	NA	NA	NA	NA	0.55	0.76	0.67	0.76	0.57	NA	0.86	0.60	0.58	0.63	NA	0.30	NA	0.86	0.79
