event_id	loci	Proximal_Site	TCGA-CZ-5458-01A-01R-1503-07	TCGA-B2-5636-01A-02R-1541-07	TCGA-CZ-5462-01A-01R-1503-07	TCGA-B0-5696-01A-11R-1541-07	TCGA-CJ-6030-01A-11R-1672-07	TCGA-CJ-5679-01A-11R-1541-07	TCGA-B0-5709-01A-11R-1541-07	TCGA-B0-5705-01A-11R-1541-07	TCGA-CZ-5985-01A-11R-1672-07	TCGA-CZ-5452-01A-01R-1503-07	TCGA-B0-5706-01A-11R-1541-07	TCGA-B0-5701-01A-11R-1541-07	TCGA-CW-5580-01A-01R-1672-07	TCGA-CJ-5680-01A-11R-1541-07	TCGA-B0-5697-01A-11R-1541-07	TCGA-B0-4700-01A-02R-1541-07	TCGA-B8-5552-01B-11R-1672-07	TCGA-CZ-5984-01A-11R-1672-07	TCGA-CZ-5461-01A-01R-1503-07	TCGA-CZ-4865-01A-02R-1503-07	TCGA-B0-4712-01A-01R-1503-07	TCGA-CZ-5463-01A-01R-1503-07	TCGA-CW-5581-01A-02R-1541-07	TCGA-CZ-5456-01A-01R-1503-07	TCGA-CW-6090-01A-11R-1672-07	TCGA-CZ-5987-01A-11R-1672-07	TCGA-CZ-5455-01A-01R-1503-07	TCGA-CZ-5989-01A-11R-1672-07	TCGA-CZ-5453-01A-01R-1503-07	TCGA-CJ-5676-01A-11R-1541-07	TCGA-CW-5585-01A-01R-1541-07	TCGA-CZ-5466-01A-01R-1503-07	TCGA-CZ-5470-01A-01R-1503-07	TCGA-B0-5694-01A-11R-1541-07	TCGA-A3-3387-01A-01R-1541-07	TCGA-CW-6087-01A-11R-1672-07	TCGA-CZ-5451-01A-01R-1503-07	TCGA-A3-3358-01A-01R-1541-07	TCGA-CJ-5678-01A-11R-1541-07	TCGA-B0-5690-01A-11R-1541-07	TCGA-B0-5691-01A-11R-1541-07	TCGA-CJ-5672-01A-11R-1541-07	TCGA-CW-5584-01A-01R-1541-07	TCGA-B8-4620-01A-02R-1325-07	TCGA-B0-5699-01A-11R-1541-07	TCGA-B8-4622-01A-02R-1277-07	TCGA-B0-5402-01A-01R-1503-07	TCGA-CZ-5457-01A-01R-1503-07	TCGA-CZ-5986-01A-11R-1672-07	TCGA-CW-5587-01A-01R-1541-07	TCGA-CZ-4864-01A-01R-1503-07	TCGA-CZ-5988-01A-11R-1672-07	TCGA-B0-5711-01A-11R-1672-07	TCGA-CJ-5689-01A-11R-1541-07	TCGA-B0-5703-01A-11R-1541-07	TCGA-B0-5712-01A-11R-1672-07	TCGA-CZ-5469-01A-01R-1503-07	TCGA-CZ-4863-01A-01R-1503-07	TCGA-B2-5641-01A-01R-1541-07	TCGA-CZ-5465-01A-01R-1503-07	TCGA-CJ-5677-01A-11R-1541-07	TCGA-CZ-5982-01A-11R-1672-07	TCGA-CW-6088-01A-11R-1672-07	TCGA-CZ-5468-01A-01R-1503-07	TCGA-CZ-5467-01A-01R-1503-07	TCGA-CZ-5454-01A-01R-1503-07	TCGA-CJ-5681-01A-11R-1541-07	TCGA-CW-5591-01A-01R-1541-07	TCGA-B8-5549-01A-01R-1541-07	TCGA-B8-4619-01A-02R-1325-07	TCGA-CW-5589-01A-01R-1541-07	TCGA-CJ-6033-01A-11R-1672-07
NM_018322|SAYSD1|chr6|-	chr6:39071862-39073552	39072979	0.44	0.38	0.43	0.35	0.48	0.41	0.34	0.46	0.36	0.34	0.45	0.38	0.50	0.33	0.35	0.44	0.38	0.46	0.31	0.43	0.42	0.44	0.36	0.34	0.46	0.51	0.48	NA	0.43	0.45	0.41	0.36	0.53	0.50	0.39	0.35	0.45	0.36	0.36	0.41	0.39	0.40	0.31	0.41	0.42	0.37	0.39	0.45	0.50	0.33	0.40	0.44	0.43	0.36	0.60	0.46	0.57	0.38	0.38	0.45	0.51	0.43	0.43	0.48	0.21	0.37	0.36	0.44	0.31	0.45	0.39	0.55
NM_006724|MAP3K4|chr6|+	chr6:161537881-161538411	161538044	1.00	1.00	1.00	1.00	1.00	1.00	0.99	0.85	NA	1.00	0.76	1.00	1.00	1.00	0.99	1.00	1.00	1.00	1.00	1.00	1.00	0.85	0.96	NA	0.98	NA	0.82	0.43	0.96	1.00	1.00	1.00	1.00	1.00	0.89	1.00	0.97	1.00	1.00	1.00	1.00	1.00	1.00	1.00	0.91	1.00	NA	0.96	1.00	NA	NA	0.85	1.00	1.00	1.00	0.98	1.00	1.00	NA	0.94	1.00	0.94	1.00	1.00	0.80	1.00	1.00	0.75	NA	0.96	1.00	1.00
NM_003463|PTP4A1|chr6|+	chr6:64289961-64293444	64291325	0.65	0.51	0.53	0.60	0.43	0.43	0.51	0.53	0.47	0.57	0.49	0.44	0.53	0.61	0.45	0.40	0.55	0.54	0.57	0.53	0.37	0.53	0.43	0.47	0.79	0.61	0.45	0.95	0.53	0.42	0.57	0.47	0.46	0.50	0.46	0.35	0.45	0.45	0.78	0.52	0.61	0.42	0.56	0.36	0.54	0.58	0.49	0.45	0.47	0.54	0.59	0.45	0.55	0.40	0.55	0.42	0.36	0.50	0.50	0.66	0.40	0.48	0.53	0.53	0.63	0.43	0.56	0.55	0.46	0.40	0.67	0.53
NM_000876|IGF2R|chr6|+	chr6:160525705-160527997	160527196	0.76	0.42	0.50	0.78	0.81	0.89	0.42	0.48	0.52	0.89	0.61	0.66	0.55	0.59	0.65	0.89	0.44	0.67	0.55	0.73	0.89	0.40	0.40	0.40	0.67	0.82	0.38	0.82	0.68	0.94	0.63	0.66	0.96	0.84	0.47	0.46	0.67	0.55	1.00	0.63	0.41	0.75	0.46	0.48	0.61	0.47	0.39	0.69	0.37	0.43	0.39	0.41	0.49	0.78	0.79	0.74	1.00	0.47	0.47	0.47	0.95	0.42	0.39	0.84	0.45	0.60	0.50	0.49	0.45	0.31	0.62	0.91
NM_000255|MUT|chr6|-	chr6:49398088-49399569	49399185	0.39	0.31	0.39	0.39	0.35	0.42	0.46	0.38	0.38	0.38	0.43	0.44	0.42	0.42	0.37	0.42	0.41	0.40	0.40	0.37	0.35	0.41	0.32	0.45	0.49	0.60	0.35	0.69	0.37	0.38	0.41	0.46	0.34	0.42	0.46	0.32	0.44	0.42	0.42	0.42	0.47	0.40	0.40	0.47	0.41	0.47	0.36	0.35	0.40	0.43	0.39	0.30	0.39	0.34	0.38	0.33	0.53	0.39	0.43	0.37	0.39	0.43	0.43	0.33	0.44	0.46	0.44	0.38	0.43	0.37	0.46	0.35
NM_014051|TMEM14A|chr6|+	chr6:52550807-52551361	52551039	0.64	0.57	0.57	0.56	0.50	0.64	0.60	0.61	0.49	0.64	0.71	0.68	0.59	0.60	0.55	0.62	0.53	0.58	0.57	0.60	0.62	0.53	0.40	0.53	0.60	0.57	0.55	0.90	0.60	0.63	0.65	0.30	0.62	0.75	0.59	0.56	0.25	0.62	0.72	0.69	0.67	0.69	0.62	0.37	0.65	0.51	0.56	0.58	0.55	0.66	0.58	0.53	0.53	0.49	0.76	0.62	0.71	0.60	0.47	0.67	0.52	0.65	0.50	0.67	0.58	0.62	0.64	0.67	0.46	0.31	0.63	0.75
NM_001142393|NEDD9|chr6|-	chr6:11183080-11185904	11185364	0.68	0.62	0.72	0.77	0.79	0.73	0.60	0.64	0.75	0.66	0.68	0.79	0.80	0.75	0.71	0.66	0.77	0.79	0.64	0.88	0.82	0.76	0.62	0.51	0.95	0.79	0.77	1.00	0.59	0.80	0.58	0.74	0.83	0.82	0.70	0.64	0.74	0.68	0.79	0.74	0.74	0.76	0.64	0.63	0.76	0.73	0.67	0.82	0.57	0.71	0.68	0.62	0.69	0.72	0.79	0.76	0.74	0.69	0.64	0.81	0.76	0.72	0.64	0.83	0.73	0.69	0.72	0.74	0.62	0.69	0.78	0.83
NM_001242827|SIRT5|chr6|+	chr6:13612021-13615131	13612366	0.15	0.14	0.16	0.13	0.18	0.27	0.32	0.17	0.23	0.23	0.13	0.20	0.18	0.24	0.32	0.28	0.24	0.19	0.13	0.21	0.14	0.20	0.16	0.25	0.09	0.22	0.24	0.20	0.15	0.21	0.13	0.15	0.14	0.16	0.29	0.23	0.18	0.18	0.06	0.22	0.19	0.23	0.20	0.12	0.23	0.17	0.13	0.15	0.22	0.16	0.23	0.28	0.21	0.19	0.10	0.16	0.22	0.21	0.23	0.16	0.20	0.15	0.24	0.28	0.12	0.09	0.29	0.18	0.17	0.19	0.16	0.18
NM_002122|HLA-DQA1|chr6|+	chr6:32610728-32612061	32611008	NA	0.09	0.17	0.09	0.23	0.23	0.45	0.04	0.04	0.60	0.09	0.06	0.52	0.01	0.09	0.01	0.08	0.52	0.09	0.60	0.78	0.03	0.49	0.06	0.59	0.31	0.16	0.16	0.02	0.06	0.02	0.01	0.51	0.56	0.07	0.02	NA	0.45	0.21	0.02	0.10	0.52	0.11	0.05	0.51	0.02	0.19	0.07	0.17	1.00	0.54	0.54	0.19	0.02	0.18	0.12	0.33	0.16	0.08	0.19	0.25	0.06	0.07	0.06	0.06	0.15	0.01	NA	0.86	0.03	0.67	0.01
NM_002714|PPP1R10|chr6|-	chr6:30568175-30569435	30569285	0.99	1.00	0.99	1.00	1.00	1.00	1.00	0.99	1.00	0.99	1.00	1.00	1.00	1.00	0.99	1.00	1.00	1.00	0.99	1.00	1.00	1.00	0.99	0.96	1.00	1.00	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	0.99	1.00	1.00	1.00	1.00	1.00	0.98	1.00	1.00	1.00	0.99	1.00	1.00	0.99	0.99	1.00	1.00	1.00	1.00	1.00	1.00	1.00	0.98	1.00	1.00	1.00	1.00	1.00	1.00	0.99	0.99	1.00	0.99	1.00	1.00	1.00
NM_145333|MAP3K7|chr6|-	chr6:91223294-91226400	91225537	0.46	0.40	0.39	0.37	0.42	0.59	0.39	0.35	0.36	0.42	0.50	0.32	0.40	0.41	0.43	0.45	0.38	0.36	0.41	0.43	0.47	0.40	0.38	0.44	0.49	0.49	0.35	0.97	0.43	0.68	0.45	0.28	0.38	0.49	0.42	0.38	0.38	0.43	0.48	0.50	0.46	0.41	0.40	0.37	0.41	0.51	0.39	0.30	0.36	0.33	0.44	0.39	0.42	0.44	0.43	0.44	0.65	0.41	0.35	0.41	0.50	0.45	0.38	0.59	0.43	0.46	0.44	0.33	0.32	0.31	0.41	0.52
NR_026775|LINC00240|chr6|+	chr6:26991032-26991764	26991182	0.33	NA	0.24	NA	0.48	0.36	NA	NA	0.35	0.31	NA	0.28	0.36	NA	NA	NA	NA	0.29	0.34	NA	0.27	NA	0.45	0.24	0.42	0.50	0.43	0.50	NA	0.33	0.41	0.31	NA	0.34	0.40	NA	NA	0.40	0.48	NA	NA	0.30	0.32	NA	NA	0.44	0.30	NA	NA	NA	0.60	0.26	0.33	NA	0.55	NA	0.38	NA	NA	NA	0.39	NA	NA	0.29	0.38	NA	NA	NA	0.32	NA	NA	0.42
NM_003107|SOX4|chr6|+	chr6:21593971-21598952	21594562	0.78	0.70	0.70	0.74	0.70	0.74	0.71	0.65	0.61	0.79	0.66	0.70	0.58	0.71	0.70	0.73	0.64	0.61	0.67	0.71	0.78	0.62	0.70	0.63	0.70	0.69	0.63	NA	0.73	0.75	0.71	0.68	0.77	0.70	0.68	0.58	0.70	0.64	NA	0.69	0.67	NA	0.70	0.71	0.69	0.70	0.66	0.64	0.51	NA	NA	0.58	0.63	0.73	0.72	0.70	0.75	0.69	0.64	0.61	0.74	0.67	0.63	0.78	0.73	0.66	NA	0.69	0.60	0.67	0.68	0.73
NM_020823|TMEM181|chr6|+	chr6:159052841-159056472	159054643	0.88	0.75	NA	NA	0.90	0.92	0.80	0.84	NA	NA	0.90	0.85	0.82	0.85	0.92	NA	0.80	0.88	0.75	0.95	NA	0.87	0.73	0.81	NA	0.94	0.85	1.00	0.89	NA	0.87	0.72	NA	1.00	0.79	0.86	0.74	0.87	NA	0.88	0.86	NA	0.81	0.76	NA	0.79	0.82	0.94	0.74	0.85	NA	0.88	0.84	0.84	1.00	NA	NA	0.85	0.73	0.95	NA	0.88	0.80	0.95	0.92	0.92	0.83	0.86	0.74	0.75	0.92	NA
NM_001242395|SYTL3|chr6|+	chr6:159185526-159186106	159185709	0.33	NA	NA	0.27	0.23	0.27	NA	NA	NA	0.36	0.24	0.28	0.28	NA	0.28	0.29	NA	0.21	0.31	NA	0.26	0.28	0.28	0.31	0.25	0.21	0.28	NA	0.33	0.41	0.31	0.29	0.35	0.35	0.28	0.39	0.32	0.33	0.30	0.40	0.39	0.31	NA	0.24	0.30	0.28	0.31	0.27	0.25	0.27	0.29	0.21	0.26	0.29	0.39	0.31	0.28	0.32	NA	0.30	0.22	0.31	0.28	0.31	0.29	0.26	NA	0.48	0.25	0.43	0.26	0.45
NR_033557|LOC100422737|chr6|-	chr6:107164348-107166117	107165384	0.10	0.03	0.07	0.06	0.06	0.08	0.08	0.24	0.04	0.06	0.05	0.14	0.05	0.16	0.05	0.07	0.04	0.07	0.03	0.06	0.05	0.05	0.07	0.04	0.02	0.08	0.12	0.06	0.25	0.04	NA	0.09	0.04	0.06	0.04	0.03	0.11	0.04	0.04	0.04	0.11	0.03	0.18	0.06	0.05	0.05	0.05	0.08	0.32	0.03	0.04	0.02	0.07	0.05	0.34	0.05	0.04	0.04	0.08	0.04	0.07	NA	0.23	0.09	0.04	0.20	NA	NA	0.20	0.81	0.10	0.03
NM_001078177|SLC29A1|chr6|+	chr6:44201153-44201885	44201354	0.97	0.97	0.93	0.98	0.99	0.98	0.95	0.99	0.98	1.00	0.95	0.94	0.96	0.98	0.96	0.98	0.96	0.96	0.98	1.00	0.97	0.97	0.96	1.00	0.99	0.99	0.99	NA	0.99	1.00	1.00	0.89	0.99	0.98	0.95	0.98	0.91	0.96	1.00	0.95	0.97	0.96	0.93	0.92	0.96	0.99	1.00	0.97	0.95	0.96	0.98	0.95	0.99	1.00	0.94	0.99	1.00	0.94	0.91	1.00	0.98	0.95	0.99	0.98	0.94	0.96	0.96	0.93	0.94	0.95	0.97	0.99
NM_002726|PREP|chr6|-	chr6:105725571-105726313	105725919	0.82	1.00	0.99	1.00	1.00	1.00	1.00	0.96	1.00	0.93	1.00	0.98	1.00	0.99	1.00	1.00	0.95	1.00	0.89	1.00	0.99	0.99	0.94	0.99	1.00	1.00	1.00	NA	0.89	1.00	1.00	1.00	1.00	1.00	0.94	1.00	0.94	1.00	1.00	0.97	0.97	1.00	0.83	0.96	1.00	1.00	1.00	0.99	0.96	0.95	0.96	1.00	0.95	1.00	1.00	0.98	1.00	0.97	0.95	1.00	1.00	1.00	1.00	1.00	0.94	0.98	0.95	0.96	0.99	0.91	1.00	1.00
NM_016230|CYB5R4|chr6|+	chr6:84669542-84670259	84669900	0.71	0.66	0.55	0.56	0.44	0.90	0.56	0.53	0.33	0.67	0.50	0.67	0.52	0.78	0.64	0.93	0.49	0.52	0.58	0.65	0.70	0.38	0.35	0.57	0.48	0.59	0.53	0.67	0.59	0.88	0.68	0.34	0.79	0.84	0.61	0.48	0.37	0.47	0.90	0.73	0.63	0.96	0.49	0.35	0.51	0.59	0.44	0.48	0.31	0.62	0.58	0.45	0.44	0.56	0.75	0.57	0.84	0.65	0.44	0.57	0.82	0.47	0.40	0.76	0.40	0.36	0.61	0.55	0.37	0.27	0.55	0.88
NM_002505|NFYA|chr6|+	chr6:41065095-41068771	41067652	NA	0.23	0.08	NA	0.06	0.14	0.04	NA	0.08	0.09	0.21	0.06	0.20	0.17	0.09	0.11	0.24	0.04	0.12	0.06	0.09	0.12	0.07	0.09	NA	0.07	0.06	0.15	0.10	NA	0.11	0.15	NA	0.15	0.17	0.04	NA	0.08	NA	0.14	0.16	NA	0.17	0.08	0.11	0.06	0.16	0.07	0.09	0.04	0.11	0.04	0.05	0.15	0.11	0.08	0.18	0.11	0.17	0.24	0.20	0.08	0.14	0.08	0.14	0.05	0.08	0.16	0.12	0.16	0.15	0.15
NM_003897|IER3|chr6|-	chr6:30710454-30711973	30711018	0.09	0.03	0.03	0.05	0.05	0.05	0.02	0.09	0.05	0.06	0.03	0.05	0.05	0.07	0.06	0.06	0.04	0.05	0.04	0.05	0.04	0.04	0.03	0.03	0.05	0.05	0.05	NA	0.03	0.07	0.06	0.04	0.05	0.06	0.03	0.03	0.07	0.03	0.08	0.04	0.03	0.04	0.04	0.02	0.02	0.04	0.05	0.05	0.13	0.03	0.04	0.13	0.04	0.05	0.04	0.06	0.05	0.02	0.04	0.05	0.07	0.04	0.04	0.07	0.03	0.05	0.05	0.04	0.04	0.07	0.03	0.07
NM_001199619|NCOA7|chr6|+	chr6:126249781-126252945	126250227	0.85	0.73	0.84	0.87	0.85	0.87	0.76	0.79	0.77	NA	0.79	0.79	0.79	0.85	0.90	0.88	0.77	0.83	0.75	0.89	0.93	0.75	0.75	0.61	0.92	NA	0.79	0.95	0.82	0.89	0.84	0.79	0.92	0.94	0.74	0.75	0.75	0.78	NA	0.87	0.78	0.91	0.81	0.65	0.85	0.74	0.80	0.91	0.71	0.79	0.76	0.78	0.84	0.83	0.82	0.91	NA	0.68	0.69	0.88	NA	0.76	0.77	0.92	0.84	0.84	0.85	0.77	0.71	0.71	0.88	0.93
NM_003472|DEK|chr6|-	chr6:18224437-18225961	18225811	0.90	0.79	0.85	0.87	0.89	0.86	0.82	0.85	0.79	0.90	0.81	0.79	0.89	0.84	0.84	0.88	0.85	0.85	0.83	0.89	0.92	0.78	0.84	0.82	0.93	0.91	0.82	0.84	0.88	0.91	0.90	0.85	0.92	0.91	0.81	0.83	0.79	0.83	0.93	0.83	0.74	0.90	0.86	0.85	0.82	0.79	0.84	0.87	0.77	0.80	0.82	0.83	0.83	0.84	0.89	0.92	0.96	0.84	0.80	0.88	0.90	0.83	0.82	0.95	0.86	0.86	0.81	0.88	0.79	0.82	0.85	0.96
NM_005155|PPT2|chr6|+	chr6:32130583-32132349	32131352	0.08	0.08	0.07	0.06	0.08	0.10	0.06	0.05	0.08	0.12	0.07	0.10	0.07	0.06	0.05	0.12	0.08	0.08	0.05	0.06	0.11	0.07	0.06	0.06	0.08	0.06	0.07	0.10	0.07	0.10	0.08	0.08	0.10	0.10	0.13	0.08	0.06	0.13	NA	0.08	0.12	0.10	0.06	0.12	0.10	0.13	0.06	0.06	0.07	0.06	0.15	0.06	0.06	0.07	0.08	0.09	0.18	0.11	0.06	0.06	0.11	0.06	0.12	0.09	0.05	0.05	0.04	0.05	0.05	0.10	0.06	0.09
NM_012160|FBXL4|chr6|-	chr6:99316390-99322317	99322087	0.40	0.55	0.39	0.33	0.33	0.38	0.56	0.51	0.51	NA	0.55	0.51	0.56	0.47	0.44	0.20	0.53	0.46	0.49	0.35	0.30	0.58	0.53	NA	0.33	0.43	0.55	0.54	0.46	0.30	0.50	0.41	0.38	0.44	0.51	0.48	0.37	0.49	0.19	0.41	0.57	NA	0.47	0.44	0.48	0.46	0.52	0.39	0.50	0.52	0.51	0.51	0.56	0.35	0.43	0.46	0.30	0.53	NA	0.48	0.33	0.67	0.46	0.32	0.46	0.41	0.50	0.49	0.52	0.52	0.47	0.34
NM_006708|GLO1|chr6|-	chr6:38643716-38645159	38644888	0.94	0.75	0.82	0.89	0.89	0.89	0.75	0.79	0.75	0.95	0.79	0.82	0.78	0.81	0.82	0.84	0.81	0.82	0.88	0.93	0.92	0.77	0.76	0.72	0.96	0.92	0.76	0.92	0.94	0.91	0.83	0.81	0.92	0.92	0.70	0.79	0.78	0.71	0.98	0.82	0.70	0.86	0.74	0.83	0.77	0.77	0.78	0.89	0.84	0.69	0.79	0.82	0.80	0.85	0.80	0.92	0.96	0.77	0.74	0.87	0.92	0.73	0.75	0.95	0.83	0.89	0.77	0.86	0.73	0.77	0.84	0.92
NM_003214|TEAD3|chr6|-	chr6:35441391-35442934	35442775	NA	0.90	0.96	NA	0.96	1.00	0.93	0.84	NA	NA	0.72	0.85	0.79	0.92	0.85	0.96	0.85	NA	0.87	0.94	1.00	NA	0.87	NA	NA	NA	NA	NA	0.80	0.99	0.91	NA	NA	NA	0.95	NA	NA	NA	NA	0.98	0.88	0.88	0.91	0.90	0.90	0.93	NA	NA	0.72	0.72	NA	0.92	0.86	0.93	0.92	0.95	0.99	NA	NA	NA	0.97	0.98	0.87	0.94	0.93	NA	0.94	0.84	0.87	NA	0.83	0.93
NM_001010919|FAM26F|chr6|+	chr6:116784445-116785276	116784875	0.05	0.02	0.06	0.04	0.06	0.05	0.06	0.04	0.05	0.05	0.05	NA	0.03	0.05	0.06	0.11	0.03	0.04	0.05	0.05	0.09	0.08	NA	0.03	0.03	0.07	0.06	0.13	NA	0.11	0.06	0.07	0.07	0.13	0.05	0.05	0.09	0.04	0.07	0.06	0.13	0.05	0.03	0.06	0.07	0.07	0.07	0.05	NA	0.04	0.05	0.04	0.08	0.05	NA	0.05	0.14	0.05	0.04	NA	0.08	NA	0.06	0.08	0.08	0.04	NA	NA	0.04	NA	0.05	0.09
NM_017772|TBC1D22B|chr6|+	chr6:37298819-37300750	37299205	0.96	0.76	0.96	NA	0.99	NA	0.90	0.88	0.91	NA	NA	0.93	0.93	0.84	1.00	NA	0.98	0.92	0.91	1.00	NA	0.89	0.88	0.86	1.00	0.97	0.94	NA	0.97	1.00	0.96	0.88	1.00	0.96	0.87	0.91	0.88	0.92	NA	0.99	0.88	1.00	0.73	0.89	0.94	0.90	0.92	1.00	0.93	0.81	0.94	0.98	0.94	0.99	0.97	0.99	NA	0.90	0.91	1.00	NA	0.89	0.86	NA	0.92	NA	0.95	0.93	0.78	0.91	1.00	0.99
NM_004973|JARID2|chr6|+	chr6:15520299-15522248	15520473	0.71	0.66	NA	NA	0.90	NA	0.59	NA	NA	NA	0.55	0.55	0.63	NA	0.71	0.80	0.75	NA	0.62	NA	NA	NA	NA	NA	NA	0.84	0.83	NA	0.74	NA	0.78	NA	NA	0.82	NA	0.71	0.63	NA	NA	0.71	0.57	0.60	0.64	0.73	NA	0.78	0.73	NA	0.66	0.63	0.73	0.86	0.76	0.87	NA	0.87	NA	0.54	NA	0.87	NA	0.70	0.82	0.86	0.78	NA	0.71	0.69	NA	0.66	0.71	NA
NM_015278|SASH1|chr6|+	chr6:148869430-148874482	148873068	0.23	0.11	0.16	NA	0.22	0.22	0.11	0.15	0.14	NA	0.23	0.17	0.13	0.16	0.22	0.24	0.15	0.18	0.15	0.21	NA	0.14	0.12	0.14	NA	0.26	0.15	NA	0.15	NA	0.21	0.21	0.22	0.23	0.14	0.15	0.19	0.12	NA	0.20	0.13	0.24	0.13	0.18	0.18	0.18	0.13	0.21	0.12	0.16	0.12	0.15	0.15	0.23	0.26	0.22	0.28	0.12	0.12	0.22	0.24	0.13	0.11	NA	0.19	0.22	0.15	0.15	0.11	0.14	0.20	NA
NM_152734|C6orf89|chr6|+	chr6:36891122-36896756	36892289	0.67	0.81	0.67	0.49	0.60	0.45	0.69	0.70	0.67	0.56	0.56	0.62	0.78	0.78	0.76	0.47	0.74	0.60	0.56	0.59	0.36	0.74	0.65	0.62	0.78	0.69	0.65	0.96	0.58	0.49	0.63	0.52	0.46	0.63	0.64	0.72	0.66	0.65	0.23	0.76	0.77	0.53	0.69	0.57	0.72	0.77	0.61	0.51	0.72	0.55	0.74	0.65	0.77	0.65	0.61	0.61	0.37	0.63	0.66	0.68	0.46	0.71	0.74	0.44	0.67	0.59	0.75	0.69	0.62	0.84	0.76	0.48
NM_206853|QKI|chr6|+	chr6:163986977-163987751	163987127	0.99	0.75	0.84	0.84	0.85	NA	0.88	0.86	0.79	NA	0.96	0.92	0.87	0.79	0.72	0.98	0.79	0.95	0.87	NA	NA	0.81	0.82	0.77	0.91	0.81	0.83	1.00	0.94	NA	0.93	0.91	0.93	1.00	0.79	0.82	0.84	0.86	NA	0.79	0.89	0.82	0.78	0.75	0.72	0.77	0.83	0.98	0.80	0.77	0.89	0.90	0.92	0.75	0.66	NA	NA	0.85	0.80	0.97	0.85	0.91	0.91	NA	0.95	0.85	0.83	0.77	0.82	0.76	0.85	NA
NM_004849|ATG5|chr6|-	chr6:106632360-106634551	106633988	0.37	0.43	0.45	0.38	0.39	0.53	0.41	0.42	0.35	0.37	0.36	0.49	0.40	0.48	0.43	0.55	0.42	0.45	0.33	0.34	0.41	0.38	0.36	0.43	0.49	0.61	0.37	1.00	0.36	0.69	0.51	0.29	0.42	0.61	0.33	0.32	0.44	0.38	0.41	0.44	0.47	0.45	0.37	0.35	0.39	0.41	0.36	0.36	0.31	0.34	0.39	0.30	0.41	0.45	0.50	0.40	0.75	0.37	0.39	0.39	0.69	0.35	0.33	0.57	0.45	0.35	0.47	0.44	0.37	0.42	0.44	0.59
NM_020320|RARS2|chr6|-	chr6:88223584-88224217	88224067	0.46	0.46	0.56	0.41	0.32	0.34	NA	NA	0.35	NA	NA	0.59	0.42	0.46	0.47	0.50	0.32	0.32	0.35	0.39	0.29	0.41	NA	NA	0.32	NA	0.48	0.25	0.39	0.22	0.45	0.25	0.37	0.32	0.49	NA	0.30	0.39	0.37	0.52	0.48	NA	NA	0.36	NA	0.37	NA	NA	0.45	NA	NA	NA	0.37	0.33	0.65	0.36	0.20	0.42	NA	0.50	0.36	NA	0.52	0.42	0.45	NA	0.48	0.49	NA	0.53	0.50	0.25
NM_001168398|SLC35A1|chr6|+	chr6:88221116-88222033	88221316	0.97	0.83	0.86	0.95	0.94	0.95	0.89	0.94	0.94	0.98	0.92	0.80	0.95	0.93	0.92	0.92	0.96	0.92	0.83	0.98	0.98	0.91	0.88	0.93	0.99	0.97	0.94	1.00	0.90	0.99	0.87	0.93	1.00	0.88	0.84	0.98	0.92	0.90	0.99	0.95	0.94	0.87	0.87	0.96	0.87	0.88	0.92	0.98	0.92	0.80	0.92	0.96	0.92	0.94	0.90	0.98	0.98	0.83	0.84	0.96	0.95	0.89	0.90	0.99	0.93	0.94	0.95	0.89	0.96	0.91	0.97	0.97
NM_001033564|C6orf225|chr6|+	chr6:112421872-112427711	112422029	0.08	0.15	0.11	0.03	0.08	0.03	0.11	0.12	0.12	0.03	0.08	0.04	0.12	0.09	0.09	0.02	0.11	0.08	0.06	0.04	0.01	0.18	0.09	0.05	0.05	0.09	0.22	0.76	0.09	0.03	0.06	0.04	0.07	0.06	0.07	0.11	0.09	0.03	0.02	0.08	0.15	0.03	0.10	0.04	0.12	0.11	0.07	0.07	0.21	0.13	0.28	0.08	0.16	0.04	0.10	0.07	0.03	0.11	0.10	0.09	0.02	0.14	0.20	0.02	0.07	0.05	0.05	0.10	0.13	0.09	0.07	0.03
NM_001136153|ATF6B|chr6|-	chr6:32083128-32083745	32083480	0.75	0.67	0.81	0.86	0.88	0.86	0.68	0.67	0.82	0.81	0.73	0.55	0.63	0.71	0.78	0.86	0.73	0.59	0.65	0.97	0.91	0.89	0.73	0.56	0.94	0.90	0.88	NA	0.69	0.92	0.69	0.72	0.93	0.85	0.62	0.64	0.65	0.64	1.00	0.70	0.62	0.59	0.67	0.75	0.73	0.83	0.87	0.95	0.80	0.64	0.76	0.95	0.80	0.88	0.50	0.92	0.98	0.76	0.71	0.89	0.89	0.74	0.77	0.77	0.83	0.90	0.70	0.70	0.68	0.59	0.76	0.93
NM_014046|MRPS18B|chr6|+	chr6:30593278-30594167	30593594	0.96	0.83	0.85	0.93	0.96	0.92	0.77	0.78	0.87	0.99	0.88	0.83	0.87	0.88	0.84	0.98	0.84	0.88	0.85	1.00	0.93	0.97	0.75	0.84	0.99	0.92	0.98	1.00	0.94	0.96	0.86	0.79	0.98	0.89	0.82	0.87	0.81	0.79	0.99	0.81	0.82	0.87	0.73	0.89	0.81	0.85	0.93	0.97	0.83	0.75	0.91	0.86	0.88	0.90	0.90	0.96	1.00	0.78	0.76	1.00	0.92	0.89	0.88	0.98	0.91	0.95	0.77	0.87	0.79	0.83	0.85	0.96
