event_id	loci	Proximal_Site	TCGA-GC-A3BM-01A-11R-A22U-07	TCGA-CU-A0YN-01A-21R-A10U-07	TCGA-K4-A3WV-01A-11R-A22U-07	TCGA-GC-A6I3-01A-11R-A31N-07	TCGA-BT-A20R-01A-12R-A16R-07	TCGA-BT-A20W-01A-21R-A14Y-07	TCGA-BL-A13J-01A-11R-A277-07	TCGA-BL-A13J-01A-11R-A10U-07	TCGA-BL-A13J-01B-04R-A277-07	TCGA-K4-A54R-01A-11R-A26T-07	TCGA-BT-A20Q-01A-11R-A14Y-07	TCGA-BT-A2LA-01A-11R-A18C-07	TCGA-K4-A5RI-01A-11R-A28M-07	TCGA-BT-A20U-01A-11R-A14Y-07	TCGA-GD-A3OP-01A-21R-A220-07	TCGA-GD-A3OQ-01A-32R-A220-07	TCGA-CU-A0YR-01A-12R-A10U-07	TCGA-GD-A2C5-01A-12R-A180-07	TCGA-GC-A3WC-01A-31R-A22U-07	TCGA-BT-A20N-01A-11R-A14Y-07	TCGA-BT-A2LB-01A-11R-A18C-07
NM_004966|HNRNPF|chr10|-	chr10:43881055-43883384	43881954	0.75	0.90	0.94	1.00	0.99	0.93	0.53	0.81	1.00	0.94	0.87	0.94	0.97	0.83	0.72	0.79	0.91	0.98	0.74	0.85	0.97
NM_001171814|OAT|chr10|-	chr10:126085878-126086671	126086237	0.89	0.88	0.97	0.85	1.00	0.92	NA	NA	NA	0.91	0.94	NA	0.74	0.89	0.78	0.88	0.96	1.00	0.77	NA	0.94
NM_004725|BUB3|chr10|+	chr10:124923335-124924895	124923485	1.00	0.89	0.90	0.70	1.00	0.96	0.83	0.81	0.89	0.85	0.95	0.97	0.98	1.00	1.00	0.93	0.94	0.99	0.91	0.86	0.96
NM_001142498|SIRT1|chr10|+	chr10:69676021-69678119	69676175	0.65	0.83	0.81	NA	0.77	0.76	0.57	NA	NA	NA	0.79	0.85	NA	NA	0.78	0.79	0.82	0.83	NA	0.78	NA
NM_145246|FRA10AC1|chr10|-	chr10:95428752-95429625	95429454	NA	0.07	0.05	0.01	0.07	0.13	NA	0.10	NA	0.08	NA	0.21	0.06	NA	NA	NA	NA	0.08	NA	NA	0.08
NM_005962|MXI1|chr10|+	chr10:112044581-112047180	112046240	0.19	0.20	0.29	NA	0.41	0.21	0.13	0.18	0.24	NA	0.18	0.26	0.34	0.17	0.16	0.21	0.16	0.39	0.19	0.19	0.27
NM_001136200|C10orf32|chr10|+	chr10:104622629-104624586	104623995	0.79	0.58	NA	NA	0.94	0.80	NA	0.77	NA	0.86	NA	0.82	NA	0.66	1.00	0.77	0.94	0.97	NA	NA	0.97
NM_100486|WAC|chr10|+	chr10:28908465-28909921	28909426	0.79	0.62	1.00	NA	1.00	0.99	0.54	0.78	0.71	0.95	0.91	0.85	1.00	0.91	0.86	0.88	0.88	1.00	0.86	0.80	1.00
NM_012207|HNRNPH3|chr10|+	chr10:70101734-70102965	70101960	0.51	0.22	0.36	0.55	0.59	0.33	NA	0.34	NA	0.39	0.57	0.48	0.66	0.48	0.75	0.51	0.41	0.41	0.55	0.33	0.46
NM_018237|CCAR1|chr10|+	chr10:70550963-70552101	70551113	0.33	0.18	0.17	0.20	0.22	0.26	0.30	0.29	NA	0.32	0.24	0.24	0.31	0.31	0.32	0.27	0.35	0.26	0.25	0.28	0.27
NM_001178118|MINPP1|chr10|+	chr10:89311838-89313148	89312076	0.77	0.81	0.83	NA	0.98	0.94	0.67	NA	NA	NA	0.85	0.94	0.92	0.84	0.79	0.79	0.91	0.99	0.78	0.85	1.00
NM_001354|AKR1C2|chr10|-	chr10:5025383-5032230	5032035	0.03	0.01	0.01	0.01	0.02	0.02	0.10	0.05	NA	0.01	0.03	NA	0.03	0.04	0.05	0.04	0.11	0.04	0.04	0.02	0.01
NM_012339|TSPAN15|chr10|+	chr10:71266584-71267485	71267105	0.59	0.79	0.85	1.00	0.92	0.84	0.73	0.72	NA	0.67	0.79	0.72	0.77	0.72	0.56	0.60	0.83	0.95	0.94	0.82	0.86
NM_004741|NOLC1|chr10|+	chr10:103921867-103923630	103922116	0.75	0.56	0.57	0.62	0.75	0.70	0.69	0.67	NA	0.68	0.75	0.76	0.82	0.74	0.75	0.70	0.70	0.79	0.65	0.70	0.76
NM_004641|MLLT10|chr10|+	chr10:22030867-22033560	22032220	0.09	0.12	NA	NA	0.14	0.13	0.08	0.10	NA	0.15	0.12	0.12	NA	NA	0.09	0.10	NA	0.14	0.06	0.12	0.15
NM_206861|TACC2|chr10|+	chr10:124013505-124014058	124013672	0.66	0.62	0.64	0.71	0.64	0.70	NA	0.69	NA	0.50	0.63	NA	0.68	0.56	0.69	0.68	0.61	0.77	0.70	0.68	0.73
NM_020338|ZMIZ1|chr10|+	chr10:81072398-81076288	81072638	0.91	0.91	0.91	NA	NA	0.89	NA	0.95	NA	0.97	0.91	0.96	0.94	0.91	0.91	0.93	0.93	0.95	0.89	0.94	0.96
NM_018464|CISD1|chr10|+	chr10:60047320-60048449	60047573	0.13	0.09	0.08	0.05	0.12	0.10	0.15	0.11	NA	0.05	0.11	0.12	0.11	0.13	0.12	0.11	0.13	0.09	0.10	0.09	0.11
NM_006214|PHYH|chr10|-	chr10:13319797-13320354	13320171	0.70	0.64	0.66	1.00	0.84	0.74	0.64	0.81	0.82	0.69	0.61	0.68	0.75	0.64	0.68	0.60	0.71	0.76	NA	0.61	0.74
NM_001256415|RAB18|chr10|+	chr10:27826804-27829884	27828546	0.18	0.16	0.25	0.51	0.24	0.22	0.15	0.18	0.52	0.19	0.24	0.28	0.20	0.21	0.18	0.19	0.16	0.26	0.19	0.17	0.28
NM_001164182|ENTPD1|chr10|+	chr10:97625933-97637797	97627659	NA	0.28	0.30	NA	0.23	0.25	NA	NA	NA	0.30	0.21	NA	NA	0.31	0.26	NA	0.22	0.33	0.19	NA	0.30
NM_001300|KLF6|chr10|-	chr10:3818326-3821782	3821629	0.82	0.86	0.87	NA	0.93	0.84	0.76	0.86	0.97	0.91	0.90	0.89	0.82	0.89	0.81	0.83	0.88	0.91	0.83	0.85	0.89
NM_018999|FAM190B|chr10|+	chr10:86273204-86278280	86274159	0.56	0.37	0.25	NA	0.51	0.47	NA	0.44	NA	0.33	0.59	0.27	NA	0.57	0.52	0.46	0.43	0.42	NA	0.50	NA
NM_033379|CDK1|chr10|+	chr10:62553634-62554643	62553784	0.58	0.63	0.67	0.93	0.75	0.52	0.53	0.64	0.73	0.69	0.78	0.72	0.78	0.59	NA	0.71	0.66	0.66	0.68	0.61	0.90
NM_025235|TNKS2|chr10|+	chr10:93622693-93625146	93624346	1.00	1.00	1.00	NA	1.00	1.00	0.63	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
NM_017626|DNAJB12|chr10|-	chr10:74092604-74094375	74094225	0.69	0.60	0.85	0.22	0.63	0.75	NA	0.76	NA	0.33	0.70	0.91	0.61	0.61	0.66	0.73	0.72	0.60	0.67	0.53	0.53
NM_001174084|POLL|chr10|-	chr10:103338490-103339574	103338915	0.94	1.00	0.99	1.00	1.00	0.94	NA	1.00	NA	0.81	NA	0.95	0.98	0.96	0.81	0.94	0.94	1.00	0.82	0.96	1.00
NM_001144916|FGFR2|chr10|-	chr10:123237851-123239535	123239321	0.71	0.75	0.69	0.95	0.84	0.73	0.54	0.71	NA	0.76	0.72	0.74	0.81	0.68	0.70	0.65	0.74	0.87	0.65	0.62	0.85
NM_005063|SCD|chr10|+	chr10:102120490-102124610	102123327	0.90	0.92	0.98	NA	0.97	1.00	0.75	0.95	0.89	0.99	1.00	1.00	0.99	0.82	0.96	0.94	0.97	1.00	0.92	0.88	0.99
NM_002313|ABLIM1|chr10|-	chr10:116186359-116196132	116190912	0.00	0.00	NA	NA	NA	0.00	0.00	0.00	NA	NA	0.00	NA	NA	0.00	0.00	0.00	NA	0.01	0.00	0.00	NA
NM_001253866|YME1L1|chr10|-	chr10:27399158-27401049	27400794	0.67	0.37	0.48	0.42	0.59	0.63	0.38	0.45	0.41	0.54	0.51	0.60	0.73	0.48	0.68	0.50	0.66	0.46	0.55	0.47	0.54
NM_001113407|LDB1|chr10|-	chr10:103866240-103868080	103867372	0.84	0.61	0.42	0.87	0.76	0.81	0.61	0.84	NA	0.88	0.85	0.87	0.87	0.79	0.78	0.83	0.65	0.74	0.81	0.81	0.62
NM_012425|RSU1|chr10|-	chr10:16632637-16635495	16634966	0.17	0.12	0.07	0.07	0.14	0.18	0.25	0.13	NA	0.14	0.13	0.13	0.12	0.18	0.22	0.14	0.13	0.14	0.19	0.10	0.13
NM_001098483|C10orf125|chr10|-	chr10:135168030-135168940	135168730	0.03	0.04	0.03	0.04	0.04	0.05	NA	NA	NA	NA	NA	0.04	NA	NA	NA	NA	0.03	0.04	0.03	0.04	0.03
NM_001156|ANXA7|chr10|-	chr10:75135143-75135975	75135725	0.51	0.50	0.51	0.84	0.83	0.48	0.53	0.50	0.98	0.56	0.62	0.64	0.66	0.57	0.52	0.47	0.59	0.81	0.50	0.49	0.56
NM_173473|ANAPC16|chr10|+	chr10:73992758-73993776	73993011	0.54	0.51	0.54	0.78	0.72	0.59	0.56	0.64	1.00	0.50	0.61	0.75	0.61	0.53	0.58	0.53	0.56	0.67	0.56	0.58	0.64
NR_033675|VDAC2|chr10|+	chr10:76990655-76991378	76991014	0.16	0.18	0.13	0.14	0.19	0.12	0.21	0.13	NA	0.10	0.16	0.29	0.16	0.20	0.17	0.16	0.13	0.17	0.15	0.14	0.17
NM_004508|IDI1|chr10|-	chr10:1085910-1087444	1087204	0.93	0.93	0.93	0.88	0.89	0.89	0.68	0.88	0.99	0.97	0.88	0.92	0.98	0.88	0.88	0.85	0.87	0.90	0.90	0.89	0.94
NM_024928|OBFC1|chr10|-	chr10:105641484-105642599	105642359	0.17	0.10	0.11	0.17	0.15	0.19	0.12	0.13	NA	0.11	0.21	0.27	0.15	0.24	0.27	0.13	0.14	0.17	0.18	0.10	0.14
NM_000195|HPS1|chr10|-	chr10:100175985-100177483	100176816	0.18	0.15	0.18	0.16	0.13	0.13	NA	0.16	NA	0.09	0.14	0.19	0.14	0.18	0.17	0.14	0.13	0.18	0.14	0.16	0.13
NM_022362|MMS19|chr10|-	chr10:99217958-99218476	99218294	0.49	0.39	0.43	0.47	0.47	0.40	0.41	0.35	NA	0.33	0.40	0.39	0.43	0.39	0.44	0.41	0.36	0.43	0.38	0.38	0.45
NM_021622|PLEKHA1|chr10|+	chr10:124189139-124191944	124189449	0.72	0.79	0.84	NA	0.90	0.79	0.59	0.86	NA	0.84	0.89	0.88	0.95	0.72	0.74	0.72	0.74	0.91	0.79	0.77	0.90
NM_001165946|IDE|chr10|-	chr10:94209828-94214296	94212013	0.25	0.20	0.17	NA	0.15	NA	0.14	0.21	NA	NA	0.28	0.28	0.23	0.20	0.26	0.21	0.35	0.33	NA	0.27	0.25
NM_003473|STAM|chr10|+	chr10:17756541-17759518	17757829	0.05	0.03	0.05	NA	0.08	0.05	NA	0.05	NA	0.06	0.05	0.08	NA	NA	0.03	0.04	NA	0.07	0.04	0.06	0.05
NM_022153|C10orf54|chr10|-	chr10:73510020-73511047	73510757	0.89	0.93	1.00	1.00	1.00	1.00	NA	NA	NA	1.00	0.88	NA	0.94	1.00	0.85	0.88	1.00	0.99	0.99	1.00	1.00
NM_002727|SRGN|chr10|+	chr10:70863626-70864564	70863898	0.63	0.76	0.80	0.78	0.82	0.74	0.31	0.75	0.79	0.86	0.77	0.86	0.77	0.67	0.57	0.59	0.61	0.75	0.64	0.74	0.85
NM_001655|ARCN1|chr11|+	chr11:118471339-118477211	118473628	0.00	0.00	0.01	NA	0.01	0.01	0.00	0.00	0.00	0.01	0.00	0.01	0.01	0.00	0.00	0.00	0.01	0.01	0.00	0.00	0.01
NM_002906|RDX|chr11|-	chr11:110100008-110102758	110102608	0.69	0.74	0.79	NA	0.81	0.77	0.73	0.78	0.95	0.83	0.81	0.83	0.80	0.78	0.67	0.75	0.78	0.80	0.71	0.80	0.89
NM_032943|SYTL2|chr11|-	chr11:85405299-85406383	85406074	0.82	0.90	NA	NA	0.91	0.95	NA	NA	NA	0.95	0.91	NA	0.94	0.83	0.83	0.77	NA	0.94	0.81	NA	0.96
NM_012239|SIRT3|chr11|-	chr11:215445-216718	216185	NA	0.34	0.43	0.38	0.47	0.45	NA	NA	NA	0.43	0.50	0.64	0.30	0.47	0.47	0.36	NA	0.52	0.34	NA	0.41
NM_001130848|PITPNM1|chr11|-	chr11:67259245-67259767	67259549	0.68	0.74	0.63	0.76	0.76	0.81	NA	0.74	NA	0.70	0.66	0.73	0.61	0.72	0.56	0.69	0.73	0.82	0.67	0.80	0.70
NM_001184974|PACSIN3|chr11|-	chr11:47198901-47199597	47199346	0.31	0.38	0.33	0.57	0.45	0.47	0.43	0.41	NA	0.28	0.44	0.43	0.39	0.39	0.34	0.34	0.42	0.51	0.39	0.40	0.39
NM_018320|RNF121|chr11|+	chr11:71707240-71709956	71708341	0.20	0.13	0.18	0.21	0.19	0.24	0.13	0.14	NA	0.15	0.11	0.13	0.11	0.19	0.12	0.10	0.16	0.20	0.14	0.15	0.12
NM_001277|CHKA|chr11|-	chr11:67819546-67821514	67820405	0.29	NA	0.14	0.35	0.07	0.31	NA	NA	NA	0.13	0.15	0.10	0.25	0.26	0.13	0.15	0.09	0.16	0.35	0.10	0.25
NM_001085468|CTNND1|chr11|+	chr11:57583768-57586668	57585850	0.27	0.17	0.32	NA	0.53	0.43	0.22	0.37	0.46	0.34	0.41	0.28	0.48	0.32	0.31	0.34	0.46	0.36	0.25	0.39	0.33
NM_000543|SMPD1|chr11|+	chr11:6415427-6416226	6415798	0.93	1.00	1.00	1.00	1.00	0.98	NA	0.94	NA	0.97	1.00	1.00	0.95	NA	0.98	1.00	NA	1.00	1.00	NA	1.00
NM_001814|CTSC|chr11|-	chr11:88026763-88027676	88027146	0.93	0.98	1.00	1.00	1.00	1.00	0.93	0.97	1.00	1.00	0.98	0.99	1.00	0.95	0.96	0.94	0.99	1.00	0.93	0.98	1.00
NM_001199922|SIAE|chr11|-	chr11:124505612-124507098	124506871	0.69	NA	0.76	NA	0.92	0.80	0.70	0.77	NA	0.75	0.82	NA	0.88	0.81	0.78	0.69	0.75	0.80	0.66	0.80	0.80
NM_201430|RTN3|chr11|+	chr11:63525627-63530229	63527183	0.14	0.11	0.11	0.21	0.06	0.14	0.13	0.08	0.20	0.06	0.10	0.45	0.09	0.11	0.09	0.10	0.07	0.08	0.09	0.04	0.10
NM_001039490|CD151|chr11|+	chr11:838132-838834	838337	0.43	0.63	0.56	0.81	0.78	0.81	0.76	0.55	0.59	0.82	0.76	0.74	0.81	0.74	0.59	0.47	0.78	0.79	0.76	0.58	0.74
NM_000391|TPP1|chr11|-	chr11:6633985-6635917	6635030	0.81	0.99	0.98	1.00	0.99	0.95	NA	0.88	NA	0.99	0.99	1.00	1.00	0.97	0.86	0.96	0.92	0.86	0.94	0.94	0.97
NM_018367|ACER3|chr11|+	chr11:76731317-76737823	76731533	0.74	0.58	0.45	NA	0.43	NA	NA	NA	NA	NA	NA	NA	0.51	0.59	NA	NA	0.53	0.29	0.59	0.37	0.46
NM_138567|SYT8|chr11|+	chr11:1858421-1860231	1858616	NA	NA	NA	0.07	0.11	0.48	NA	0.32	NA	0.27	0.10	NA	NA	0.05	0.11	0.09	0.13	0.24	NA	0.22	0.09
NM_016229|CYB5R2|chr11|-	chr11:7683757-7686777	7686378	0.27	0.01	0.02	0.02	0.04	0.14	NA	0.06	NA	0.01	NA	0.02	0.03	0.03	0.06	0.02	NA	0.05	0.08	0.03	0.02
NM_001098785|FAM89B|chr11|+	chr11:65340833-65342521	65341580	0.04	0.05	0.05	0.12	0.05	0.06	0.05	0.05	NA	0.07	0.04	0.05	0.07	0.04	0.05	0.04	0.04	0.06	0.06	0.06	0.06
NM_017547|FOXRED1|chr11|+	chr11:126147329-126148022	126147683	1.00	1.00	0.97	1.00	1.00	1.00	0.88	0.96	NA	0.98	0.99	1.00	1.00	1.00	1.00	0.99	1.00	1.00	1.00	0.96	1.00
NM_014502|PRPF19|chr11|-	chr11:60658084-60658735	60658585	0.84	0.82	0.87	1.00	0.91	0.87	0.97	0.85	NA	0.82	0.85	0.88	0.84	0.81	0.78	0.82	0.89	0.94	0.80	0.85	0.91
NM_005438|FOSL1|chr11|-	chr11:65659691-65660767	65660617	1.00	1.00	NA	1.00	0.98	1.00	NA	1.00	NA	1.00	NA	1.00	0.99	1.00	NA	1.00	1.00	NA	1.00	1.00	1.00
NM_014267|C11orf58|chr11|+	chr11:16776417-16777892	16777302	0.23	0.20	0.19	0.24	0.21	0.24	0.18	0.19	0.38	0.20	0.20	0.23	0.23	0.22	0.18	0.16	0.26	0.24	0.22	0.22	0.21
NM_005418|ST5|chr11|-	chr11:8714896-8715677	8715494	0.89	0.88	0.91	1.00	0.98	1.00	NA	1.00	NA	0.93	1.00	0.96	0.99	1.00	0.86	0.94	0.88	1.00	0.88	NA	1.00
NR_003098|SNHG1|chr11|-	chr11:62619464-62620153	62619959	0.97	0.98	1.00	1.00	0.99	1.00	0.93	0.98	1.00	0.98	0.98	0.99	1.00	0.97	0.99	0.99	0.98	1.00	0.97	0.97	0.98
NM_005231|CTTN|chr11|+	chr11:70281131-70282692	70281316	0.93	0.88	0.89	0.95	0.98	0.95	0.84	0.95	1.00	0.95	0.95	0.92	0.95	0.93	0.94	0.94	0.96	0.97	0.90	0.85	0.92
NM_024036|LRFN4|chr11|+	chr11:66627107-66627946	66627314	0.48	NA	0.72	0.96	NA	0.65	NA	0.60	NA	0.62	NA	0.61	0.68	NA	NA	NA	NA	0.84	0.58	0.76	0.70
NM_020376|PNPLA2|chr11|+	chr11:824522-825228	824672	1.00	1.00	0.96	1.00	0.96	1.00	NA	1.00	NA	0.99	1.00	1.00	1.00	0.97	0.92	1.00	1.00	0.98	1.00	1.00	0.96
NM_004111|FEN1|chr11|+	chr11:61562812-61564723	61562962	0.98	1.00	1.00	NA	0.97	0.99	0.90	0.98	NA	1.00	0.98	1.00	1.00	1.00	1.00	1.00	0.99	0.99	1.00	0.98	1.00
NM_015533|DAK|chr11|+	chr11:61113822-61114395	61114080	0.91	1.00	0.93	1.00	1.00	0.96	NA	0.98	NA	0.95	1.00	0.97	0.91	0.96	0.93	1.00	0.91	1.00	0.88	0.94	0.95
NM_001665|RHOG|chr11|-	chr11:3848197-3849436	3848657	0.98	0.98	1.00	NA	1.00	1.00	NA	1.00	NA	1.00	1.00	1.00	1.00	0.99	1.00	1.00	0.97	1.00	1.00	0.99	1.00
NM_031904|FRMD8|chr11|+	chr11:65178712-65181487	65180710	0.88	0.90	0.90	NA	0.93	0.92	NA	0.89	NA	0.88	0.90	NA	0.98	0.88	0.86	0.88	0.93	0.96	0.83	0.92	0.90
NM_004322|BAD|chr11|-	chr11:64037301-64037809	64037603	0.83	0.87	0.88	1.00	0.84	0.82	0.73	0.88	NA	0.80	0.80	0.81	0.83	0.86	0.82	0.83	0.86	0.91	0.82	0.80	0.83
NM_014786|ARHGEF17|chr11|+	chr11:73078628-73080342	73079036	0.98	0.90	0.98	NA	NA	1.00	NA	NA	NA	0.98	0.97	0.99	1.00	0.97	0.99	NA	NA	0.98	NA	NA	0.98
NM_001202556|CD44|chr11|+	chr11:35250675-35253959	35250943	0.39	0.38	0.24	0.13	0.29	0.47	0.39	0.37	0.81	0.25	0.47	0.36	0.38	0.31	0.46	0.46	0.39	0.37	0.37	0.25	0.33
NM_198183|UBE2L6|chr11|-	chr11:57319094-57319982	57319757	0.88	0.87	1.00	1.00	1.00	1.00	0.87	0.95	NA	0.91	1.00	0.97	1.00	0.93	0.86	0.82	0.94	0.98	0.89	0.95	0.97
NM_018259|TTC17|chr11|+	chr11:43515322-43516485	43516008	0.52	0.54	0.66	NA	0.83	0.66	0.39	0.62	NA	0.70	0.71	0.82	0.81	0.55	0.49	0.55	NA	0.65	0.46	0.73	0.85
NM_005788|PRMT3|chr11|+	chr11:20529849-20530817	20530256	0.86	0.86	0.90	NA	NA	0.96	NA	NA	NA	0.90	0.96	0.91	0.96	0.78	0.60	0.77	0.93	0.90	0.66	0.89	0.97
NM_014312|VSIG2|chr11|-	chr11:124616755-124617563	124617402	0.02	NA	NA	0.03	0.03	0.02	0.02	0.02	0.10	0.03	0.02	NA	0.04	0.02	0.01	0.01	0.02	0.02	NA	NA	0.03
NM_024811|CPSF7|chr11|-	chr11:61170115-61172176	61172026	0.95	0.96	0.99	0.95	0.98	0.92	0.95	0.97	NA	0.93	0.97	0.99	1.00	0.97	0.98	0.98	0.96	0.97	0.98	0.97	0.99
NM_001040694|INCENP|chr11|+	chr11:61919233-61922943	61919507	0.54	0.49	0.44	0.40	0.69	0.41	0.63	0.48	NA	0.46	0.51	0.66	0.56	0.60	0.50	0.46	0.49	0.48	0.39	0.48	0.58
NM_001143985|BANF1|chr11|+	chr11:65771096-65771603	65771302	0.88	0.93	0.94	0.99	0.95	0.97	0.87	0.89	0.97	0.85	0.94	0.91	0.86	0.90	0.88	0.87	0.95	0.97	0.93	0.95	0.90
NM_138788|TMEM45B|chr11|+	chr11:129728468-129731408	129729034	0.29	0.30	0.25	0.37	0.30	0.27	0.28	0.33	0.47	0.19	NA	NA	0.27	NA	0.28	0.27	0.23	NA	0.33	0.26	0.25
NM_198277|SLC37A2|chr11|+	chr11:124958014-124960425	124959205	0.78	0.54	NA	NA	NA	0.88	NA	0.68	NA	NA	0.82	NA	0.88	0.76	0.90	0.51	NA	0.89	0.89	0.66	0.68
NR_046381|ZNF195|chr11|-	chr11:3379191-3381795	3380033	NA	NA	0.70	1.00	NA	0.63	NA	NA	NA	0.37	0.47	0.97	NA	0.46	0.54	0.48	NA	0.48	0.47	NA	0.58
NM_024113|C11orf49|chr11|+	chr11:47183014-47185334	47183763	0.02	0.02	0.01	0.01	0.01	0.01	NA	0.00	NA	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.02	0.01	0.01
NM_001012302|ANO9|chr11|-	chr11:417914-418589	418266	0.98	0.95	0.99	1.00	NA	0.97	NA	NA	NA	0.97	0.99	NA	1.00	0.99	0.98	0.96	NA	0.96	0.87	0.92	1.00
NM_033034|TRIM5|chr11|-	chr11:5684532-5686625	5686393	NA	0.98	0.96	NA	0.99	0.94	NA	NA	NA	0.99	0.97	0.98	NA	0.98	0.96	0.99	NA	NA	0.88	NA	0.98
NM_001130991|HYOU1|chr11|-	chr11:118914908-118916366	118916204	0.97	0.96	0.97	1.00	0.98	0.99	0.70	0.96	0.97	0.97	1.00	0.98	0.98	0.96	0.97	0.95	0.97	0.99	0.96	0.98	0.98
NM_024556|FAM118B|chr11|+	chr11:126132014-126132705	126132367	NA	NA	0.71	NA	0.70	0.54	NA	NA	NA	0.56	0.52	0.50	0.54	0.54	0.66	0.56	NA	0.74	0.48	0.51	0.73
NM_001178040|STX3|chr11|+	chr11:59568327-59570889	59570090	0.13	0.05	0.11	NA	0.17	0.11	0.09	0.06	0.66	0.11	0.07	0.07	0.09	0.07	0.07	0.06	0.08	0.17	0.07	0.05	0.13
NM_021128|POLR2L|chr11|-	chr11:839959-840480	840263	0.10	0.11	0.10	0.12	0.13	0.16	0.11	0.08	NA	0.08	0.12	0.11	0.10	0.12	0.11	0.09	0.13	0.13	0.17	0.10	0.12
NM_001163817|DHCR7|chr11|-	chr11:71145433-71146885	71146709	0.98	0.99	0.94	1.00	1.00	0.99	0.80	0.98	NA	0.95	1.00	1.00	0.99	0.95	0.95	0.97	1.00	0.99	0.94	0.97	0.97
NM_152716|PATL1|chr11|-	chr11:59404192-59405884	59404759	0.81	0.77	0.68	NA	0.89	0.81	NA	0.84	0.56	0.83	0.89	0.85	0.89	0.74	0.85	0.76	0.88	0.93	0.67	0.81	0.91
NM_017944|USP47|chr11|+	chr11:11977547-11980827	11978261	0.20	0.14	0.12	0.08	0.15	0.15	0.16	0.15	NA	0.09	0.18	0.23	0.15	0.24	0.25	0.20	0.18	0.20	0.16	0.11	0.15
NM_020644|TMEM9B|chr11|-	chr11:8968791-8970022	8969673	0.88	0.85	0.88	0.88	0.92	0.98	0.71	0.86	NA	0.86	0.91	0.85	0.87	0.91	0.85	0.89	0.91	0.94	0.77	0.90	0.95
NM_015423|AASDHPPT|chr11|+	chr11:105967469-105969435	105968842	0.74	0.88	0.98	1.00	0.75	0.80	0.38	0.78	NA	1.00	0.87	1.00	0.97	0.81	0.71	0.90	0.78	0.93	0.66	0.66	1.00
NM_015231|NUP160|chr11|-	chr11:47799678-47800746	47800436	0.81	0.88	0.94	NA	0.93	0.95	0.59	0.79	0.94	0.96	0.77	0.94	0.97	0.78	0.74	0.73	0.86	1.00	0.66	0.86	0.96
NM_020896|OSBPL5|chr11|-	chr11:3108351-3109573	3108795	NA	NA	0.57	NA	0.65	0.49	NA	NA	NA	0.63	0.81	NA	0.74	0.63	0.56	0.55	NA	0.78	NA	NA	0.63
NM_012192|FXC1|chr11|+	chr11:6503274-6510397	6505878	NA	0.05	0.06	NA	0.05	0.12	NA	NA	NA	0.03	0.04	0.05	0.04	0.05	0.04	0.06	NA	0.07	0.12	NA	0.04
NM_024771|NAA40|chr11|+	chr11:63721809-63726383	63724642	0.08	0.06	0.15	NA	0.13	0.13	NA	NA	NA	0.13	0.06	0.11	0.12	0.05	0.03	0.06	NA	0.16	0.06	0.08	0.12
NM_007173|PRSS23|chr11|+	chr11:86518672-86522294	86520136	0.30	0.22	0.18	NA	0.25	0.25	0.24	0.22	NA	0.22	0.25	0.21	0.25	0.24	0.24	0.23	0.21	0.21	0.21	0.17	0.19
NM_016422|RNF141|chr11|-	chr11:10533051-10536613	10536331	0.67	0.44	0.52	0.19	0.61	0.63	0.56	0.56	NA	0.42	0.70	0.63	0.62	0.69	0.81	0.70	0.86	0.47	0.67	0.56	0.58
NM_014384|ACAD8|chr11|+	chr11:134134801-134135754	134135363	0.85	NA	0.86	0.98	0.99	0.88	NA	0.82	NA	0.90	0.89	0.87	0.90	0.89	0.75	0.83	NA	0.94	0.71	0.96	0.93
NM_006328|RBM14|chr11|+	chr11:66393931-66402365	66394779	0.04	0.01	0.01	0.01	0.01	0.02	NA	0.03	0.55	0.01	0.01	0.00	0.01	0.01	0.02	0.01	0.02	0.01	0.02	0.01	0.01
NM_148170|CTSC|chr11|-	chr11:88056615-88059611	88059303	0.06	0.01	0.02	0.01	0.01	0.02	0.06	0.01	NA	0.01	0.01	0.03	0.01	0.03	0.02	0.02	0.01	0.02	0.03	0.01	0.01
NM_001243776|CEP57|chr11|+	chr11:95564189-95567019	95565732	0.26	0.18	0.28	NA	0.38	0.29	NA	0.21	NA	0.35	0.36	0.63	0.34	0.30	0.23	0.39	0.34	0.31	0.21	0.24	0.42
NM_139075|TPCN2|chr11|+	chr11:68855342-68860343	68855923	0.25	NA	0.17	0.08	0.09	0.17	NA	NA	NA	NA	NA	NA	0.18	NA	0.29	NA	0.28	0.20	0.25	NA	0.27
NM_005734|HIPK3|chr11|+	chr11:33374637-33378598	33375049	0.78	0.92	0.88	NA	0.96	0.98	0.74	0.92	NA	NA	0.91	NA	NA	0.84	0.90	0.91	0.91	0.94	0.80	0.92	NA
NM_015104|ATG2A|chr11|-	chr11:64662015-64662681	64662385	1.00	1.00	0.99	1.00	1.00	1.00	NA	NA	NA	0.99	0.99	1.00	1.00	1.00	0.97	1.00	NA	1.00	0.97	1.00	1.00
NM_016464|TMEM138|chr11|+	chr11:61136068-61137702	61136627	0.03	0.02	0.03	0.09	0.02	0.02	NA	0.03	NA	0.03	0.02	0.03	0.03	0.02	0.02	0.02	0.02	0.03	0.04	0.01	0.02
